ID,Li_centroid_THz,Li_std_THz,Li_skewness,Li_spectral_entropy,Li_peak_THz,Li_q05_THz,Li_q50_THz,Li_q95_THz,Li_bandwidth90_THz,Li_fraction_below_2THz,Li_fraction_below_5THz,Li_fraction_below_10THz,Li_fraction_below_20THz,total_centroid_THz,total_std_THz,total_skewness,total_spectral_entropy,total_peak_THz,total_q05_THz,total_q50_THz,total_q95_THz,total_bandwidth90_THz,total_fraction_below_2THz,total_fraction_below_5THz,total_fraction_below_10THz,total_fraction_below_20THz,Li_total_centroid_difference_THz,Li_total_peak_difference_THz,Li_total_distribution_overlap,Li_to_total_low_frequency_ratio_2THz,Li_to_total_low_frequency_ratio_5THz,Li_to_total_low_frequency_ratio_10THz
4ea,6.268304042015557,3.7368094048632234,1.3273907655837496,0.5300111017146961,3.5,1.3975688827235238,4.602057498123095,11.476536832584449,10.078967949860925,0.05520506033580134,0.49145257295763983,0.7878894897660478,0.9973691908951132,13.751914620257983,10.168476857057026,0.7513384429158799,0.6704801113639283,15.5,1.829729442174711,10.217204598521738,31.215769766451416,29.386040324276706,0.02923679655628894,0.21750590423681804,0.46840556456914634,0.7725284852037152,-7.483610578242426,-12.0,0.5936604079364346,1.8882048253650596,2.2594907236290545,1.6820668868243964
4kt,7.475135032473622,2.4838425642877047,-0.5615820785339701,0.4569455702881561,8.5,2.624432898351593,7.71872494380779,10.203415071448969,7.578982173097376,0.010649932503651009,0.2402641137577272,0.837391754856885,1.0000000000000002,5.554856100873075,2.6620711157143515,0.3228867800667908,0.487622050145151,3.5,1.3670775827191397,4.4430134653780975,9.642709716452394,8.275632133733254,0.05656158134899542,0.5085304934658599,0.9418308840640222,1.0,1.9202789316005466,5.0,0.6808098949418097,0.18828915758099043,0.47246746624813224,0.8891105282548393
5bz,11.094741495924701,3.748774093386197,0.20665509688636147,0.5767293198579656,10.5,3.942889841529304,10.673174066751908,16.031103029727984,12.08821318819868,0.004783793418321306,0.06968524152740269,0.3371695408885904,0.9985224377926731,14.62951164756452,11.310160313320726,2.10805495669129,0.6438722821674849,10.5,3.6671437918037935,10.667140649654742,50.074404353773154,46.40726056196936,0.006764346012198307,0.07994203678336798,0.3805137235130451,0.8753156492964319,-3.534770151639819,0.0,0.7543924436762913,0.707207083980414,0.8716970986896443,0.8860903564153089
5wz,8.185546805995239,3.4248549758813764,-0.17436047639137373,0.5470244462907362,9.5,2.022991657063832,8.423381803578582,12.49503104437122,10.472039387307388,0.026230200146896317,0.23557977862221385,0.6638565859053787,1.0,7.493007470632472,4.51620026176532,0.450427354101056,0.5836307049626115,9.5,0.9024640236738752,6.490322451746124,15.940091513580558,15.037627489906683,0.10622359925208638,0.37007938317978817,0.7096941929796952,1.0,0.6925393353627669,0.0,0.7792993540362562,0.24693382950287404,0.6365655298008506,0.935412171146752
5z0,12.351478209588691,3.824916528088022,0.11255685937665573,0.5848402603924371,10.5,5.736245271971058,11.73536225376686,17.280518969121328,11.54427369715027,0.0009679597383719011,0.024200211969290827,0.28406540567073524,0.9661458557206055,12.527155514434604,4.989333725725861,0.33867614209039554,0.629544528036745,10.5,4.531031654649558,11.465002550554013,21.09722953307827,16.56619787842871,0.0017720880246395014,0.04893560330232293,0.3383114710120905,0.8677998582596904,-0.17567730484591237,0.0,0.8308432441965526,0.5462255401047669,0.49453179967522876,0.8396564409150151
5zv,11.414647708979711,3.248697581568386,0.2846893512412038,0.5374042594997722,13.5,4.668907037192941,11.096721554761485,15.938200158246223,11.269293121053282,0.003009037466132103,0.047176830079560056,0.2807636559656854,0.995368061506764,13.589750333766254,8.583700082271697,0.7537184419451848,0.6774538546036157,4.5,2.5533967323565285,11.558768664014083,29.731204655013237,27.177807922656708,0.009410607041531212,0.1796288610040412,0.3868393798508693,0.8181209606829636,-2.1751026247865433,9.0,0.55229775461166,0.31974956055996345,0.2626350232132168,0.7257887138427396
68u,11.826272748227304,4.459003812945775,0.08481772434514419,0.6215862429071785,10.5,3.735649564281616,10.879959624105629,18.79578661533908,15.060137051057463,0.004161488883184604,0.06882931269602656,0.35039469520010613,0.9684294408651174,9.890146365112603,5.17418969104371,0.26209655506286,0.6434404069768996,3.5,1.8749515926910654,9.22380213792651,18.500065156671294,16.62511356398023,0.023927143102581525,0.22693835127768183,0.5147002399121183,0.968771814795245,1.9361263831147006,7.0,0.7773039198755716,0.17392334995211428,0.30329520025377726,0.6807742993473904
6du,10.59067991290835,3.780707406692453,0.3722137951618613,0.585670698922329,11.5,4.007067349941073,10.14638318963803,17.036813631920236,13.029746281979163,0.002860363008973703,0.07162471135088619,0.42852789489387827,0.9861633425552696,11.341134003327152,5.528866544784551,0.3931971557619949,0.6639899366916582,11.5,2.6750544590739196,10.446496095376874,20.51159744231507,17.836542983241152,0.009232422785079915,0.1425286086845135,0.4305785063183484,0.9270788158992022,-0.7504540904188026,0.0,0.7823604718286676,0.30981716019290206,0.5025286643289082,0.995237543457513
6jf,8.553675061963787,3.1557577980170057,-0.16848795555796545,0.5479745714637375,10.5,2.517764729832361,8.280330971301543,12.788176742064064,10.270412012231702,0.01683581478625851,0.1506616145638523,0.6286628829026625,1.0,7.717329412537032,4.406632692443787,0.43740509927202587,0.5912040550433708,2.5,1.1573970674567722,6.752435883750468,15.949373848004175,14.791976780547403,0.07320067152150055,0.3258715047102516,0.6874235673817234,1.0,0.8363456494267547,8.0,0.7452310570043513,0.22999535982826994,0.46233442441619116,0.9145204103157677
6l9,9.45387663706467,3.4399923162477544,2.2392478682188495,0.5164525113397956,8.5,3.2151528049058125,8.610927838559938,13.101582602084196,9.886429797178383,0.0020484482635107033,0.07884958583110444,0.5722778222720111,0.9898203855798727,18.042989505913965,11.411519997795171,0.5484505901772571,0.7536414985528199,8.5,3.2028114204775857,14.698131872141843,38.4126396705623,35.20982825008471,0.002729568321049805,0.11021949552648871,0.3119212838404004,0.6116057437792561,-8.589112868849295,0.0,0.44806852109375844,0.750466016077905,0.7153869236514039,1.8346866723106536
7e5,8.94523813550512,2.587807648706507,0.5860879705371184,0.499129954887477,8.5,4.685647654859172,8.3307052152545,12.365131300831301,7.679483645972129,0.0031568835384088033,0.03740689793678264,0.6566342779768425,0.9975928621481349,9.246881459252052,5.2499818369015205,0.569825276110128,0.63956591719703,8.5,1.5942530360470213,8.222309438703425,19.16816629622284,17.573913260175818,0.04281853644595803,0.2606641031918168,0.6117619193991319,0.955700014043773,-0.3016433237469318,0.0,0.5907970806603658,0.07372703040406711,0.14350613482538388,1.0733493817689468
7ek,11.885737191403914,3.9385553019567525,-0.30118295552888613,0.5926070863087931,12.5,4.347770497568495,11.930754415667364,16.88599134149787,12.538220843929375,0.005135476704783506,0.05350923977883165,0.3024759548307768,0.9845757555737376,11.572154828262846,5.509561073561128,0.15196025684373368,0.6599468083693002,12.5,2.441720362075845,10.945846373600526,20.696203642547164,18.25448328047132,0.021936690356046326,0.13398167951673495,0.4092198977573593,0.9024713221342936,0.3135823631410677,0.0,0.7593148286620449,0.2341044442635365,0.39937728778917186,0.7391526083859328
7o7,11.57653700669438,4.259660488011091,0.02485614445589357,0.616198652606798,9.5,3.9361659929342747,10.725729722105818,18.039468365316793,14.103302372382519,0.006167907890707306,0.062142270898311355,0.3820664091094604,0.9829526360509022,9.938632971369268,5.2112271286441905,0.2256059213350891,0.6451959271700121,2.5,1.7657748901855146,9.255900545798216,18.409590441880084,16.64381555169457,0.03027253273803294,0.2231596964326364,0.5152753223528757,0.9671646887477954,1.6379040353251124,7.0,0.7931262480189396,0.20374601438479065,0.278465475135963,0.7414801224418236
7tu,7.900662116550005,2.9980868202156916,-0.0286405037094265,0.5348716446493927,10.5,2.3365071799633297,7.430035244760712,11.939574277352376,9.603067097389047,0.021893787438286613,0.181819178713152,0.7223093284447112,1.0000000000000002,7.515299901927996,4.325425605837506,0.6084968166645969,0.5887798580982061,7.5,1.1364405045317003,6.436104153846248,15.981519026190186,14.845078521658486,0.07037226070795946,0.32493727636802366,0.7342399958488353,1.0,0.3853622146220088,3.0,0.7621349609651119,0.31111388518758093,0.5595516179166338,0.9837509976689143
7w5,12.08208732334443,4.636692402533913,-0.17684203879836669,0.6300068736068004,15.5,3.3601774414711936,11.666050271590853,18.771216902629767,15.411039461158573,0.009911554999744911,0.08686390585895931,0.3258506242169519,0.9699919725340774,10.20093671210401,5.1334574067575955,0.19400725673552566,0.6441944089586489,3.5,2.047459089873557,9.582983079417682,18.420065667410178,16.372606577536622,0.01998988904724372,0.2094945269656227,0.4945442367949616,0.9738670700593339,1.88115061124042,12.0,0.8125653028461892,0.49582841487114476,0.4146356810228907,0.6588907522787487
824,8.728137049951167,2.982065631559563,-0.4099893515899351,0.531782556158628,11.5,2.417902307438913,8.572679288434845,12.413798068179487,9.995895760740574,0.01920692770590681,0.11462142608050817,0.6212250567789384,1.0,7.691069994712657,4.077390443987055,0.2657472793941941,0.5849581157891042,2.5,1.1794477885443555,6.997479387706498,14.907417423223663,13.727969634679308,0.06897066396652345,0.2941705541365862,0.6849554114578962,1.0000000000000002,1.0370670552385102,9.0,0.7382134880097704,0.2784796694900509,0.3896427581507303,0.9069569294396687
883,9.24035780806039,4.318652123750356,2.8746800497255554,0.5487628425836791,7.5,2.431020399266023,8.34809607482267,14.847963111197412,12.416942711931389,0.01564360693946002,0.12307560111018556,0.6701724914102762,0.9730832470591788,23.30107994057202,18.14773894028712,0.7864568563507629,0.7106573070480402,24.5,2.499931937596773,20.6478079225086,55.024569138855725,52.524637201258955,0.01385040829653952,0.1519327747614535,0.2973600621414234,0.4834677209212004,-14.06072213251163,-17.0,0.45248491090264586,1.1294690094708995,0.8100661710643013,2.2537407565227925
8ub,8.751608104480278,2.950402250685416,-0.3344466816242024,0.5266152789783988,11.5,2.46358668010391,8.37701660994384,12.474354186307556,10.010767506203646,0.01549593467550021,0.10692777989668738,0.6229619813450273,1.0,7.93637649572025,4.215057651964918,0.32225637462172313,0.5860906791947968,6.5,1.3534173632852187,7.11970563620465,15.517889028633233,14.164471665348014,0.05719214893139356,0.28318895669945704,0.6743343695426713,1.0,0.815231608760028,5.0,0.7256619517323645,0.2709451378385658,0.37758456806692414,0.9238176333315409
95j,9.674041256294336,3.1600189482585868,3.34683850039045,0.47958150075313283,10.5,4.636106915666824,9.11839988533532,12.213351911956881,7.577244996290057,0.002286144021885604,0.046289053468687585,0.5594401697565087,0.9897253571211222,22.2050435387425,13.355533528763686,0.38800314902995675,0.7569448750048672,10.5,4.748264530448547,22.4001115861661,44.87259898442789,40.124334453979344,0.0017958005276042036,0.04254033340821828,0.257453018567618,0.49480831722789137,-12.531002282448165,0.0,0.42431639386631864,1.2730500892187468,1.088121548660573,2.1729796483608763
96f,8.230232332055271,3.359389301434164,-0.19658211143084434,0.5543844661159547,10.5,1.7988678621080971,8.056229033483227,12.665431318399191,10.866563456291095,0.03613574318655093,0.19008527122331567,0.6372644993217107,0.9999999999999999,7.368084678562027,4.53323588382481,0.48258080604323855,0.5924523813980871,2.5,0.8834465879092283,6.232129414748525,15.868790969753395,14.985344381844167,0.10778687066554477,0.3657886738394886,0.70111020751899,1.0,0.8621476534932446,8.0,0.742369769653513,0.3352518072324194,0.5196587123053646,0.9089362734808707
97b,10.829429334478874,3.881590860225063,-0.3227934472197119,0.5753985624706369,13.5,3.050942974663001,10.782018481002954,16.81982684531398,13.768883870650978,0.006845936825503508,0.10873200730798582,0.39165112532730273,0.9977743504675942,10.000823568708796,4.917723017308506,0.13169785202898007,0.637618706109379,13.5,1.9194529222170489,9.488729467018434,17.655768954506346,15.736316032289297,0.028681440150966832,0.1989930584507814,0.5008268487121458,0.9813972923940122,0.828605765770078,0.0,0.7747847167027964,0.23868874050498948,0.5464110565187348,0.7820090443122536
97p,8.330260696001986,3.31972633033694,-0.15736846224925075,0.5586815669104268,10.5,1.947294101630955,7.937772392545627,12.958698341934774,11.011404240303818,0.032756440882212336,0.17946774280628458,0.6492556717139492,1.0,7.525064971231019,4.289293342964928,0.552915303900938,0.5894675315029383,2.5,1.2189994749640072,6.536188923745631,16.016397840646142,14.797398365682135,0.06570636438599915,0.34063992855830805,0.7184592994915557,1.0,0.8051957247709671,8.0,0.7664703844572592,0.49852767214118066,0.5268546866066076,0.9036777339696471
9ky,6.468285818024486,3.9231144859781044,1.0319191857393157,0.5455356261032785,3.5,1.126713933487243,4.835561854784748,11.97491664499253,10.848202711505287,0.07479063911077202,0.4734376657644619,0.7384393331640251,0.9978088181791579,13.128330255466896,9.552304048273534,0.8590026646512838,0.6818103019411356,15.5,1.8074120523548851,10.237095825421713,30.989111574102807,29.181699521747923,0.03123723379682775,0.22193188523125307,0.46747563985036167,0.808512342852374,-6.6600444374424095,-12.0,0.6135967498152651,2.39427855863368,2.1332566308403127,1.579631686049777
