ID,total_centroid_THz,total_std_THz,total_skewness,total_spectral_entropy,total_peak_THz,total_q05_THz,total_q50_THz,total_q95_THz,total_bandwidth90_THz,total_fraction_below_2THz,total_fraction_below_5THz,total_fraction_below_10THz,total_fraction_below_20THz
1xf,14.492358958102884,9.293207736116956,0.8150489696279473,0.7131298550089888,8.5,2.834624348038581,11.550996730374681,32.04919135681645,29.21456700877787,0.008058463753539512,0.1287354765089829,0.39533008184062196,0.7958755009563264
1xt,9.982950959863752,5.984503796041265,0.3000077806233628,0.6262512130929581,13.5,0.9918106291256632,9.624831034162563,20.910785679784283,19.91897505065862,0.08479901708325142,0.2763980436362773,0.49022016491808373,0.9167095034068276
20k,10.113847308938237,5.188199561457513,0.2631225985528962,0.6469532056982499,11.5,1.9914287879393946,9.408788868201933,18.836997184890865,16.84556839695147,0.02320513328096332,0.2089895795810372,0.5054103728325271,0.9622768909636324
240,8.062168514967802,3.2275800244491384,-0.03986058731255185,0.5484917427671967,8.5,2.2046151095166913,7.682907261507257,12.693674933090795,10.489059823574104,0.011365747846875107,0.2066365603789947,0.6921961304573896,1.0
2t8,12.675618604938279,8.409481384912539,0.9737495963036151,0.6654839669859286,7.5,2.7217349307728393,9.752193651286808,29.078633106063375,26.356898175290535,0.010726378218049918,0.14963740096657316,0.48561382584528906,0.8351652005401797
2wb,10.145835709240068,5.063540113893246,0.16645845661339434,0.6407659905688577,3.5,2.053666821778305,9.525251840016864,18.105527956170047,16.051861134391743,0.017512495215556423,0.20551336857914576,0.4983467920055427,0.980510441007309
3nb,10.529479523679054,7.239483243199372,0.8063688442734896,0.6376629757999526,3.5,1.6217251228836886,8.249664764123294,23.703458310186473,22.081733187302785,0.04132266370181485,0.26893659768771927,0.585084702701735,0.7954308941270595
3rx,10.073561387322755,5.475652374937492,0.5442645688314169,0.648028356475418,12.5,1.6741511712781527,9.211597937238578,21.176655144469706,19.50250397319155,0.04040482411267604,0.2093580017532738,0.5193169514233554,0.920743246785686
3uq,14.474145591595374,9.832847017996633,0.803359067002301,0.6896938854290983,7.5,2.640198734387815,11.114122122726995,32.034742501600206,29.39454376721239,0.008133945244980312,0.15614932983973975,0.42281509623515223,0.7823308698968999
3zo,6.899537630663989,4.111411427756446,0.521808719537769,0.5765745585155762,2.5,0.9299195386705518,5.861745366519295,13.151831393639727,12.221911854969175,0.09892193302245997,0.39945713435179464,0.743776596178507,1.0
419,9.920920579101962,5.156654454451226,0.2036588428473121,0.6420182397910584,3.5,1.8223365572864842,9.408616834302444,18.200118959639013,16.37778240235253,0.027152836722152632,0.22684619959922686,0.505112710417795,0.9715009980067124
472,13.301125106191735,7.818167902813716,0.7769535961630265,0.7143179002629924,12.5,2.5101285662512436,11.513541014158939,29.2208030213926,26.71067445514136,0.006425558076590111,0.13204415695038785,0.39205057965481604,0.8113832376722455
47i,13.945221382983654,8.855101706742559,0.896904266845889,0.6916961539810518,11.5,2.575730026449618,11.499427904654445,32.209326037359205,29.633596010909585,0.009297632053902612,0.15288842246612339,0.35979251390325395,0.8025350842128485
4ba,14.035261974540227,9.767646582194251,0.8775008041887437,0.6683419351321915,7.5,2.4495911979343257,10.473932130407539,31.375987662016716,28.92639646408239,0.010062987773881217,0.16197044641294167,0.44484418629318423,0.7930228450414166
4ea,13.751914620257983,10.168476857057026,0.7513384429158799,0.6704801113639283,15.5,1.829729442174711,10.217204598521738,31.215769766451416,29.386040324276706,0.02923679655628894,0.21750590423681804,0.46840556456914634,0.7725284852037152
4kt,5.554856100873075,2.6620711157143515,0.3228867800667908,0.487622050145151,3.5,1.3670775827191397,4.4430134653780975,9.642709716452394,8.275632133733254,0.05656158134899542,0.5085304934658599,0.9418308840640222,1.0
5bz,14.62951164756452,11.310160313320726,2.10805495669129,0.6438722821674849,10.5,3.6671437918037935,10.667140649654742,50.074404353773154,46.40726056196936,0.006764346012198307,0.07994203678336798,0.3805137235130451,0.8753156492964319
5wz,7.493007470632472,4.51620026176532,0.450427354101056,0.5836307049626115,9.5,0.9024640236738752,6.490322451746124,15.940091513580558,15.037627489906683,0.10622359925208638,0.37007938317978817,0.7096941929796952,1.0
5z0,12.527155514434604,4.989333725725861,0.33867614209039554,0.629544528036745,10.5,4.531031654649558,11.465002550554013,21.09722953307827,16.56619787842871,0.0017720880246395014,0.04893560330232293,0.3383114710120905,0.8677998582596904
5zv,13.589750333766254,8.583700082271697,0.7537184419451848,0.6774538546036157,4.5,2.5533967323565285,11.558768664014083,29.731204655013237,27.177807922656708,0.009410607041531212,0.1796288610040412,0.3868393798508693,0.8181209606829636
68u,9.890146365112603,5.17418969104371,0.26209655506286,0.6434404069768996,3.5,1.8749515926910654,9.22380213792651,18.500065156671294,16.62511356398023,0.023927143102581525,0.22693835127768183,0.5147002399121183,0.968771814795245
6du,11.341134003327152,5.528866544784551,0.3931971557619949,0.6639899366916582,11.5,2.6750544590739196,10.446496095376874,20.51159744231507,17.836542983241152,0.009232422785079915,0.1425286086845135,0.4305785063183484,0.9270788158992022
6jf,7.717329412537032,4.406632692443787,0.43740509927202587,0.5912040550433708,2.5,1.1573970674567722,6.752435883750468,15.949373848004175,14.791976780547403,0.07320067152150055,0.3258715047102516,0.6874235673817234,1.0
6l9,18.042989505913965,11.411519997795171,0.5484505901772571,0.7536414985528199,8.5,3.2028114204775857,14.698131872141843,38.4126396705623,35.20982825008471,0.002729568321049805,0.11021949552648871,0.3119212838404004,0.6116057437792561
7e5,9.246881459252052,5.2499818369015205,0.569825276110128,0.63956591719703,8.5,1.5942530360470213,8.222309438703425,19.16816629622284,17.573913260175818,0.04281853644595803,0.2606641031918168,0.6117619193991319,0.955700014043773
7ek,11.572154828262846,5.509561073561128,0.15196025684373368,0.6599468083693002,12.5,2.441720362075845,10.945846373600526,20.696203642547164,18.25448328047132,0.021936690356046326,0.13398167951673495,0.4092198977573593,0.9024713221342936
7o7,9.938632971369268,5.2112271286441905,0.2256059213350891,0.6451959271700121,2.5,1.7657748901855146,9.255900545798216,18.409590441880084,16.64381555169457,0.03027253273803294,0.2231596964326364,0.5152753223528757,0.9671646887477954
7tu,7.515299901927996,4.325425605837506,0.6084968166645969,0.5887798580982061,7.5,1.1364405045317003,6.436104153846248,15.981519026190186,14.845078521658486,0.07037226070795946,0.32493727636802366,0.7342399958488353,1.0
7w5,10.20093671210401,5.1334574067575955,0.19400725673552566,0.6441944089586489,3.5,2.047459089873557,9.582983079417682,18.420065667410178,16.372606577536622,0.01998988904724372,0.2094945269656227,0.4945442367949616,0.9738670700593339
824,7.691069994712657,4.077390443987055,0.2657472793941941,0.5849581157891042,2.5,1.1794477885443555,6.997479387706498,14.907417423223663,13.727969634679308,0.06897066396652345,0.2941705541365862,0.6849554114578962,1.0000000000000002
883,23.30107994057202,18.14773894028712,0.7864568563507629,0.7106573070480402,24.5,2.499931937596773,20.6478079225086,55.024569138855725,52.524637201258955,0.01385040829653952,0.1519327747614535,0.2973600621414234,0.4834677209212004
8ub,7.93637649572025,4.215057651964918,0.32225637462172313,0.5860906791947968,6.5,1.3534173632852187,7.11970563620465,15.517889028633233,14.164471665348014,0.05719214893139356,0.28318895669945704,0.6743343695426713,1.0
95j,22.2050435387425,13.355533528763686,0.38800314902995675,0.7569448750048672,10.5,4.748264530448547,22.4001115861661,44.87259898442789,40.124334453979344,0.0017958005276042036,0.04254033340821828,0.257453018567618,0.49480831722789137
96f,7.368084678562027,4.53323588382481,0.48258080604323855,0.5924523813980871,2.5,0.8834465879092283,6.232129414748525,15.868790969753395,14.985344381844167,0.10778687066554477,0.3657886738394886,0.70111020751899,1.0
97b,10.000823568708796,4.917723017308506,0.13169785202898007,0.637618706109379,13.5,1.9194529222170489,9.488729467018434,17.655768954506346,15.736316032289297,0.028681440150966832,0.1989930584507814,0.5008268487121458,0.9813972923940122
97p,7.525064971231019,4.289293342964928,0.552915303900938,0.5894675315029383,2.5,1.2189994749640072,6.536188923745631,16.016397840646142,14.797398365682135,0.06570636438599915,0.34063992855830805,0.7184592994915557,1.0
9ky,13.128330255466896,9.552304048273534,0.8590026646512838,0.6818103019411356,15.5,1.8074120523548851,10.237095825421713,30.989111574102807,29.181699521747923,0.03123723379682775,0.22193188523125307,0.46747563985036167,0.808512342852374
9lo,13.756368300527116,7.89355635625835,0.8422540582388137,0.6570069092131823,13.5,3.4155610530764515,11.906430407282496,29.379288178724227,25.963727125647775,0.004214246189793804,0.11255591976496503,0.3340350330090886,0.837889185770943
9ph,9.623706145553719,5.286433198096907,0.7079728293032311,0.6376031490619976,9.5,1.9306418543230808,8.502513757811048,20.854188450090124,18.923546595767043,0.01930606035442413,0.2170164349423307,0.5720022886097552,0.9422529550545007
9rc,7.057166715060957,4.1387254291392885,0.6078209905543691,0.581072181917355,2.5,0.9981429593254991,5.899057187604059,15.020972644761642,14.022829685436143,0.08615138761812949,0.37907239321485353,0.7367012443781232,1.0
9s4,14.095702018603058,9.580398441188438,0.735286948706487,0.6948874686217774,16.5,2.3752276525985137,10.693796865735242,30.867566410982693,28.49233875838418,0.019267087816794932,0.16568191933212725,0.4418110146288288,0.7778708003559426
9wf,3.1416379477940892,2.5200414800169417,1.0484670792457775,0.4391775729267667,1.5,0.5,1.6610155195029255,7.64698266381099,7.14698266381099,0.4775870852701183,0.7619640178781191,0.9920984891102987,0.9999999999999994
9zk,11.529148911260894,4.513939098141293,0.011258762113747031,0.6223148438431552,11.5,3.391528788351928,10.913690941388529,18.2555392790204,14.864010490668473,0.0032025469054590043,0.09968093380402913,0.391493287004701,0.9696245902836503
9zr,7.5832417677780715,4.389656064408751,0.4231196177386834,0.5931936057453583,2.5,1.0961575817044371,6.692909816098305,15.787874198603578,14.691716616899141,0.07958770765863446,0.35359853251136175,0.692439164905595,1.0
a8v,7.30096608229531,4.168078229228335,0.4772250245295063,0.5784538840115871,2.5,0.9771162229261512,6.385147946951148,15.707406839562905,14.730290616636754,0.09096601644162047,0.3418420393619755,0.7416472974110249,1.0000000000000002
an2,11.144750367850767,6.709223340264935,0.8036315478486235,0.6567296459061918,6.5,2.5629328790347246,9.489655527061421,25.17894425318561,22.616011374150883,0.007646599106949611,0.20422557482407183,0.5004081386609555,0.8987546055711421
aui,11.637882380334466,5.199521658281756,0.13127317586265844,0.6440232184533645,8.5,3.331387815215121,10.921283446890495,19.97444460119876,16.64305678598364,0.0068336698673293105,0.12037327676701978,0.4121015784777415,0.9323825091633474
be9,4.226066473499712,3.264392681594226,0.43431148458713104,0.4613205122499674,1.5,0.5,2.430480733388137,9.646119787104341,9.146119787104341,0.3810876546894496,0.5781205790181759,0.9414437771892602,1.0000000000000002
bi3,10.094280007081357,5.13925965207715,0.13328003981496028,0.6375806000933625,3.5,2.0095710585446787,9.557588580548805,18.174251527260214,16.164680468715535,0.020951260584386216,0.22905177404170537,0.49552852563012995,0.9874226548817127
bjw,5.348790474161942,2.603697351500399,0.49419162679144624,0.501326469876622,3.5,1.1691558762412555,4.46769273660646,9.686347135483977,8.517191259242722,0.07073121055352047,0.5045551667195696,0.9442710901287341,1.0000000000000002
bnh,7.300026560706356,4.167839867738454,0.4775504863660562,0.5784455749414853,2.5,0.9773179105142333,6.383957267889448,15.706855760787146,14.729537850272912,0.09094165124573177,0.34193689045229836,0.7417243833096068,1.0
bq9,10.04639127171815,5.006470895646631,-0.04909542118231091,0.6316641967486603,10.5,1.3042198643447769,9.660267181847193,17.659996416966905,16.355776552622128,0.060967889275528576,0.18974320935946792,0.4877434801914101,0.9997831209441266
bsa,11.313920787154137,5.156816880416636,-0.05152398029630029,0.6195797877509263,12.5,2.696316114677301,11.715787952041268,19.26555871338668,16.56924259870938,0.00731231624921131,0.15033618348884842,0.405197591130916,0.9593470993390718
bv2,9.785943233080564,4.462492592023171,0.21358223963873635,0.614086850610468,11.5,2.6025488319728978,9.229325552277174,17.065631611280583,14.463082779307685,0.012324531010906314,0.16743035427367786,0.5190856780962481,0.9975307232806215
c0g,9.997290664610905,5.2662317360057855,0.23602405775784518,0.6441385914365713,3.5,1.79319016939014,9.347155205273662,18.423812165820866,16.630621996430726,0.03043786684369923,0.22728422927806052,0.5090293105083592,0.9666580952416317
c6e,7.381432258998164,4.417744658339078,0.4593897472299699,0.5907241324654655,2.5,0.9857326219212137,6.3330827960016,15.602732078172865,14.616999456251651,0.0933742081472508,0.36764286305638866,0.6906944487032597,1.0000000000000002
cdk,14.777233470173412,8.20404131107076,0.7878269031977737,0.690060477445748,12.5,3.793756311299611,12.266434579155728,30.488868512176175,26.695112200876565,0.002589813157834504,0.08780037681325645,0.28046801996360865,0.7817541746097192
cju,7.266561923081514,4.314616114603217,0.4799062296630576,0.5838557111488373,2.5,0.9573806504169501,6.290697067207977,15.699967459180732,14.742586808763782,0.100970252079887,0.36298970789792595,0.7262155819412044,1.0
clt,14.63241202609853,10.443614273156868,1.1653756856112671,0.7175071313521743,6.5,2.430530606745507,11.67281183484194,37.9505963044527,35.520065697707196,0.013357698384650719,0.14481946323628542,0.413921424437023,0.7725660534473053
d7f,9.473913850178462,4.517499704517942,0.32685471201397076,0.6125041379440997,7.5,1.9364034810670254,8.373095234542095,17.556875531086057,15.620472050019032,0.022512566346821517,0.17623738157906102,0.5844536430177054,0.9994472413740957
d9l,7.371313046752862,4.431140474099824,0.49948996785550687,0.5774455440556544,2.5,0.994398331164958,6.3926323628421855,15.955278353751053,14.960880022586096,0.09403483316338827,0.3617389567872006,0.7180915932200245,1.0
dae,9.785060495361229,5.117905087817678,0.18357349016805347,0.639918580609204,3.5,1.7895053880864689,9.09475858378927,17.950870054691123,16.161364666604655,0.029449739047890937,0.23286364902467707,0.5249808875273224,0.9833384846066446
dc8,12.998620609754202,7.921362767406597,1.037546220376998,0.6682503763634668,10.5,3.1144978664968352,10.722019863018346,29.851422493308103,26.736924626811266,0.005358653197678907,0.11163897045333804,0.412355484626711,0.8615205013019924
deu,7.8149285602722,3.5743624327636976,0.056234839226777494,0.5714419266836446,10.5,1.6918718830437571,7.403694699037108,13.162185266949503,11.470313383905747,0.03732963332448163,0.2568435397207315,0.6951167243448721,0.9999999999999999
dlj,7.080922309766456,4.279485950414425,0.46248882677918846,0.5823122529628946,2.5,0.8908303666296189,6.174496243971724,15.092682467480369,14.20185210085075,0.10661433692879928,0.3799450733976935,0.7186077621373397,0.9999999999999999
dth,12.128135755947152,5.229189260295073,0.14873109522816155,0.6385016207401655,11.5,3.3884219823881248,11.357348880470473,20.748214345437255,17.35979236304913,0.0043781710847775055,0.10765020304939583,0.36741480819402916,0.8969170913930008
dvn,5.831025607420974,2.7040991324601586,0.4841293476276389,0.508498616827633,4.5,1.5807480258120137,4.907235789869852,10.359965072562666,8.779217046750652,0.041796524933558225,0.4535654584643798,0.9042297494094166,1.0
e6a,10.01497205448505,4.986976970727249,0.14921866236363332,0.637527563450472,3.5,2.0095099498498223,9.387312926641856,17.901274719864148,15.891764770014326,0.019653531537976818,0.21122700499340552,0.5078090336283166,0.988946581667144
e81,10.085024110807996,6.886405396350746,0.7896083963849372,0.6785860397456223,3.5,1.1481035944080715,8.110908851046682,23.90826661040759,22.76016301599952,0.06903832811551741,0.27723388637783847,0.5795475026191339,0.8730175465762123
ek5,9.351935461593406,5.975373812725818,1.0482228633777333,0.6380420653446364,4.5,1.7921233508105205,7.544686600465081,23.63646236343996,21.84433901262944,0.027161070925493334,0.28127339990329314,0.6362212818322863,0.938488751048013
fft,12.13087868263969,5.001947855731971,-0.2647936000463174,0.6322957488531107,14.5,2.981834479370139,12.370535403458941,19.008199991452294,16.026365512082155,0.008647527576541312,0.11383619270228054,0.3378318412273951,0.9705248844384197
fj5,13.454505921922959,7.739407580900379,0.7738453501726614,0.6896214606998337,12.5,3.0007162484969845,11.776604653540108,29.16807251070982,26.167356262212834,0.012368550785282616,0.11679687061886185,0.3692798575985981,0.84161795956636
fkj,7.654301426664924,4.315923462820627,0.3336640087359711,0.5888921712588066,10.5,1.0109923785601287,6.878649283005726,15.469991396858745,14.458999018298616,0.0890122404527451,0.33330321417907505,0.6674514547721333,1.0000000000000004
fwz,8.22121583822239,4.45073533662229,0.3271702474867264,0.5532859672049698,9.5,1.4751304180317457,8.623908250490286,16.60848926231835,15.133358844286604,0.05119167264571063,0.302456910358575,0.6593880430451691,1.0
gcj,10.29900678530665,5.313486360166713,0.3004057310753628,0.6505995614606205,10.5,2.0622695530407835,9.553691190496874,19.392709850255457,17.330440297214672,0.018165996665726825,0.20250777100496736,0.49636764421344165,0.952382897430917
gkl,10.087216901804448,5.311572244764359,0.27267583334012024,0.6500487768620656,3.5,1.87020285208099,9.448492021079726,18.900077942193988,17.029875090113,0.02664419160083133,0.22053418829737595,0.5026502342578154,0.9606196944798059
goi,36.898399803167194,33.72611897482433,0.5996096526541507,0.6652387407402527,41.5,1.1513257465606959,27.467849313380007,90.57985039635601,89.4285246497953,0.0666214532352257,0.18932000169853527,0.32257186724335285,0.44441447442048077
gvd,11.62336963943907,4.768348921876611,0.022031191905935044,0.6132484179587692,5.5,3.940017813060401,11.101050228973122,18.611085501894244,14.671067688833844,0.0023932823740497027,0.0798660454071374,0.40134922193804806,0.9981218845558011
gw2,14.537194034300056,9.657297615985888,0.8081675240487189,0.7095871307720506,7.5,2.800330143545768,11.126071092041139,32.71420076196085,29.913870618415086,0.00494058916636801,0.13430271464819915,0.41476580032840876,0.7758624173739894
gxz,13.587872961464573,8.761577681652064,0.7452026937750869,0.6996999310000998,9.5,2.2832073015378795,11.509047608966696,30.355701611514654,28.072494309976776,0.015575494417521417,0.17451079415603518,0.41565537402096553,0.8120492625738926
gz8,9.915151110811097,5.295745845787036,0.27285752755699805,0.6448060131940098,3.5,1.817998974192391,9.252473479085051,18.71844769554319,16.9004487213508,0.027086784160651228,0.23513867071623024,0.5139800044028718,0.9648557449527173
h6c,11.807201958574167,6.2428537828970905,0.8429775156289939,0.5840771449716833,11.5,3.0635025317509594,10.680270456944994,23.83292919924429,20.76942666749333,0.005658722871760306,0.13333461739568753,0.38869075315612567,0.8334294130109752
h7r,14.00516744918575,9.703501193034576,0.7282960064165674,0.6787495053918732,12.5,2.106007298316273,10.640197608783991,30.410942234179295,28.304934935863024,0.019559345759844235,0.181510847914444,0.44428957867693203,0.7753238440504616
h82,7.798342469610102,4.6198981528531355,0.41453824798160877,0.5819479956705477,2.5,0.9554871307716799,6.937323601659567,16.16351268098236,15.208025550210682,0.09854858690354779,0.34508684754780705,0.6816116639274561,1.0000000000000002
h89,9.845651013526119,5.253995135090273,0.20790986153067956,0.6432981589154595,2.5,1.6867030556548226,9.269970957072513,18.10278700008779,16.41608394443297,0.03562744551377944,0.2355493196440135,0.5123805634831634,0.974610254151404
hai,11.747280139211004,9.59584746224341,0.7678753163904581,0.6464283894334165,1.5,0.8392264232938011,7.196150528292554,29.296506567090688,28.457280143796886,0.10947121259342019,0.3496831641959317,0.5127416016088507,0.8115604434235348
hbz,7.267540947595608,4.290266083806193,0.48506840630249465,0.5910942519312111,2.5,0.862289805121492,6.46522023392167,15.32140080828065,14.459111003159158,0.10048815355801058,0.3447741645413801,0.7286026321994231,1.0
hcm,10.056241204874505,5.479235396779908,0.2312773977242142,0.6567663334809932,2.5,1.5477616581939737,9.323238093030431,19.184961505636252,17.63719984744228,0.04656352255294564,0.22600153881033397,0.5111675280851143,0.9547478011517591
hja,10.480004301361266,7.264909228535615,0.8554594830265304,0.6396154256464557,11.5,1.5943082258798849,8.365775038881045,24.43908722282021,22.844778996940324,0.04279867282183815,0.2662421269053119,0.5797537732536776,0.8105205890768714
i12,10.917123170048935,5.104304907824236,0.25150789243889604,0.6387791706246433,10.5,2.4981302819532556,10.143516186754372,19.36726655364094,16.869136271687683,0.005899388685827606,0.13519821817338795,0.4453823552072463,0.9556200460503158
ia5,9.78163399836106,6.683067413088901,1.0077469850842702,0.6427294074408236,6.5,1.6543931092893,7.343200493474977,24.541695062916244,22.887301953626945,0.03945379439918684,0.26074541342670216,0.6293440670564829,0.8813501721352375
iiy,7.564836210923056,4.511927189907475,0.4287459878768489,0.5952799507199269,2.5,1.0283779105796769,6.33738281557515,15.769438858781118,14.741060948201442,0.08410474692196626,0.3641790412256585,0.6766262295637152,1.0
ij5,7.282115145342178,4.430624473196922,0.5979591469639689,0.5863447879745621,2.5,0.9374576754839912,6.266629793421496,16.069437144687374,15.131979469203383,0.0941277133175336,0.3623880996076476,0.7436592028359259,1.0
ik8,7.606382944283612,4.203418711627373,0.3304511019245816,0.5878175128631794,11.5,1.0782528670599145,6.711052277465239,15.11894419613141,14.040691329071496,0.07871193605184387,0.33052076082286397,0.684375972630556,1.0
iqt,14.073627941309091,9.461406696631217,0.7626769796048394,0.694752956508974,4.5,2.559910338987681,10.8989968145303,30.83887365890322,28.27896331991554,0.013329549512606923,0.16574676003682898,0.4403180804161868,0.7853284997048028
ish,6.900152801466462,4.112397185139216,0.5212291241793628,0.5766170884902644,2.5,0.9287881917192418,5.8623807906529395,13.152887253295502,12.22409906157626,0.0991142577519442,0.3994152558579246,0.743649898867818,1.0
ix1,14.09205647038799,10.357890791816416,0.6814786310789559,0.6655424312237304,16.5,1.8124552484387162,10.553699282738616,31.269953998266306,29.45749874982759,0.029929461246982137,0.2231194480413805,0.4731394358275731,0.7655128967400355
j8q,7.661223673637362,4.159889784381107,0.3049743355443811,0.5813590817639613,2.5,1.1488744934396724,6.89684255795539,15.516916934732848,14.368042441293175,0.07179588531873997,0.3021009768440001,0.6856574799421857,0.9999999999999999
jkq,11.207110009649222,5.1468600745855575,0.3165953603366348,0.6429388035832899,11.5,2.827106564404641,10.236335004879038,19.77093670905679,16.94383014465215,0.0049377889339355064,0.11803793955458214,0.44193420497332575,0.9410649910878104
jl4,11.011135305679526,5.251355533470963,0.32034208704226896,0.6421338595258838,11.5,2.3989695176877284,9.994696421386232,19.859980949414346,17.461011431726618,0.009671636446633212,0.13272129259169257,0.4607698566880284,0.9363878837954913
joc,8.473789599261984,4.4328452934626705,0.15100215485855725,0.5530802561430033,10.5,1.600569029555716,8.798539497450474,15.974581278848863,14.374012249293147,0.03844256725545452,0.2816806487536765,0.566995844637816,0.9999999999999999
jqc,10.877572051978303,4.694962136008492,0.02489779517980478,0.6317834697689126,7.5,2.49482044955723,10.2601791582824,18.074592514027483,15.579772064470253,0.012052108500557211,0.11689219124448792,0.44418616832582436,0.9845549723987007
k4x,8.277590285864001,4.3098392390666245,0.26027226574079176,0.5962840121439069,6.5,1.439615311361256,7.498201270728266,15.694962711960041,14.255347400598785,0.052743558773570946,0.2520672758725293,0.6425639810735385,1.0000000000000002
ka6,9.914255428786202,5.295069274796317,0.2726203706361547,0.6447947143286434,3.5,1.8177479022596907,9.251825242777576,18.71411472572677,16.89636682346708,0.027092549623242028,0.23517893637936477,0.5140164764460335,0.9649363374676685
kab,14.071840433155753,9.45888356598821,0.7635023897201383,0.6947166570059701,4.5,2.5603527501340286,10.900941680766433,30.8368324369946,28.276479686860572,0.013282308414510724,0.1655953756510783,0.44019322473484324,0.7854578464358486
kbo,13.873491771415141,9.63555857862677,0.6807626235788591,0.6888405122382757,4.5,2.1319009726745626,11.220625260811959,30.755889693401514,28.623988720726953,0.012058573076071217,0.2041199899980011,0.4379361102241245,0.7800977409739446
kbq,9.15357735819632,4.742120117406351,0.12205679859524059,0.6188917347124105,3.5,1.6763406857590641,8.560916063205365,16.300719827274314,14.62437914151525,0.03528280570721825,0.25511764149230026,0.5724518182017364,1.0
kbu,9.68951769292749,5.166690572256955,0.24737205501664228,0.6427246688133746,3.5,1.755607163568988,9.07796356890495,17.96370317131889,16.2080960077499,0.032115725198310636,0.2437662308562392,0.5245962735646688,0.9789325054205225
kfp,13.425261296837576,9.694981022536062,0.763877516772148,0.6928891272728904,4.5,1.5869508574836453,10.701794223943462,31.94167360483112,30.354722747347473,0.04465105202158066,0.24989230325966277,0.44300882092158533,0.7703134241150434
kgl,7.8656708694496755,4.392383486024017,0.42179809741620955,0.5927857099258108,7.5,1.1817202397863544,6.895417560113651,16.01183091573529,14.830110675948934,0.07081332424911285,0.3058685542836535,0.6877838657241836,0.9999999999999998
kkn,7.7125533727593005,5.178082158095731,0.473783954344118,0.612048801972009,1.5,0.7405648234657345,6.4911933934220905,16.94354387868828,16.202979055222546,0.1431557039679735,0.3999289718962456,0.6456803900779892,0.9996697460769675
kko,7.421458786045287,4.256796807936767,0.4423657935770527,0.5746823422760428,2.5,1.043207847239698,6.562481502987988,15.748208370310028,14.70500052307033,0.08133255510390487,0.3444674443276254,0.7026309730906781,1.0
kmv,7.018425004738254,3.564000219410811,0.10971126948552859,0.5551367299565495,9.5,1.0235710866625185,6.804495753100502,12.0409612750388,11.017390188376282,0.08664715775396507,0.34803910048661796,0.7831100461563005,0.9999999999999999
