ID,split,file,mode,parse_mode,metadata_source,numeric_rows,density_columns_in_source,min_frequency_raw_THz,max_frequency_raw_THz,negative_frequency_points,zero_frequency_points,used_positive_frequency_points,negative_intensity_points_clipped,negative_frequency_area_diagnostic,positive_area_0_to_100_THz,status,error
3zo,train,/content/obelix_audit_filtered_spectra/Train_cif/3zo/Lithium_PDOS_3zo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6634127217122594,19.229348104767247,16,0,185,0,0.0,72.31335194931123,ok,
419,train,/content/obelix_audit_filtered_spectra/Train_cif/419/Lithium_PDOS_419.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.08136960497556,23.858129157475226,17,0,184,0,0.0,128.26553700561402,ok,
472,train,/content/obelix_audit_filtered_spectra/Train_cif/472/Lithium_PDOS_472.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.163323788934868,36.86861257489589,16,0,185,0,0.0,84.26214633709772,ok,
47i,train,/content/obelix_audit_filtered_spectra/Train_cif/47i/Lithium_PDOS_47i.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.009836012282383,38.61773344438241,23,0,178,0,0.0049984426403527,24.861856318766904,ok,
4ba,train,/content/obelix_audit_filtered_spectra/Train_cif/4ba/Lithium_PDOS_4ba.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-11.856843840407045,40.81163441440673,46,0,155,0,0.2762537989460086,6.150733888421336,ok,
4ea,train,/content/obelix_audit_filtered_spectra/Train_cif/4ea/Lithium_PDOS_4ea.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.027891441586203,39.15794712365138,19,0,182,0,0.0014893503538226,17.838254534219796,ok,
4kt,train,/content/obelix_audit_filtered_spectra/Train_cif/4kt/Lithium_PDOS_4kt.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-0.9893856464024932,12.179478629900345,16,0,185,0,0.0,12.115728364228447,ok,
5bz,train,/content/obelix_audit_filtered_spectra/Train_cif/5bz/Lithium_PDOS_5bz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.199462190619308,58.240933526900896,17,0,184,0,0.0,35.572508785877204,ok,
5wz,train,/content/obelix_audit_filtered_spectra/Train_cif/5wz/Lithium_PDOS_5wz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6584984544411068,19.27635681358744,16,0,185,0,0.0,72.235880754931,ok,
5z0,train,/content/obelix_audit_filtered_spectra/Train_cif/5z0/Lithium_PDOS_5z0.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.2089517139622803,27.485870090512343,15,0,186,0,0.0,117.96999682124964,ok,
5zv,train,/content/obelix_audit_filtered_spectra/Train_cif/5zv/Lithium_PDOS_5zv.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.1854869762856803,36.19708652709908,17,0,184,0,0.0,46.66253722428184,ok,
68u,train,/content/obelix_audit_filtered_spectra/Train_cif/68u/Lithium_PDOS_68u.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.131437919461133,24.62897058423603,16,0,185,0,0.0,116.48618395403165,ok,
6du,train,/content/obelix_audit_filtered_spectra/Train_cif/6du/Lithium_PDOS_6du.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.520792684833605,30.25485799298502,21,0,180,0,0.0010298531182604,30.27239364694085,ok,
6jf,train,/content/obelix_audit_filtered_spectra/Train_cif/6jf/Lithium_PDOS_6jf.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6642565909845148,19.307940167878144,16,0,185,0,0.0,72.0279122997342,ok,
6l9,train,/content/obelix_audit_filtered_spectra/Train_cif/6l9/Lithium_PDOS_6l9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.955326564121021,45.51309721271285,16,0,185,0,0.0,99.49405023809334,ok,
7e5,train,/content/obelix_audit_filtered_spectra/Train_cif/7e5/Lithium_PDOS_7e5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.072788642985571,25.348956652891584,28,0,173,0,0.0002802201269033,3.081872593789315,ok,
7ek,train,/content/obelix_audit_filtered_spectra/Train_cif/7ek/Lithium_PDOS_7ek.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.538998048074074,25.628328475194337,25,0,176,0,0.0138724883600045,46.08903239580405,ok,
7o7,train,/content/obelix_audit_filtered_spectra/Train_cif/7o7/Lithium_PDOS_7o7.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1346539600466543,24.354557917402648,17,0,184,0,0.0,143.84467881021024,ok,
7tu,train,/content/obelix_audit_filtered_spectra/Train_cif/7tu/Lithium_PDOS_7tu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6803298308262549,19.22643392857108,17,0,184,0,0.0,63.67569088999018,ok,
7w5,train,/content/obelix_audit_filtered_spectra/Train_cif/7w5/Lithium_PDOS_7w5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.174795007049765,25.0909455253853,16,0,185,0,0.0,163.0118517609151,ok,
824,train,/content/obelix_audit_filtered_spectra/Train_cif/824/Lithium_PDOS_824.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6824354602538878,19.29106348495809,17,0,184,0,0.0,60.07575992643436,ok,
883,train,/content/obelix_audit_filtered_spectra/Train_cif/883/Lithium_PDOS_883.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.480543909317131,62.16068543273654,17,0,184,0,0.0,11.888127122004272,ok,
8ub,train,/content/obelix_audit_filtered_spectra/Train_cif/8ub/Lithium_PDOS_8ub.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6654596157239143,19.164112049559627,16,0,185,0,0.0,62.05327593291947,ok,
95j,train,/content/obelix_audit_filtered_spectra/Train_cif/95j/Lithium_PDOS_95j.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.672134612554741,55.49198337167384,16,0,185,0,0.0,18.003224880939978,ok,
96f,train,/content/obelix_audit_filtered_spectra/Train_cif/96f/Lithium_PDOS_96f.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6526057797926224,19.027148237736483,16,0,185,0,0.0,65.18639345172963,ok,
97b,train,/content/obelix_audit_filtered_spectra/Train_cif/97b/Lithium_PDOS_97b.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.771358465104001,24.43695157218363,27,0,174,0,0.0029862201387225,11.578688438877569,ok,
97p,train,/content/obelix_audit_filtered_spectra/Train_cif/97p/Lithium_PDOS_97p.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6834254396782806,19.64052116972989,16,0,185,0,0.0,71.06359872602094,ok,
9ky,train,/content/obelix_audit_filtered_spectra/Train_cif/9ky/Lithium_PDOS_9ky.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.181859718849104,39.12661040381085,20,0,181,0,0.0078559519784171,18.95061479582044,ok,
9lo,train,/content/obelix_audit_filtered_spectra/Train_cif/9lo/Lithium_PDOS_9lo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9753851167259904,35.60419281693051,16,0,185,0,0.0,35.7771512397964,ok,
9ph,train,/content/obelix_audit_filtered_spectra/Train_cif/9ph/Lithium_PDOS_9ph.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-11.294343832763529,29.00330924676576,57,0,144,0,0.010721684169861,5.981030046600759,ok,
9rc,train,/content/obelix_audit_filtered_spectra/Train_cif/9rc/Lithium_PDOS_9rc.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6819692894289795,19.219183266880307,17,0,184,0,0.0,55.52931378899383,ok,
9s4,train,/content/obelix_audit_filtered_spectra/Train_cif/9s4/Lithium_PDOS_9s4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.542920414604019,39.94096192320587,21,0,180,0,0.0476873603894701,24.204960185986803,ok,
9wf,train,/content/obelix_audit_filtered_spectra/Train_cif/9wf/Lithium_PDOS_9wf.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.176263258620463,12.653426326117383,18,0,183,0,6.672777446830551e-06,35.26224389052465,ok,
9zk,train,/content/obelix_audit_filtered_spectra/Train_cif/9zk/Lithium_PDOS_9zk.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.9467456322949488,24.20018658473267,15,0,186,0,0.0,120.79828415519496,ok,
9zr,train,/content/obelix_audit_filtered_spectra/Train_cif/9zr/Lithium_PDOS_9zr.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6801397846592996,19.724331158377733,16,0,185,0,0.0,36.952171329586974,ok,
a8v,train,/content/obelix_audit_filtered_spectra/Train_cif/a8v/Lithium_PDOS_a8v.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6696916822283938,19.209615013129746,16,0,185,0,0.0,71.24357532041017,ok,
an2,train,/content/obelix_audit_filtered_spectra/Train_cif/an2/Lithium_PDOS_an2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.677886415650925,31.570150879240977,16,0,185,0,0.0,72.23755932130227,ok,
aui,train,/content/obelix_audit_filtered_spectra/Train_cif/aui/Lithium_PDOS_aui.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.0197620477861067,23.84732714268281,16,0,185,0,0.0,23.40937147066051,ok,
be9,train,/content/obelix_audit_filtered_spectra/Train_cif/be9/Lithium_PDOS_be9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.2267938320501963,12.005383887951629,19,0,182,0,0.0006307132125455,13.363495905944848,ok,
bi3,train,/content/obelix_audit_filtered_spectra/Train_cif/bi3/Lithium_PDOS_bi3.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.9912035528926644,23.065990172564145,16,0,185,0,0.0,141.4150504665713,ok,
bjw,train,/content/obelix_audit_filtered_spectra/Train_cif/bjw/Lithium_PDOS_bjw.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.1373855196630955,13.398736299515576,16,0,185,0,0.0,48.36370815875858,ok,
bnh,train,/content/obelix_audit_filtered_spectra/Train_cif/bnh/Lithium_PDOS_bnh.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.669641663390294,19.20961622969837,16,0,185,0,0.0,71.24895383506326,ok,
bq9,train,/content/obelix_audit_filtered_spectra/Train_cif/bq9/Lithium_PDOS_bq9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.932356552810783,21.98850117318867,17,0,184,0,0.0,72.63272497202944,ok,
bsa,train,/content/obelix_audit_filtered_spectra/Train_cif/bsa/Lithium_PDOS_bsa.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.9803364257281275,23.316212292536328,16,0,185,0,0.0,12.059337659097082,ok,
bv2,train,/content/obelix_audit_filtered_spectra/Train_cif/bv2/Lithium_PDOS_bv2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.0461057651463337,22.746571800023546,24,0,177,0,0.0022992903004469,12.476738596239835,ok,
c0g,train,/content/obelix_audit_filtered_spectra/Train_cif/c0g/Lithium_PDOS_c0g.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1026358485907903,24.07757005807781,17,0,184,0,0.0,130.96880961259902,ok,
c6e,train,/content/obelix_audit_filtered_spectra/Train_cif/c6e/Lithium_PDOS_c6e.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6425538597775398,19.023650861221352,16,0,185,0,0.0,75.96586690510347,ok,
cdk,train,/content/obelix_audit_filtered_spectra/Train_cif/cdk/Lithium_PDOS_cdk.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.93328100548438,36.48305257778412,15,0,186,0,0.0,11.901649458658891,ok,
cju,train,/content/obelix_audit_filtered_spectra/Train_cif/cju/Lithium_PDOS_cju.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.644700027444172,19.04334845799562,16,0,185,0,0.0,70.65072262394298,ok,
clt,train,/content/obelix_audit_filtered_spectra/Train_cif/clt/Lithium_PDOS_clt.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.1908895485876,47.536113284931496,17,0,184,0,0.0,18.122221320508334,ok,
d7f,train,/content/obelix_audit_filtered_spectra/Train_cif/d7f/Lithium_PDOS_d7f.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.797512692320606,22.0463071987103,16,0,185,0,0.0,35.40437633440068,ok,
d9l,train,/content/obelix_audit_filtered_spectra/Train_cif/d9l/Lithium_PDOS_d9l.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6441119920260123,19.06656707064924,16,0,185,0,0.0,71.21393322284945,ok,
dae,train,/content/obelix_audit_filtered_spectra/Train_cif/dae/Lithium_PDOS_dae.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.095388876885633,23.98373433682508,17,0,184,0,0.0,145.02735810506582,ok,
dc8,train,/content/obelix_audit_filtered_spectra/Train_cif/dc8/Lithium_PDOS_dc8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.127539973600534,36.677366173105376,21,0,180,0,0.0033504301878133,55.46405217532677,ok,
deu,train,/content/obelix_audit_filtered_spectra/Train_cif/deu/Lithium_PDOS_deu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.739975031442493,16.860290735467135,19,0,182,0,8.016401063469771e-05,27.11085130472466,ok,
dlj,train,/content/obelix_audit_filtered_spectra/Train_cif/dlj/Lithium_PDOS_dlj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6555124361837898,19.062210809115022,16,0,185,0,0.0,72.08609381631845,ok,
dth,train,/content/obelix_audit_filtered_spectra/Train_cif/dth/Lithium_PDOS_dth.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.128020729270535,26.613768529234147,15,0,186,0,0.0,24.17923530074327,ok,
dvn,train,/content/obelix_audit_filtered_spectra/Train_cif/dvn/Lithium_PDOS_dvn.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.2080525536263758,14.204875132995172,16,0,185,0,0.0,47.7040906606922,ok,
e6a,train,/content/obelix_audit_filtered_spectra/Train_cif/e6a/Lithium_PDOS_e6a.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.042039546122936,23.66041750107682,16,0,185,0,0.0,152.85470729862584,ok,
e81,train,/content/obelix_audit_filtered_spectra/Train_cif/e81/Lithium_PDOS_e81.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9712947957515885,29.55438078277207,19,0,182,0,0.0003010755965913,22.07999976424788,ok,
ek5,train,/content/obelix_audit_filtered_spectra/Train_cif/ek5/Lithium_PDOS_ek5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.464434638647002,28.895600689879405,22,0,179,0,0.0020478069549685,22.51880721902625,ok,
fft,train,/content/obelix_audit_filtered_spectra/Train_cif/fft/Lithium_PDOS_fft.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.930625024805299,23.30617830733919,41,0,160,0,0.1207547165701925,17.82627622748785,ok,
fj5,train,/content/obelix_audit_filtered_spectra/Train_cif/fj5/Lithium_PDOS_fj5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.9300586521724368,35.285106874199464,21,0,180,0,0.0023001221098577,39.14432354350589,ok,
fkj,train,/content/obelix_audit_filtered_spectra/Train_cif/fkj/Lithium_PDOS_fkj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6352960516380517,19.26364055162617,16,0,185,0,0.0,39.81661272653101,ok,
fwz,train,/content/obelix_audit_filtered_spectra/Train_cif/fwz/Lithium_PDOS_fwz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6629302748682346,20.22846072991109,16,0,185,0,0.0,11.872915557962768,ok,
gcj,train,/content/obelix_audit_filtered_spectra/Train_cif/gcj/Lithium_PDOS_gcj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.141149818929577,24.71204264279646,16,0,185,0,0.0,143.8660483569932,ok,
