ID,totalDOS_positive_area,totalDOS_centroid_THz,totalDOS_std_THz,totalDOS_median_THz,totalDOS_q05_THz,totalDOS_q95_THz,totalDOS_bandwidth90_THz,totalDOS_peak_THz,totalDOS_spectral_entropy,totalDOS_fraction_below_2THz,totalDOS_fraction_below_5THz,totalDOS_fraction_below_10THz,totalDOS_fraction_below_20THz,LiPDOS_positive_area,LiPDOS_centroid_THz,LiPDOS_std_THz,LiPDOS_median_THz,LiPDOS_q05_THz,LiPDOS_q95_THz,LiPDOS_bandwidth90_THz,LiPDOS_peak_THz,LiPDOS_spectral_entropy,LiPDOS_fraction_below_2THz,LiPDOS_fraction_below_5THz,LiPDOS_fraction_below_10THz,LiPDOS_fraction_below_20THz
1e9,84.87201357965618,6.70155023488944,3.2085561062943952,7.145554552659538,1.7612549745080326,11.58440228729009,9.823147312782057,9.800395923762254,0.5310324181262457,0.07050967160708135,0.3519568622607467,0.8230994129454767,0.9999999999999998,36.56690649503018,8.145905452759933,2.699294871677295,8.502302993434464,2.9099071667747323,11.997060453277195,9.087153286502463,7.502678766077236,0.503521995291396,0.020126925582739978,0.15835016991456793,0.7200763182830014,1.0000000000000004
1kq,154.84623948760213,7.304851133267043,4.449608861905684,6.7270786922616965,1.5764890518928598,16.23030095902146,14.653811907128599,2.2739619600453898,0.5878125063333014,0.09759146498522774,0.36934010107401916,0.7070680035428382,1.0000000000000004,70.07560884633939,8.345864935493056,3.204246009909655,8.657977329261957,2.857457680182499,13.515222015530881,10.657764335348382,10.920845406358984,0.5420167697012186,0.017842839866825302,0.1674731731606383,0.6351619233881388,0.9999999999999996
1m8,161.81914058350935,7.134854015089345,4.0934491752159685,6.614572994544611,1.336313206169823,13.317798244122445,11.981485037952622,16.859384097998724,0.572735525806025,0.10816462077787853,0.3669263674365696,0.7180286309690675,0.9999999999999998,76.8809530983776,8.20117297868589,3.259291454140573,9.005641795946358,2.598618599655272,12.95033806111297,10.351719461457698,9.551186662893905,0.5392221856889415,0.026980787831041197,0.21730218656218842,0.6551516931890056,1.0
1xf,338.302975368529,14.498690035081525,9.29278226687889,12.043221241701833,3.3735153703748963,32.58408097362495,29.210565603250053,29.92276626197991,0.7131298550089894,0.008058463753539571,0.12873547650898293,0.39533008184062185,0.795875500956326,27.3922563620559,9.44978278703189,4.133864703728675,10.205324302862104,2.601216538013378,15.697914272408221,13.096697734394844,10.412635055100475,0.5891989789687074,0.017144629240228148,0.17553456977528448,0.4779882127558242,0.9960645209865298
1xt,97.97448197801212,10.009921254093891,5.966621620915859,10.125208798370878,1.6141951948245605,21.48272300174233,19.86852780691777,4.004969770423546,0.6262512130929583,0.08479901708325138,0.2763980436362773,0.4902201649180837,0.9167095034068277,24.944751510185778,11.123045780886486,2.8726844094157995,11.829051681485254,5.804918291832808,14.231791574006152,8.426873282173343,13.805303865412352,0.49273575397647906,0.006124622011128354,0.03299539094046722,0.2964563050405713,0.9973593199906713
20k,547.8469038812624,10.118316202869499,5.179858760910572,9.897331995330278,2.6115713568267314,19.270976004692237,16.659404647865507,10.59397623543878,0.64695320569825,0.023205133280963366,0.20898957958103723,0.5054103728325271,0.9622768909636324,143.32695417521185,11.79618798561233,4.441158157690356,11.46972431467638,4.44731884445905,18.974626440332774,14.527307595873722,10.59397623543878,0.6248255391347531,0.005684192279283691,0.06762624632829994,0.36723867952198974,0.9736276764503061
240,310.0530494779715,8.061292143002648,3.210486815047974,8.180056481816006,2.7585820340455474,13.166348668660774,10.407766634615227,8.136545201470454,0.5484917427671966,0.01136574784687511,0.2066365603789946,0.6921961304573888,0.9999999999999991,190.5440609573622,9.149448373231513,3.0095961474476716,9.519339069216151,3.698654535695873,13.56496695612891,9.866312420433037,12.858835776949524,0.5341584916278161,0.003855016525408855,0.11908406329194482,0.5536726238375311,1.0
2t8,47.08360444379829,12.666809593158295,8.405117400305624,10.247508860839108,3.2470214039145535,29.666793453404495,26.419772049489943,13.468714098435637,0.6654839669859285,0.010726378218049979,0.14963740096657313,0.48561382584528884,0.8351652005401794,5.835735736004095,9.440214622811459,3.369771454306292,8.260472920045974,5.137388195549878,14.20182636615891,9.064438170609032,7.923369069780835,0.49772044412276234,0.0031118423560401688,0.045960281600164195,0.6527011398160654,0.9965809186645515
2wb,593.544582220246,10.147796240921888,5.0574302725104125,10.023220611911,2.6613911393453025,18.64416978480247,15.98277864545717,2.9929844343981244,0.640765990568858,0.017512495215556503,0.20551336857914573,0.49834679200554255,0.9805104410073087,167.8424674600792,12.121084946993152,4.524551388278821,12.01075973555173,4.274906452191522,19.195295801719364,14.920389349527841,21.0404416124828,0.6248329302553685,0.003727836624792933,0.07377848728496607,0.32991543713347965,0.9682327879792338
3nb,71.89986656936927,10.52864604342585,7.238559728913617,8.708539807241625,2.150763514090025,24.418521230735205,22.26775771664518,4.082018157889312,0.6376629757999523,0.04132266370181492,0.2689365976877193,0.5850847027017351,0.7954308941270596,6.151469974070388,8.811123135968037,2.672752519974044,8.72843206389948,4.324622938647954,12.424144662490038,8.099521723842084,7.128720496254669,0.4905790833440617,0.008961645926924767,0.06753044035903125,0.6775596781763525,0.9930064658006571
3rx,40.83065036265168,10.072612547424878,5.470498792136507,9.747105533347055,2.1767452882170706,21.198237388777816,19.021492100560746,12.25753717255721,0.6480283564754178,0.040404824112676055,0.20935800175327385,0.5193169514233557,0.9207432467856865,5.925441625025056,10.558261736043113,3.3564802627060226,11.157146690613187,4.543942225641251,14.338659302986429,9.794717077345178,14.34975499773915,0.5444149340175499,0.009036385609982264,0.06040900058839032,0.3986275330207102,0.9851594658757415
3uq,325.8868906700384,14.468275526349107,9.827037417064698,11.575422595481035,3.1368415475338516,32.35908186514137,29.22224031760752,16.476088873881228,0.6896938854290984,0.008133945244980345,0.1561493298397397,0.42281509623515195,0.7823308698968996,20.82269494848262,7.263966964753636,3.718614817091185,6.026880074745732,3.5835500456427787,14.33936067074017,10.755810625097391,4.38954865830687,0.5210980835536939,0.007372872002724003,0.39912352100878157,0.7893949335166307,0.996755958863664
3zo,153.24809029688103,6.895359043905994,4.084448207576588,6.399074443539186,1.502266232161803,13.442596744578747,11.940330512416944,10.976707578307842,0.5765745585155762,0.09892193302246,0.3994571343517945,0.7437765961785067,0.9999999999999997,72.31335194931123,8.094027198863584,3.3697573700434917,8.565800183484072,2.4598889712692764,13.029563668047059,10.569674696777783,10.976707578307842,0.5528162962208492,0.03199722447878675,0.22726017897283088,0.6495541375302274,1.0
419,528.5359696998117,9.91817267089696,5.148948811601348,9.902725144190129,2.382295435323124,18.66330582009947,16.281010384776348,11.018077270062086,0.6420182397910583,0.027152836722152716,0.22684619959922683,0.5051127104177949,0.9715009980067121,128.26553700561402,11.746093267348142,4.308102768407327,11.433007520767656,4.299065584487437,18.82954001361357,14.530474429126134,11.018077270062086,0.6169091750203535,0.00606271373223707,0.06869598277738688,0.3309679853992851,0.9776710424406393
472,350.6125151452458,13.299735509584467,7.8127486853569685,12.016730639336705,3.0067012678961214,29.901988954807997,26.895287686911875,3.0416263474589003,0.7143179002629925,0.006425558076590155,0.13204415695038774,0.3920505796548155,0.8113832376722444,84.26214633709772,11.147048511754587,3.99557373155577,11.097501808868667,4.699997510227793,17.098914277597736,12.398916767369943,13.24977012023574,0.6016107712908363,0.001773891088766365,0.06336801854991211,0.39067695245621936,0.9895949898362951
47i,78.86091624533526,13.94773241356875,8.849265946038205,11.999460080456707,3.077951451389814,32.693211109432696,29.61525965804288,28.365254622066185,0.691696153981052,0.009297632053902702,0.15288842246612358,0.3597925139032544,0.802535084212849,24.861856318766904,11.355808139782592,3.6124069320780694,11.468787419102943,4.8773763139310455,17.104219205224968,12.226842891293924,11.132364686683587,0.5706761905646145,0.003436723863226329,0.05299039082634173,0.3052849785236964,0.9916255965420554
4ba,110.29556412858665,14.028009999380508,9.766411408027299,10.976401556747568,2.9606684334143143,31.762493229021523,28.80182479560721,31.331308328540253,0.6683419351321916,0.010062987773881383,0.16197044641294175,0.4448441862931841,0.7930228450414164,6.150733888421336,6.5426699616089365,3.4828646900250915,5.086841779052024,2.6948272648538807,11.369988816840351,8.67516155198647,4.207042027311159,0.494489012826529,0.021415842395141174,0.4936855962640343,0.8567038270753001,0.996336377207191
4ea,321.31521845532586,13.753919862690752,10.165709343172395,10.755742037369346,2.3470031674671734,31.52092281223971,29.17391964477254,16.053523491249276,0.6704801113639285,0.02923679655628897,0.21750590423681793,0.46840556456914617,0.772528485203715,17.838254534219796,6.2676069661537825,3.7243368048165384,5.087830198706088,1.927158344702806,11.941521042021677,10.014362697318871,3.5296303073303754,0.5300111017146968,0.055205060335801394,0.4914525729576393,0.7878894897660469,0.9973691908951122
4kt,42.36857356405078,5.567343459215722,2.6703861386224244,4.939191437595293,1.9062384580429586,10.112151403967106,8.205912945924148,3.224650922014415,0.48762205014515114,0.05656158134899552,0.5085304934658601,0.9418308840640226,1.0000000000000004,12.115728364228449,7.49024956392217,2.4705932378242825,8.232799561035451,3.173221013325118,10.579206921256525,7.405985907931406,8.492196632535551,0.4569455702881561,0.010649932503651115,0.24026411375772716,0.8373917548568846,0.9999999999999996
5bz,72.1057289146122,14.630407714501079,11.309853688898103,11.162472692787079,4.1983897983318315,50.8158214475462,46.61743164921437,31.59596732554241,0.6438722821674852,0.006764346012198386,0.07994203678336805,0.380513723513045,0.8753156492964317,35.572508785877204,11.097179250462423,3.736069967147294,11.187306819398168,4.48126969546623,16.462948166310216,11.981678470843987,10.343434760173142,0.5767293198579659,0.004783793418321426,0.06968524152740294,0.33716954088859075,0.9985224377926736
5wz,158.61627218182747,7.470812467146913,4.500983442036036,6.991765195102298,1.4333464488527414,16.397166209494223,14.963819760641481,12.15850602245773,0.5836307049626114,0.10622359925208635,0.37007938317978806,0.7096941929796948,0.9999999999999998,72.235880754931,8.159208121998839,3.3944345909212097,8.93535105750316,2.5538906985439382,12.87251012878372,10.318619430239782,13.414597338539442,0.5470244462907365,0.026230200146896393,0.2355797786222139,0.6638565859053785,0.9999999999999998
5z0,236.19009631500217,12.523204377594901,4.979697761824637,11.958384473039809,5.027474199990178,21.507389816320604,16.479915616330427,10.411347552939436,0.6295445280367454,0.001772088024639528,0.048935603302323126,0.3383114710120905,0.8677998582596901,117.96999682124965,12.347842298231207,3.8129493369766774,12.23512835233159,6.2597522534887435,17.66829469209044,11.408542438601698,10.411347552939436,0.5848402603924373,0.000967959738372004,0.0242002119692911,0.2840654056707355,0.9661458557206054
5zv,182.74966318773693,13.601185119694492,8.590325781478723,12.071375178993856,3.053063948902546,30.168815666543466,27.11575171764092,26.942181753803663,0.6774538546036158,0.009410607041531327,0.17962886100404138,0.3868393798508696,0.818120960682964,46.662537224281834,11.420595686609987,3.2387483188654715,11.618972488745035,5.145544234308672,16.527261517517623,11.38171728320895,12.961368160102072,0.5374042594997729,0.0030090374661322626,0.04717683007956034,0.2807636559656857,0.9953680615067639
68u,518.9445544873977,9.891336079069625,5.170527226977958,9.719908894723728,2.4226292478779414,19.000070847856414,16.57744159997847,3.4882478663152714,0.6434404069768995,0.02392714310258161,0.22693835127768178,0.5147002399121182,0.9687718147952449,116.48618395403165,11.826735594985017,4.4527525476242555,11.32229933907015,4.2426256387712735,19.30745884995397,15.064833211182698,10.713558162313506,0.6215862429071789,0.004161488883184636,0.06882931269602653,0.350394695200106,0.9684294408651171
6du,167.95337259218897,11.34249206327582,5.520978658281055,10.943777478330126,3.161712116880512,21.011939608986573,17.85022749210606,11.678250120184776,0.6639899366916582,0.009232422785079906,0.14252860868451345,0.43057850631834826,0.927078815899202,30.272393646940852,10.588991167275157,3.7632221980103515,10.634058659325348,4.618390970802171,17.332998986023597,12.714608015221426,11.678250120184776,0.5856706989223298,0.0028603630089737413,0.07162471135088622,0.42852789489387794,0.9861633425552686
6jf,157.91463602519656,7.7007808253220205,4.393853866438054,7.245763765859244,1.7855644749077402,16.344652883079593,14.559088408171853,11.967671302276214,0.5912040550433709,0.0732006715215005,0.32587150471025134,0.6874235673817228,0.9999999999999993,72.0279122997342,8.546408151792548,3.144835384960167,8.843244509558742,3.01819444437634,13.264238954959819,10.246044510583479,11.967671302276214,0.5479745714637378,0.016835814786258542,0.1506616145638522,0.6286628829026618,0.9999999999999992
6l9,582.138228377399,18.048696184765397,11.410309666433035,15.18838769860431,3.7794278462044377,38.69071340975289,34.911285563548454,41.0609390727978,0.7536414985528203,0.002729568321049926,0.11021949552648874,0.31192128384040024,0.6116057437792558,99.49405023809334,9.45310986916037,3.4229146268650243,9.068332550640344,3.7603676846315994,13.462041018281303,9.701673333649703,7.917095142319107,0.5164525113397966,0.002048448263510744,0.07884958583110449,0.5722778222720103,0.9898203855798716
7e5,60.02935846062066,9.249615577779183,5.232078957714043,8.693261269922104,2.1047373029537213,19.616514795105296,17.511777492151573,8.43145310776222,0.6395659171970303,0.04281853644595805,0.2606641031918168,0.6117619193991319,0.955700014043773,3.081872593789315,8.946086342268108,2.5564869247020603,8.786386082457847,5.379483179323178,12.767422979506344,7.387939800183166,8.43145310776222,0.4991299548874775,0.0031568835384088692,0.03740689793678281,0.6566342779768422,0.9975928621481347
7ek,105.8816967132326,11.577754398601563,5.510229013002469,11.515448752072622,2.955972203471431,21.15553123675177,18.199559033280337,18.62817010960992,0.6599468083693002,0.021936690356046402,0.13398167951673498,0.4092198977573593,0.9024713221342934,46.089032395804054,11.892964264889676,3.9416365105657,12.42565850578402,4.918938753024402,17.249909554493005,12.330970801468602,12.940541437572575,0.5926070863087933,0.005135476704783551,0.053509239778831784,0.30247595483077694,0.9845757555737372
7o7,551.7815460540681,9.934794017764553,5.2055241481697365,9.764377391873277,2.3267816229759477,18.910214887280908,16.58343326430496,3.0307423560559594,0.6451959271700121,0.030272532738033032,0.22315969643263625,0.5152753223528753,0.9671646887477949,143.84467881021024,11.57488616698909,4.246623689246713,11.236945703480572,4.4647923103152385,18.52230485224598,14.057512541930741,10.315275622354518,0.6161986526067983,0.0061679078907073874,0.06214227089831154,0.3820664091094605,0.982952636050902
7tu,159.85341925057952,7.509011885693494,4.29865082250612,6.950454682916393,1.7180334894945593,16.278881592943673,14.560848103449114,6.995977129323636,0.5887798580982062,0.07037226070795942,0.32493727636802344,0.7342399958488347,0.9999999999999994,63.67569088999018,7.89996244996753,2.9869218269385063,7.913941278408995,2.8644141074814997,12.331748655785047,9.467334548303548,9.086653505263367,0.534871644649393,0.02189378743828672,0.18181917871315212,0.7223093284447112,1.0000000000000002
7w5,571.5462304257705,10.21101872127157,5.1306142767127865,10.083296275549671,2.6838694824581344,18.91111292369236,16.227243441234226,21.68272795883092,0.6441944089586491,0.019989889047243727,0.20949452696562262,0.49454423679496134,0.9738670700593334,163.0118517609151,12.092803152422961,4.6333645835652995,12.184560857906874,3.8782747050545465,19.33635193944306,15.458077234388512,15.956922447019556,0.6300068736068004,0.009911554999744913,0.08686390585895941,0.325850624216952,0.9699919725340772
824,149.0032438588857,7.697904996817981,4.070690047838695,7.578519534350374,1.755042738894415,15.367675786384947,13.612633047490531,11.006531401599364,0.5849581157891041,0.06897066396652342,0.29417055413658627,0.6849554114578962,1.0000000000000002,60.07575992643436,8.730845630510025,2.9611943727935293,9.09145542485287,2.9342005066170675,12.861484025623488,9.927283519006421,11.006531401599364,0.5317825561586281,0.0192069277059069,0.1146214260805083,0.6212250567789384,1.0000000000000002
883,74.98321177071129,23.293144753806622,18.130574931813882,21.133880885646644,2.999945463498629,55.51835773422128,52.518412270722656,54.0437379116901,0.7106573070480404,0.01385040829653957,0.1519327747614536,0.2973600621414234,0.4834677209212005,11.888127122004272,9.230965060731242,4.309864117754911,8.800849317090291,2.937571946299832,15.321457479148958,12.383885532849126,7.371289665673068,0.5487628425836797,0.015643606939460035,0.12307560111018558,0.6701724914102756,0.973083247059178
8ub,151.17859643698648,7.939815216034299,4.202503688957978,7.670935533693579,1.8976352749749408,16.013743957964067,14.116108682989125,11.24887481675188,0.586090679194797,0.05719214893139358,0.28318895669945704,0.6743343695426713,1.0000000000000004,62.05327593291947,8.749186272480353,2.9226587018222423,8.85351569888805,2.96904297947893,12.972538211839012,10.003495232360082,11.24887481675188,0.5266152789783991,0.015495934675500356,0.10692777989668767,0.6229619813450279,1.0000000000000007
95j,60.13154688630479,22.204863974321025,13.352752801717905,22.968254514994968,5.21464127270621,45.37788376607467,40.16324249336846,10.669715473423548,0.7569448750048677,0.0017958005276042935,0.042540333408218355,0.25745301856761776,0.49480831722789104,18.003224880939978,9.674830842585703,3.1438914862865035,9.587034038516665,5.11087843842826,12.393420882993313,7.282542444565053,10.669715473423548,0.4795815007531346,0.002286144021885723,0.046289053468687835,0.5594401697565083,0.9897253571211215
96f,146.4630702015665,7.376286159828441,4.524976654236641,6.7538429776585245,1.5057857950939786,16.237177446016958,14.73139165092298,15.925185135107116,0.5924523813980872,0.10778687066554472,0.3657886738394885,0.7011102075189898,0.9999999999999998,65.18639345172963,8.246682011855222,3.360740886727535,8.605439737276773,2.3441100602704728,13.202793790620204,10.858683730349732,10.651847860637195,0.5543844661159549,0.03613574318655101,0.19008527122331584,0.6372644993217108,1.0
97b,48.802793097387585,9.984609490766507,4.89540277053514,9.986490680116392,2.4747471977950384,18.1314233059404,15.656676108145364,13.294669107455016,0.6376187061093792,0.028681440150966835,0.19899305845078152,0.500826848712146,0.9813972923940127,11.578688438877567,10.80168752069358,3.8446137901751403,11.344229890425414,3.5168976413752517,17.269168184115813,13.752270542740561,13.294669107455016,0.5753985624706373,0.006845936825503664,0.10873200730798611,0.39165112532730306,0.9977743504675947
97p,154.57790636204044,7.5298264280019485,4.282852488425687,7.034776384752975,1.8046663300962984,16.62437817492513,14.819711844828833,8.125590000649478,0.5894675315029382,0.06570636438599918,0.34063992855830794,0.7184592994915554,0.9999999999999998,71.06359872602094,8.332635850726096,3.2999181696203617,8.35843530955255,2.4444716663600983,13.456811472222425,11.012339805862327,9.724885996355091,0.5586815669104273,0.03275644088221242,0.17946774280628477,0.6492556717139492,1.0000000000000002
9ky,324.75915109873074,13.126427917954821,9.544583210023356,10.7890251604848,2.343393070428848,31.516796267020673,29.173403196591824,16.173121238801073,0.681810301941136,0.03123723379682781,0.22193188523125315,0.4674756398503617,0.8085123428523744,18.95061479582044,6.466531933161711,3.906532615350838,5.292283559436398,1.748455712381671,12.349511018381039,10.601055305999367,3.180580202003087,0.5455356261032794,0.07479063911077193,0.47343766576446134,0.7384393331640244,0.9978088181791572
9lo,95.0670636343904,13.760514387784946,7.897999586844141,12.475949208151606,3.9403140796978002,29.82951663370007,25.88920255400227,26.923787781857797,0.6570069092131826,0.004214246189793861,0.11255591976496508,0.33403503300908877,0.8378891857709433,35.777151239796396,11.753773494093636,3.2655729890723686,11.795134612233271,5.323893029534419,17.08224338974258,11.75835036020816,10.913262939390348,0.5368113573276645,0.0019146328946006998,0.04266691136213876,0.25342155653038906,0.995390834884373
9ph,114.69287765213082,9.619329999427752,5.279159623494105,9.002519319538997,2.470351124426556,21.506034744772233,19.035683620345676,10.26490056478464,0.6376031490619977,0.019306060354424254,0.21701643494233075,0.572002288609755,0.9422529550545002,5.981030046600759,8.484109627763802,3.1846760968740706,8.023830980275298,4.165904584681813,13.653379365899813,9.487474781218001,10.26490056478464,0.5411391137674036,0.00248804603292074,0.13158163876702547,0.6522632950190507,0.9951704835728091
9rc,145.83168147245226,7.056478163573537,4.120474686660421,6.398216371484691,1.5510466739469129,15.788190882696423,14.237144208749509,10.858722244356594,0.581072181917355,0.08615138761812945,0.37907239321485325,0.7367012443781229,0.9999999999999998,55.52931378899383,8.08333628948239,3.13877714651059,8.351188938825883,2.715727651230912,12.866605884949374,10.150878233718462,10.858722244356594,0.541111525006621,0.023111324156446414,0.18471494803411834,0.6573122309429179,1.0000000000000004
9s4,327.2118369953055,14.093756445594797,9.571765354389733,11.170871403946055,2.904106244739568,31.433638541918427,28.52953229717886,28.15273310368625,0.6948874686217777,0.019267087816795068,0.1656819193321275,0.441811014628829,0.7778708003559426,24.204960185986803,7.239954463250187,4.191811156152561,6.5199771789085466,1.6611116891940094,13.927815570869239,12.26670388167523,4.576275464647008,0.5901078866091017,0.07865038971550234,0.3500787494531753,0.7513332639832305,0.9964463099137113
9wf,120.85622878407057,3.159768712851307,2.501985479392891,2.1346583947603626,0.6226925383116664,8.14334012663881,7.520647588327144,0.9673386270139028,0.4391775729267668,0.4775870852701181,0.761964017878119,0.992098489110299,0.9999999999999997,35.26224389052465,6.232553521133001,2.135573602096086,6.470885756002121,2.4385331901837146,9.105182988303506,6.666649798119791,6.844956700527489,0.4566947722716328,0.03763296934004919,0.22942241860433926,0.9734507040486938,0.9999999999999998
9zk,240.47863008559466,11.53049567191586,4.484800383323455,11.429815481061476,3.926038597578426,18.640338422745124,14.714299825166698,11.911128442729687,0.6223148438431553,0.003202546905459082,0.09968093380402916,0.39149328700470076,0.9696245902836499,120.79828415519495,12.175939727161236,3.6346519387542466,12.160906093309599,6.371441979173952,17.73037117779367,11.35892919861972,11.911128442729687,0.5827717432031879,0.0012424986382563587,0.023354703241230658,0.2958863173009636,0.9786013833640398
9zr,79.09473464722315,7.592523691948595,4.398031959931254,7.176254047977048,1.6804023738552554,16.245075917655633,14.564673543800378,11.590632200023665,0.5931936057453585,0.07958770765863452,0.3535985325113619,0.6924391649055954,1.0000000000000007,36.952171329586974,8.539855602369075,3.3707378227791853,8.985190133917738,2.858827100862694,13.755729208853758,10.896902107991064,11.590632200023665,0.5554550670380042,0.020602285864491986,0.19846790340094378,0.6207564271916675,1.0
a8v,154.19831403161487,7.299998975015271,4.140921468021006,6.8464271086320405,1.6098387767307976,16.202695928251636,14.592857151520839,9.500737399788209,0.5784538840115871,0.09096601644162043,0.3418420393619753,0.7416472974110244,1.0,71.24357532041017,8.286129360112959,3.0458634347715776,8.619559493532963,2.8648432564389306,12.537391386779776,9.672548130340845,9.500737399788209,0.5366791259957833,0.02248825199946882,0.1614516389731717,0.6846811715670101,1.0000000000000004
an2,155.22313963860256,11.151541860303979,6.7034807783952095,9.991575685251515,3.0987701014786873,25.387312819625887,22.2885427181472,6.397843467495429,0.6567296459061918,0.007646599106949674,0.2042255748240718,0.5004081386609555,0.8987546055711426,72.23755932130227,10.920377882813138,4.353465232480592,10.8273270038089,4.155289558338604,17.605246764699196,13.449957206360592,15.8160537235907,0.6072610594899233,0.0030906095714335765,0.08326143609267589,0.441736450638783,0.9945827979523503
