ID,paired_000.00_001.00THz,paired_001.00_002.00THz,paired_002.00_003.00THz,paired_003.00_004.00THz,paired_004.00_005.00THz,paired_005.00_006.00THz,paired_006.00_007.00THz,paired_007.00_008.00THz,paired_008.00_009.00THz,paired_009.00_010.00THz,paired_010.00_011.00THz,paired_011.00_012.00THz,paired_012.00_013.00THz,paired_013.00_014.00THz,paired_014.00_015.00THz,paired_015.00_016.00THz,paired_016.00_017.00THz,paired_017.00_018.00THz,paired_018.00_019.00THz,paired_019.00_020.00THz,paired_020.00_021.00THz,paired_021.00_022.00THz,paired_022.00_023.00THz,paired_023.00_024.00THz,paired_024.00_025.00THz,paired_025.00_026.00THz,paired_026.00_027.00THz,paired_027.00_028.00THz,paired_028.00_029.00THz,paired_029.00_030.00THz,paired_030.00_031.00THz,paired_031.00_032.00THz,paired_032.00_033.00THz,paired_033.00_034.00THz,paired_034.00_035.00THz,paired_035.00_036.00THz,paired_036.00_037.00THz,paired_037.00_038.00THz,paired_038.00_039.00THz,paired_039.00_040.00THz,paired_040.00_041.00THz,paired_041.00_042.00THz,paired_042.00_043.00THz,paired_043.00_044.00THz,paired_044.00_045.00THz,paired_045.00_046.00THz,paired_046.00_047.00THz,paired_047.00_048.00THz,paired_048.00_049.00THz,paired_049.00_050.00THz,paired_050.00_051.00THz,paired_051.00_052.00THz,paired_052.00_053.00THz,paired_053.00_054.00THz,paired_054.00_055.00THz,paired_055.00_056.00THz,paired_056.00_057.00THz,paired_057.00_058.00THz,paired_058.00_059.00THz,paired_059.00_060.00THz,paired_060.00_061.00THz,paired_061.00_062.00THz,paired_062.00_063.00THz,paired_063.00_064.00THz,paired_064.00_065.00THz,paired_065.00_066.00THz,paired_066.00_067.00THz,paired_067.00_068.00THz,paired_068.00_069.00THz,paired_069.00_070.00THz,paired_070.00_071.00THz,paired_071.00_072.00THz,paired_072.00_073.00THz,paired_073.00_074.00THz,paired_074.00_075.00THz,paired_075.00_076.00THz,paired_076.00_077.00THz,paired_077.00_078.00THz,paired_078.00_079.00THz,paired_079.00_080.00THz,paired_080.00_081.00THz,paired_081.00_082.00THz,paired_082.00_083.00THz,paired_083.00_084.00THz,paired_084.00_085.00THz,paired_085.00_086.00THz,paired_086.00_087.00THz,paired_087.00_088.00THz,paired_088.00_089.00THz,paired_089.00_090.00THz,paired_090.00_091.00THz,paired_091.00_092.00THz,paired_092.00_093.00THz,paired_093.00_094.00THz,paired_094.00_095.00THz,paired_095.00_096.00THz,paired_096.00_097.00THz,paired_097.00_098.00THz,paired_098.00_099.00THz,paired_099.00_100.00THz
1e9,0.009036597933732609,0.09961275028367773,0.17892121845198605,0.10812001515387887,0.10282630779507605,0.10243778261787312,0.05845017791863926,0.03463662781848531,0.09218445483134574,0.11486183575609113,0.05888361967875036,0.029686425155524023,0.010342186604939723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1kq,0.013453979959080164,0.15006165496042542,0.20555430347835715,0.10907218971126997,0.058071190404235765,0.06034205089475477,0.04931499338444997,0.053873677037688125,0.040009804521375925,0.026755292381750145,0.024071691936750017,0.03149400069155389,0.021578048299797526,0.004253974330497263,0.022601016917183223,0.014195458511078353,0.079020278553499,0.03627639402625331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1m8,0.03530595803226262,0.14634139928534823,0.13253220841138538,0.087628437595959,0.10054919884893557,0.11422794933047724,0.06547359717999159,0.027369717915731315,0.016535937776762117,0.048976659592798115,0.05612199382002336,0.0517670076286732,0.03294315227226901,0.015262081364526657,0.0,0.0,0.060406755856718695,0.008557945088137887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xf,0.000533786739386253,0.006724155966970458,0.02436456706779623,0.0464204719777904,0.04656934080352274,0.048101174517802874,0.04681403088116968,0.05756659824465423,0.06665745623092986,0.04429604636532325,0.04676323832432954,0.04245928741732383,0.04317644991866687,0.05143177739738252,0.02060671806941725,0.02907976470237272,0.06278134942594168,0.029214787311536823,0.027919158266964034,0.0367580306062718,0.001703704170918128,0.0,0.0,0.0,0.0,0.004132157603826887,0.02106592261388902,0.019217477295438504,0.017909804272845976,0.04417012282206201,0.03463571882719526,0.015343160232765836,0.01688508327842094,0.013788060377347143,0.013076624888527922,0.008490896482333567,0.007076967343198531,0.004101623933889191,0.0001644856217879824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xt,0.021128218370579564,0.09054359726630862,0.0904037274099981,0.07912779127876936,0.07833370831174634,0.05931878080545234,0.02467165848115398,0.04870080299495764,0.03764463569239827,0.026531130038412763,0.05842271743391697,0.019704106436100325,0.019152890646847456,0.06322286493293762,0.06628790700525326,0.001266794538425109,0.024146341112868626,0.022740490266528836,0.052063190490893044,0.005750606979748016,0.0025519133958286882,0.10181273774862075,0.00647338836225422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20k,0.0017735108499178402,0.02763953160803208,0.0700990533145341,0.08879296224444967,0.07077148514128509,0.05963725683679572,0.0580702681823294,0.06249772829017019,0.06655454082618473,0.04853015740580029,0.05941219977011344,0.06831079370389061,0.053799077428418635,0.04953709489863115,0.04393686188071948,0.03511934935680648,0.031072377097805918,0.027293838813665813,0.018365849279432873,0.01704121539732495,0.023485170652629696,0.015296833753588071,0.0029628432674738366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0022142270027347357,0.021126563595883226,0.10985732448303581,0.09439367541763964,0.11863768710238581,0.12241421558376181,0.1382706532074869,0.09625031658449769,0.16547036098120077,0.04442174481677648,0.027647012382037775,0.022421515860150745,0.02312121559911821,0.010798585885332931,0.002954901497957323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t8,0.002019252348499052,0.009784428053520948,0.02982001445908785,0.06092292844213662,0.06175898451732757,0.07551864293863887,0.07253629549047955,0.05688265769068524,0.04567061748533816,0.047060542800847746,0.06051630558804695,0.05098814033614727,0.034683148660018,0.046370327557291764,0.019981308566792602,0.014639833016570167,0.04557555818533067,0.03514648406259106,0.04220384714967351,0.0002488372025670217,0.0,0.0,0.0,0.0,0.0,0.0,0.0030769087298820204,0.05363560334351118,0.0578064242490304,0.028125252539085686,0.014977259036925821,0.016377878523483717,0.012149981839911853,0.0015225371865787327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2wb,0.0015626476700493243,0.021384753858509666,0.07603127902043426,0.08897852442692356,0.06949555211068927,0.05689408987433514,0.060798152603351634,0.06897582056912242,0.06060003906581155,0.06003371707419075,0.05693844125900265,0.061782785706395456,0.05664821148276785,0.0550780057967117,0.04807943437934631,0.03616737300982303,0.03214219326748967,0.026816339490840647,0.0313697983505376,0.015574018053590905,0.0057142718197620915,0.00893455111031443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3nb,0.008087445402561873,0.036262939726406845,0.07694692069688622,0.08599251888376033,0.08049048618720907,0.05492411000113065,0.059096687537221054,0.05780279066610222,0.054098999058918656,0.0627297755272563,0.06193002672573619,0.0717063084517075,0.04142579162550414,0.0,0.0,0.0,0.0,0.0,0.010695252699189334,0.014755520234654275,0.038638641431144975,0.039688575884516554,0.034804737328359474,0.05023261558894988,0.025451898464507548,0.01797690520727773,0.016261052670999105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3rx,0.0070526173899941435,0.0386772529819107,0.06322332138138342,0.04222658564070025,0.08346352255482074,0.0530834120638516,0.058021772806419875,0.06821555382482425,0.06345245078302549,0.06238846735054258,0.060345428191880914,0.0674877541598889,0.06727240210464548,0.04507290765087206,0.023606999927210045,0.05287628314324711,0.034378782944730915,0.006675944833538686,0.0052109381191111775,0.007075674507056795,0.02237248735122517,0.014858879609432156,0.03146925177936337,0.018385542334851793,0.003105766565472322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
