ID,LiPDOS_000.00_002.00THz,LiPDOS_002.00_004.00THz,LiPDOS_004.00_006.00THz,LiPDOS_006.00_008.00THz,LiPDOS_008.00_010.00THz,LiPDOS_010.00_012.00THz,LiPDOS_012.00_014.00THz,LiPDOS_014.00_016.00THz,LiPDOS_016.00_018.00THz,LiPDOS_018.00_020.00THz,LiPDOS_020.00_022.00THz,LiPDOS_022.00_024.00THz,LiPDOS_024.00_026.00THz,LiPDOS_026.00_028.00THz,LiPDOS_028.00_030.00THz,LiPDOS_030.00_032.00THz,LiPDOS_032.00_034.00THz,LiPDOS_034.00_036.00THz,LiPDOS_036.00_038.00THz,LiPDOS_038.00_040.00THz,LiPDOS_040.00_042.00THz,LiPDOS_042.00_044.00THz,LiPDOS_044.00_046.00THz,LiPDOS_046.00_048.00THz,LiPDOS_048.00_050.00THz,LiPDOS_050.00_052.00THz,LiPDOS_052.00_054.00THz,LiPDOS_054.00_056.00THz,LiPDOS_056.00_058.00THz,LiPDOS_058.00_060.00THz,LiPDOS_060.00_062.00THz,LiPDOS_062.00_064.00THz,LiPDOS_064.00_066.00THz,LiPDOS_066.00_068.00THz,LiPDOS_068.00_070.00THz,LiPDOS_070.00_072.00THz,LiPDOS_072.00_074.00THz,LiPDOS_074.00_076.00THz,LiPDOS_076.00_078.00THz,LiPDOS_078.00_080.00THz,LiPDOS_080.00_082.00THz,LiPDOS_082.00_084.00THz,LiPDOS_084.00_086.00THz,LiPDOS_086.00_088.00THz,LiPDOS_088.00_090.00THz,LiPDOS_090.00_092.00THz,LiPDOS_092.00_094.00THz,LiPDOS_094.00_096.00THz,LiPDOS_096.00_098.00THz,LiPDOS_098.00_100.00THz
1e9,0.7359794058164836,3.0788181023346843,3.9025251212281784,7.59573934358577,11.01790142697499,8.422709254177438,1.8132338409126518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1kq,1.2503478672155204,6.061669898991371,12.53667328622809,9.76866909596012,14.891998349040701,17.736070706863828,7.234310859886811,0.24101175753720838,0.3548570246157112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1m8,2.0743086837955556,9.26343590874151,10.852234609207263,9.43667875419938,18.7420286404429,19.341364813842233,7.006131351850655,0.0,0.16477033629810478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xf,0.4696300793807291,2.659403724889089,3.6000211659985815,3.0764744553261165,3.287646236253938,6.85442462838912,4.826834775286766,1.3725244239439007,0.8724639498061748,0.26503127273701566,0.0031925288053393786,0.0,0.0022275861500240524,0.023259518673135915,0.025160337523249865,0.021235814163031108,0.015174476648837754,0.012447195135237621,0.005064869290773544,3.932365483905187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xt,0.15277717416141107,0.2818433875241891,0.890116415982506,2.4725026560394583,3.5977892291573217,5.672939045531231,10.202164519763098,1.3073843742668956,0.10351852025125297,0.19784508085779606,0.05010555590899912,0.015765550741615897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20k,0.8146979663359866,4.587866313303175,10.132367401517367,12.992063312727508,24.108206397329496,24.9503694074456,17.392314798896237,18.92671915260972,17.943961648241853,7.6985229679040685,3.2937550872190684,0.4861097216817143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.7345505038091436,11.89380848406859,20.711640212190282,29.84706150162672,42.31196948522647,46.594635516124015,34.26810852336726,4.182286730949727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t8,0.01815988964195479,0.13518736642199,0.34078213341133884,2.0816517950036983,1.2332101820762356,0.30700994821642924,1.303803065139678,0.28923037612168834,0.06668236184225673,0.040065762995243226,0.0,0.0,0.0,0.003952265160863888,0.0088824034568189,0.004630290953724803,0.0024878955621732146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2wb,0.6256892973932994,6.382007063018627,11.52959962285199,13.968818002110957,22.867707036278986,28.42791008855709,20.06575814666006,25.962139588026332,22.692800684474065,9.988150680814925,5.331887249892901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3nb,0.055127295837727894,0.18321202470991454,0.45390840475723393,1.6892683073724544,1.7864719832652973,1.4774410063979193,0.4572362412455542,0.0,0.0,0.005784194844395074,0.015568449828228026,0.0154651742618368,0.008237942208067395,0.0037489493417570685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3rx,0.05354457543316633,0.15629095426947037,0.4101053598688624,0.7537160163685568,0.9883872711019102,1.2455686195715874,1.6529241840356095,0.5678295076214823,0.003211910531386586,0.005926507585538587,0.07427809385668205,0.01308916052925202,0.0005694642515488013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3uq,0.15352306460693005,2.0334744110674405,8.188097341916388,3.2861851650472413,2.7760499118565214,2.0174741313924756,1.0574804642651543,0.864004171487764,0.3144691065491756,0.0643875013112769,0.002694519362883341,0.0,0.0,0.005009349547570707,0.01269584659621259,0.021078865427156757,0.008531585997776148,0.01431544223036596,0.00322406982029122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3zo,2.313826555135623,8.861866611173248,10.757726587839116,10.799419702358737,14.238597500847916,16.436599989090332,8.65735950523257,0.011037851553211908,0.23691764608047094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.7776372325766983,4.9122247360589295,8.469757235345678,9.82909684291284,18.463070332011377,27.877668495944576,17.389297831525255,16.422131722102833,15.145280201425152,6.115336643583717,2.86403573212705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.14947187050770505,2.263231474810976,6.911181454084305,10.577733295784498,13.017660443209838,14.45327360120109,15.577718375687283,11.837211985687944,7.252973931449148,1.3449414156218467,0.4238524645995767,0.2823979517401085,0.02730230847612347,0.02461156206838666,0.04054137189592666,0.03842471023200744,0.03961812004101262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47i,0.08544333489481051,0.6980527767994256,1.6184162490086744,1.4686544371508568,3.7193844744802123,6.796192631089634,5.443357187743656,2.7620852940423894,1.7847680727161084,0.2772986453143318,0.1353469449402489,0.0,0.00861579082882713,0.0088149922188272,0.02879140438653849,0.007688917666843764,0.01454681141427372,0.004398354071248889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ba,0.13172314756888517,1.2985224828831068,2.009493352916163,0.5984982230917533,1.2311200550723926,0.6427149961819048,0.1025667112910238,0.07119191562182703,0.03291015874541614,0.009458876182740994,1.3372858188809289e-05,0.0,0.0,0.0,0.007513728304960665,0.008080304778319558,0.0015352650970905657,0.004976206375290282,0.00041509145227269784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ea,0.9847619178469866,5.462627340102873,3.813240148911806,1.8570025931841556,1.936941263237486,2.9156612742230426,0.4888146146156771,0.24306463729628902,0.045854827999619374,0.04335687435792934,0.0,0.0,0.0,0.0013158991190529434,0.011564661260486275,0.01770755360679388,0.0081895735308386,0.008151354926745569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4kt,0.1290316893116043,1.4126694407934761,1.8236610297702944,2.132454779513989,4.647794096901229,1.9701173279378512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bz,0.17017153340306046,1.051768437709892,2.637004163114992,3.2814120697607945,4.853610251600839,9.449233860802606,5.945928416686076,5.339454274738593,2.092610381645578,0.6987548018129743,0.0,0.0,0.0,0.0,0.0,0.04038395508962367,0.004263672179362743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004939958996338589,0.002973008336503824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5wz,1.8947616099891815,8.848030430761773,11.227704336789325,10.588940894177995,15.394827906118259,13.20174153542176,10.592521139027582,0.051813143160387654,0.4355397594847261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5z0,0.11419020725884295,1.1987784608899046,3.5138029423768833,9.720770293719912,18.96365309975812,22.752708593628846,19.39478973281146,20.303032241952394,17.822093439953576,0.192404515873406,2.921065084016064,0.83967489212354,0.23303331688671847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5zv,0.1404093227726554,1.0551453852648898,1.7857694693577744,1.796041651572959,8.323778718755989,12.578170648049134,14.381704659164509,3.683299243898837,2.172246987311631,0.5298331357722432,0.0,0.0,0.0,0.1010824251188609,0.042353759691330595,0.0554442640901982,0.017257553460822805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68u,0.4847559595693033,4.663341026242091,6.677269823246197,9.809128184589888,19.18164592794892,24.83802749519168,14.224804998273427,11.068566150109845,15.289620517260786,6.571489912681898,2.8367399495468533,0.8407940093707253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6du,0.08659003498080131,0.7536264977653554,2.864702661952687,3.653586062443207,5.614059865780316,8.014117460695791,4.734283061828922,1.7359073844349062,1.8125920599487166,0.5840598161853663,0.27151200031165956,0.08957825902019323,0.050072619375779226,0.007705862217136428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jf,1.2126485909191984,4.819676852184399,10.381013320319365,14.546139969661176,14.321796262726856,15.870231748606592,9.85661991934812,0.5973463720335275,0.42243926393490483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6l9,0.20380841443987305,5.351509486525881,5.052381925131725,18.006900446665142,28.32363812651542,28.427548443859486,10.162286866515544,2.0760108226949257,0.5795373444973535,0.29761729272730975,0.30965634292694233,0.04461119778898137,0.04818388983811417,0.13363197221308099,0.0628814353318603,0.06393416378489292,0.13780138433727984,0.011552510282712092,0.05220252915025014,0.04751463443236048,0.10084100843417332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e5,0.009729112858806933,0.052230295379423725,0.26237762290184685,0.750914511765715,0.9484116425336722,0.8237210178171188,0.14752902489537023,0.04088981714632256,0.02574352573146932,0.012907530584433058,0.006437620977694625,0.0009808711974410578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ek,0.23668915221466613,1.1670418469990693,2.7527151231699616,4.37266116603209,5.411716792731655,6.726431044533664,10.670119259234067,8.812205901000254,4.865518268908538,0.3630453399372655,0.5296809730215912,0.18120752802123263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7o7,0.8872207294697655,4.9538921808940755,7.754777124712835,14.397180754687922,26.965149112756126,26.332265857161346,17.841764522062405,19.30141853340531,15.255509749528755,7.7033276537129325,2.271840620703898,0.18033197111481059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7tu,1.394102041331495,5.355706225515194,11.089397726598769,14.496227137947923,13.658112393608441,12.772396517508213,4.117369650085408,0.3797940570292724,0.4125851403654721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7w5,1.6157009343385749,7.181108063989393,10.410455813620722,12.915094038818431,20.99515480028831,26.50561166258153,20.411902402688895,27.545447009978048,22.12472192520481,8.414990984493926,3.353291900952911,1.538372223959584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,1.1538707777844437,3.7203148081621196,5.717065011780777,12.853193084124632,13.876123689485084,15.124073586745872,7.187555898042085,0.23868151348880673,0.20488155682054554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,0.1859731879429691,0.8821941302754004,0.48774463373782373,2.9124884396210664,3.498695379978413,2.348898905833816,0.3476069504807473,0.8576194838951654,0.046916229566797085,0.0,0.05926815691379694,0.10496030379263033,0.08192094245122306,0.05334736726298317,3.154718631215303e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8626823141308932e-05,0.0012854159112798413,0.003318744003451002,0.011356663962763136,0.004472012364489686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ub,0.9615735102573185,4.021932744727685,4.452914441344605,14.834978100351613,14.385432927440025,16.817481558549396,5.7627638897316515,0.439783916552976,0.3764148439642412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95j,0.04115796493622524,0.33153698637725976,0.9515140866503209,2.6115450540962213,6.135973091497628,6.063871519147664,1.3562239309538988,0.053291861613679714,0.1661062325140783,0.10702744683320375,6.896354279462003e-05,0.02242390087744539,0.037587134800965316,0.03439351434845861,0.024865828453403793,0.03240681497292286,0.00038093680001338726,0.0,0.005865654351616456,0.010125167657861311,0.006399490145014397,0.0038794571671481037,0.002565261342446945,0.0005228300521054052,0.0034045720384092704,8.71797691921472e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
