ID,paired_000.00_000.50THz,paired_000.50_001.00THz,paired_001.00_001.50THz,paired_001.50_002.00THz,paired_002.00_002.50THz,paired_002.50_003.00THz,paired_003.00_003.50THz,paired_003.50_004.00THz,paired_004.00_004.50THz,paired_004.50_005.00THz,paired_005.00_005.50THz,paired_005.50_006.00THz,paired_006.00_006.50THz,paired_006.50_007.00THz,paired_007.00_007.50THz,paired_007.50_008.00THz,paired_008.00_008.50THz,paired_008.50_009.00THz,paired_009.00_009.50THz,paired_009.50_010.00THz,paired_010.00_010.50THz,paired_010.50_011.00THz,paired_011.00_011.50THz,paired_011.50_012.00THz,paired_012.00_012.50THz,paired_012.50_013.00THz,paired_013.00_013.50THz,paired_013.50_014.00THz,paired_014.00_014.50THz,paired_014.50_015.00THz,paired_015.00_015.50THz,paired_015.50_016.00THz,paired_016.00_016.50THz,paired_016.50_017.00THz,paired_017.00_017.50THz,paired_017.50_018.00THz,paired_018.00_018.50THz,paired_018.50_019.00THz,paired_019.00_019.50THz,paired_019.50_020.00THz,paired_020.00_020.50THz,paired_020.50_021.00THz,paired_021.00_021.50THz,paired_021.50_022.00THz,paired_022.00_022.50THz,paired_022.50_023.00THz,paired_023.00_023.50THz,paired_023.50_024.00THz,paired_024.00_024.50THz,paired_024.50_025.00THz,paired_025.00_025.50THz,paired_025.50_026.00THz,paired_026.00_026.50THz,paired_026.50_027.00THz,paired_027.00_027.50THz,paired_027.50_028.00THz,paired_028.00_028.50THz,paired_028.50_029.00THz,paired_029.00_029.50THz,paired_029.50_030.00THz,paired_030.00_030.50THz,paired_030.50_031.00THz,paired_031.00_031.50THz,paired_031.50_032.00THz,paired_032.00_032.50THz,paired_032.50_033.00THz,paired_033.00_033.50THz,paired_033.50_034.00THz,paired_034.00_034.50THz,paired_034.50_035.00THz,paired_035.00_035.50THz,paired_035.50_036.00THz,paired_036.00_036.50THz,paired_036.50_037.00THz,paired_037.00_037.50THz,paired_037.50_038.00THz,paired_038.00_038.50THz,paired_038.50_039.00THz,paired_039.00_039.50THz,paired_039.50_040.00THz,paired_040.00_040.50THz,paired_040.50_041.00THz,paired_041.00_041.50THz,paired_041.50_042.00THz,paired_042.00_042.50THz,paired_042.50_043.00THz,paired_043.00_043.50THz,paired_043.50_044.00THz,paired_044.00_044.50THz,paired_044.50_045.00THz,paired_045.00_045.50THz,paired_045.50_046.00THz,paired_046.00_046.50THz,paired_046.50_047.00THz,paired_047.00_047.50THz,paired_047.50_048.00THz,paired_048.00_048.50THz,paired_048.50_049.00THz,paired_049.00_049.50THz,paired_049.50_050.00THz,paired_050.00_050.50THz,paired_050.50_051.00THz,paired_051.00_051.50THz,paired_051.50_052.00THz,paired_052.00_052.50THz,paired_052.50_053.00THz,paired_053.00_053.50THz,paired_053.50_054.00THz,paired_054.00_054.50THz,paired_054.50_055.00THz,paired_055.00_055.50THz,paired_055.50_056.00THz,paired_056.00_056.50THz,paired_056.50_057.00THz,paired_057.00_057.50THz,paired_057.50_058.00THz,paired_058.00_058.50THz,paired_058.50_059.00THz,paired_059.00_059.50THz,paired_059.50_060.00THz,paired_060.00_060.50THz,paired_060.50_061.00THz,paired_061.00_061.50THz,paired_061.50_062.00THz,paired_062.00_062.50THz,paired_062.50_063.00THz,paired_063.00_063.50THz,paired_063.50_064.00THz,paired_064.00_064.50THz,paired_064.50_065.00THz,paired_065.00_065.50THz,paired_065.50_066.00THz,paired_066.00_066.50THz,paired_066.50_067.00THz,paired_067.00_067.50THz,paired_067.50_068.00THz,paired_068.00_068.50THz,paired_068.50_069.00THz,paired_069.00_069.50THz,paired_069.50_070.00THz,paired_070.00_070.50THz,paired_070.50_071.00THz,paired_071.00_071.50THz,paired_071.50_072.00THz,paired_072.00_072.50THz,paired_072.50_073.00THz,paired_073.00_073.50THz,paired_073.50_074.00THz,paired_074.00_074.50THz,paired_074.50_075.00THz,paired_075.00_075.50THz,paired_075.50_076.00THz,paired_076.00_076.50THz,paired_076.50_077.00THz,paired_077.00_077.50THz,paired_077.50_078.00THz,paired_078.00_078.50THz,paired_078.50_079.00THz,paired_079.00_079.50THz,paired_079.50_080.00THz,paired_080.00_080.50THz,paired_080.50_081.00THz,paired_081.00_081.50THz,paired_081.50_082.00THz,paired_082.00_082.50THz,paired_082.50_083.00THz,paired_083.00_083.50THz,paired_083.50_084.00THz,paired_084.00_084.50THz,paired_084.50_085.00THz,paired_085.00_085.50THz,paired_085.50_086.00THz,paired_086.00_086.50THz,paired_086.50_087.00THz,paired_087.00_087.50THz,paired_087.50_088.00THz,paired_088.00_088.50THz,paired_088.50_089.00THz,paired_089.00_089.50THz,paired_089.50_090.00THz,paired_090.00_090.50THz,paired_090.50_091.00THz,paired_091.00_091.50THz,paired_091.50_092.00THz,paired_092.00_092.50THz,paired_092.50_093.00THz,paired_093.00_093.50THz,paired_093.50_094.00THz,paired_094.00_094.50THz,paired_094.50_095.00THz,paired_095.00_095.50THz,paired_095.50_096.00THz,paired_096.00_096.50THz,paired_096.50_097.00THz,paired_097.00_097.50THz,paired_097.50_098.00THz,paired_098.00_098.50THz,paired_098.50_099.00THz,paired_099.00_099.50THz,paired_099.50_100.00THz
8ub,0.0012801858709936913,0.01093397473089544,0.03142605098030288,0.042582819638831086,0.05776727675696034,0.0757990383521615,0.06404325864496344,0.05141122583052411,0.02798070868999065,0.04268580971657383,0.03304588068912259,0.035253566757100493,0.04532142465900315,0.049940046601721244,0.031817657681560356,0.03155774905874253,0.03306876167838628,0.016655268377715124,0.011742222224690848,0.01578933619464564,0.018197153395904997,0.025364675793102802,0.03673643562084419,0.02132245865869241,0.013728188566467864,0.00867962498590604,0.008334560494986473,0.0011763691577971738,0.0,0.007294867232958227,0.031403459018412044,0.03570683528884821,0.03707784592603024,0.03537716226065003,0.009498100464514337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95j,2.3618573307643943e-05,0.0001622536159476164,0.0004739709182916004,0.0009264127770182372,0.0016068115219589633,0.0026055016071551023,0.003950210610160635,0.006178537873609058,0.00982612332795979,0.015184904963750778,0.017011288358298488,0.014224963268084827,0.01721781134294933,0.010046912703004252,0.004167635394019498,0.004863659344800405,0.005035554325174268,0.005310491220805389,0.004966290466041748,0.0046181047481770494,0.006257749576447889,0.0075069589840811675,0.00414151051530863,0.0037674265692029117,0.003359050090269547,0.0004337039935757916,0.0,0.0,0.0,0.0001659661118983686,0.002871265238388764,0.008381025310614625,0.009071483641950737,0.009682878233152304,0.024968516333395314,0.0216471450413564,0.022827989412504975,0.018961615966565263,0.009946540829811928,0.0009173206997647838,0.00011316741707415716,0.0,0.0,0.0,0.00016819837539049968,0.007841049810310708,0.01738075021639646,0.020682696286711537,0.01923024003018687,0.019312917026816808,0.0257721200172121,0.02372492655350943,0.022050133555557926,0.02373077196214425,0.024476534580717954,0.0158982017203975,0.01809327078210057,0.01826428106131121,0.016574639544425746,0.021683535954621573,0.02399519234260963,0.024597192848471772,0.04136998972164873,0.04718343032227183,0.0021082157526987667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007403020442256749,0.016180549800694183,0.01448216259591935,0.012619903888425,0.01477037123936819,0.01293673199217876,0.00923147017516138,0.009274083534535212,0.01392981422890853,0.01803391528533547,0.010957226802618915,0.014755136903963004,0.01660432375355106,0.011682209120620103,0.00926000828935368,0.00981293771570616,0.012578098109450379,0.012261318999459744,0.008117825047481127,0.0021988146106312403,0.0,0.0,0.0,0.0076923215702307726,0.022333806469086868,0.01064910441258413,0.004170384562483903,0.0005038010586059018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96f,0.001568934817011468,0.019070111746897336,0.053930311121983696,0.09068391999678091,0.10101633072265749,0.0935108764728883,0.04959040066930417,0.019888128263174914,0.04605666199880209,0.031392528598374624,0.031917130913985486,0.03370177459614726,0.027109122408951723,0.03618285173003423,0.030183076262315065,0.02282152550607266,0.016165162884547078,0.017257888722274167,0.008770858912210314,0.02149883196485439,0.017112716444755413,0.015632424634419034,0.012187920185187393,0.011848760939852534,0.011062605051536814,0.015176986390953294,0.006182374374955217,0.0023448175054767996,0.0,0.006820958554817801,0.0,0.034733148073817395,0.05785203312318759,0.018072169621487312,0.03865665679028602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97b,0.001315718143134191,0.005849405646828784,0.013885608852364778,0.014422717477206911,0.028128780901947464,0.031551307307249296,0.03194134133937496,0.033985512318364976,0.031419003749458316,0.03456967955758575,0.03096679473998451,0.04170567534351924,0.03540391000030352,0.01885604270479301,0.02664931256234462,0.029553990822961815,0.026795814602463355,0.0332825525567897,0.03368441062808145,0.030818761505861443,0.04107962561019507,0.026382134438425037,0.027986577538513586,0.02077253185402126,0.018563376047847312,0.028970352493776882,0.03431359372130221,0.03142971564142416,0.03635505264694503,0.028698120489875783,0.02397218913786798,0.0030279898441907694,0.030358959780053523,0.0157482344958195,0.0138220329439363,0.015278252625002937,0.02215902525388139,0.011517337932215323,0.005244032739952357,0.0058376749884613815,0.006610713701438675,0.004720929601127082,0.003660516833446694,0.005758136390153888,0.0029465524895078976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97p,0.0008057609143648394,0.01323704947957576,0.027212911165457886,0.05248823552426549,0.0724678699529352,0.07506525355380572,0.0681407376949306,0.06490058391242895,0.05488355279846375,0.04858184577132086,0.036540213757177434,0.03686574595702842,0.03765988833539179,0.03881774519602479,0.036867754363118586,0.036041239310160435,0.03503981511495558,0.020385430432843413,0.0063713027272399156,0.014972786395549933,0.009595519801792565,0.010291079771300591,0.010275416869265442,0.010721670726874365,0.032817080902986163,0.012133072606284146,0.005872416279758481,0.0034949752274716257,0.0015880253730594744,0.0,0.0,0.005996652836040841,0.02378202605087603,0.03677288827919594,0.025887951533842005,0.03342550138421299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ky,0.0003268117796248681,0.0027376000193294874,0.00773927351248087,0.01773459240938149,0.026463355016426743,0.030723191178193148,0.03364123972244112,0.02836588251655117,0.02880104773448105,0.029813357912086037,0.029542595580384187,0.029060030011919907,0.03229561512078924,0.027010416922069718,0.01615983754923427,0.024649440839416736,0.018189266758913206,0.028413022377851743,0.020973043284878517,0.018044700964738956,0.01712124939000508,0.02283486298192918,0.02766695935787123,0.03274476601263958,0.01952636855950476,0.02349606551519668,0.02012248696221724,0.009178669971484291,0.0,0.005027915131583245,0.03833211456083249,0.03687470940331757,0.03515163436780908,0.003294420479427308,0.0,0.0009925252757588172,0.01319116420913032,0.027674841970239977,0.012866775500437725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00991761440809994,0.014596317774332084,0.03158429121027078,0.025643946989760847,0.019444936573576717,0.014828535849387066,0.01073986776504418,0.01265258116777324,0.010307632477832637,0.01172375872853527,0.0013014868167064509,0.0024895707409947555,0.004433732566114263,0.007082726424663832,0.009270941486583053,0.011127022618751712,0.005821119059022639,0.00025206648197358215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9lo,7.094880058518343e-05,0.000578820527428002,0.0015940520603763184,0.0033580742232421574,0.0063109697462496025,0.011118840462526314,0.01926391992999147,0.029805993919892568,0.041810557466109684,0.04081667766321399,0.046655332439240305,0.050367392948478064,0.039764622012220745,0.03137973383072489,0.02263183998166105,0.008735448340067377,0.0032114611313773913,0.006279885901965427,0.00990898081298537,0.009015852567442651,0.010503449707149391,0.01597879283071141,0.015498970076196137,0.017059791464988927,0.01593676204001972,0.01800979075993775,0.020107596789190173,0.026035749129801482,0.03128599595672764,0.013789831732537384,0.011431007348956461,0.0027232090272882414,0.0003609474081139245,0.032260149506656816,0.039385057329255485,0.04383288451913442,0.03985911840110619,0.0054051824657258265,0.000704701006256031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054916826890616444,0.014623177505047925,0.0,0.00018309147754162273,0.03540459261935294,0.04831306397486278,0.034220993957604154,0.02045418742701748,0.019557881059107416,0.02173878468118676,0.005871401657423742,0.001848346264780893,1.9260219925874633e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ph,0.0003016638468364684,0.0013553867022483045,0.00472658436911809,0.013847706821798346,0.034699714898189196,0.039878950080152145,0.036879273225005886,0.02612236546544581,0.029688616784236822,0.03421656276386268,0.03540011287145437,0.03363418699820909,0.028035296747775305,0.035822425699008245,0.03611437339847165,0.03339579329251952,0.03712763705258862,0.0349938368673494,0.03806644872089602,0.033279609824893495,0.03536950871365114,0.02932090093934024,0.025657362498464623,0.025923679684438646,0.026796363301062675,0.025307219650257364,0.024080702170740452,0.03238344967343379,0.029696557831191444,0.02896632019134993,0.029334037930570985,0.012500216703144764,0.015559061496615144,0.009727148205170656,0.01193843133131785,0.006703458704240315,0.0003952893771699078,0.00048208635209777753,0.0006361298908832361,0.0009771055506281074,0.001542904833486171,0.002392281015949811,0.004123348454127248,0.007674436802677792,0.009876260576902655,0.011301639201936147,0.007346839385104001,0.007694883102027876,0.0039713007036736685,0.0026500677878798008,0.0018419737066068293,0.00024248780380020627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9rc,0.0017454001139026335,0.01895594845415963,0.046470082256263534,0.05774495880917297,0.06973047184308354,0.07135463382652182,0.06001330284326151,0.05727852236415033,0.0580491356795012,0.05724546953556554,0.04517170848558176,0.029691283078989505,0.042984372229351156,0.0409823591237205,0.03204100708880156,0.016140705541143857,0.017306856906666012,0.018573956799023746,0.017796973179322377,0.026242499895635492,0.017923539086879187,0.027976463864110006,0.02894081265742367,0.017406496056840776,0.012299013873776642,0.006744282901118833,0.005388327227544928,0.0,0.0,0.005868460715397203,0.006642156880139212,0.024524940655032357,0.015975698837762058,0.0,0.041677897660415276,0.003112261529741031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9s4,0.0002585769014246058,0.0016030124186001467,0.004206709522563709,0.008455099744093256,0.01201953415109762,0.019484289151177194,0.024489233054565466,0.026845908220756567,0.026336765434135895,0.027252702827784348,0.02842779842918014,0.02672024521692706,0.02358070464404359,0.028829948966533795,0.026109515884356022,0.028721347956840747,0.030835376493531998,0.02316106714456395,0.027808449208092285,0.02193930453819974,0.02401608764602154,0.02727860825587264,0.020771436211619837,0.01707143478046809,0.02556273850752992,0.02780215653167056,0.02011621410556752,0.009159686609232833,0.004059551077602877,0.0006538827521395167,0.011234609567388162,0.02732575308136493,0.03500260753605649,0.030414993637545854,0.011451154082781254,0.0001078492429263842,0.005920817736945423,0.018674510283146643,0.014534828748717012,0.012165922281068529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005138383950186834,0.024109011541459197,0.02448416347195314,0.029158988869031906,0.015002618041094568,0.013709262910887064,0.029687117348993618,0.029604492702235797,0.010468047988239172,0.005358059196736249,0.006442011373131137,0.006177621784905745,0.004542349913175184,0.00465689324219372,0.008580168325124732,0.010388036091797111,0.008928184651267216,0.00046340043520015845,0.0007316173905939088,0.0019591381876592207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
