ID,paired_000.00_002.00THz,paired_002.00_004.00THz,paired_004.00_006.00THz,paired_006.00_008.00THz,paired_008.00_010.00THz,paired_010.00_012.00THz,paired_012.00_014.00THz,paired_014.00_016.00THz,paired_016.00_018.00THz,paired_018.00_020.00THz,paired_020.00_022.00THz,paired_022.00_024.00THz,paired_024.00_026.00THz,paired_026.00_028.00THz,paired_028.00_030.00THz,paired_030.00_032.00THz,paired_032.00_034.00THz,paired_034.00_036.00THz,paired_036.00_038.00THz,paired_038.00_040.00THz,paired_040.00_042.00THz,paired_042.00_044.00THz,paired_044.00_046.00THz,paired_046.00_048.00THz,paired_048.00_050.00THz,paired_050.00_052.00THz,paired_052.00_054.00THz,paired_054.00_056.00THz,paired_056.00_058.00THz,paired_058.00_060.00THz,paired_060.00_062.00THz,paired_062.00_064.00THz,paired_064.00_066.00THz,paired_066.00_068.00THz,paired_068.00_070.00THz,paired_070.00_072.00THz,paired_072.00_074.00THz,paired_074.00_076.00THz,paired_076.00_078.00THz,paired_078.00_080.00THz,paired_080.00_082.00THz,paired_082.00_084.00THz,paired_084.00_086.00THz,paired_086.00_088.00THz,paired_088.00_090.00THz,paired_090.00_092.00THz,paired_092.00_094.00THz,paired_094.00_096.00THz,paired_096.00_098.00THz,paired_098.00_100.00THz
1e9,0.10864934821741032,0.2870412336058649,0.20526409041294913,0.09308680573712456,0.20704629058743684,0.08857004483427437,0.010342186604939721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1kq,0.16351563491950558,0.31462649318962715,0.11841324129899054,0.1031886704221381,0.06676509690312607,0.05556569262830391,0.02583202263029479,0.03679647542826158,0.1152966725797523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1m8,0.18164735731761086,0.2201606460073444,0.2147771481794128,0.0928433150957229,0.06551259736956024,0.10788900144869655,0.048205233636795665,0.0,0.06896470094485659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xf,0.007257942706356709,0.07078503904558663,0.0946705153213256,0.1043806291258239,0.1109535025962531,0.08922252574165336,0.09460822731604937,0.049686482771789955,0.09199613673747849,0.06467718887323583,0.0017037041709181276,0.0,0.004132157603826887,0.040283399909327514,0.06207992709490798,0.04997887905996109,0.03067314365576808,0.021567521370861487,0.01117859127708772,0.00016448562178798237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xt,0.11167181563688819,0.16953151868876745,0.13765248911719868,0.07337246147611162,0.06417576573081105,0.07812682387001729,0.08237575557978508,0.06755470154367837,0.04688683137939746,0.057813797470641054,0.10436465114444944,0.00647338836225422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20k,0.02941304245794992,0.15889201555898375,0.1304087419780808,0.12056799647249958,0.115084698231985,0.127722993474004,0.10333617232704977,0.07905621123752594,0.058366215911471724,0.03540706467675782,0.03878200440621776,0.002962843267473836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.02334079059861796,0.20425099990067552,0.24105190268614765,0.23452096979198464,0.2098921057979773,0.05006852824218853,0.033919801484451145,0.0029549014979573236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t8,0.01180368040202,0.09074294290122448,0.13727762745596644,0.12941895318116478,0.0927311602861859,0.11150444592419424,0.08105347621730977,0.03462114158336277,0.08072204224792173,0.04245268435224054,0.0,0.0,0.0,0.05671251207339321,0.08593167678811608,0.031355137560409536,0.013672519026490587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2wb,0.022947401528558987,0.16500980344735786,0.1263896419850244,0.12977397317247405,0.12063375614000231,0.11872122696539811,0.11172621727947955,0.08424680738916933,0.058958532758330316,0.04694381640412851,0.014648822930076522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3nb,0.044350385128968724,0.16293943958064652,0.1354145961883397,0.11689947820332328,0.11682877458617497,0.1336363351774437,0.04142579162550414,0.0,0.0,0.025450772933843607,0.07832721731566153,0.08503735291730936,0.04342880367178528,0.016261052670999105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3rx,0.045729870371904846,0.10544990702208366,0.13654693461867234,0.12623732663124412,0.12584091813356807,0.12783318235176983,0.11234530975551756,0.07648328307045715,0.0410547277782696,0.012286612626167972,0.037231366960657326,0.04985479411421516,0.003105766565472322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3uq,0.008185893642003712,0.08254363307559294,0.09701047530083302,0.12849324608051277,0.08156029453198482,0.09627850738483809,0.08723677593787166,0.07011679799434904,0.06493894303585977,0.05133034012399073,0.0013303401959097426,0.0,0.0,0.01594538203462451,0.0664859387385647,0.0888722089576339,0.019128316699958,0.031006401021318467,0.009536505244154366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3zo,0.15871764129102256,0.29872739868582965,0.16735047442442874,0.14354297516556155,0.05962373509299816,0.06103034076958422,0.03821676397703969,0.003090619938857647,0.06970005065467776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.03391110745578614,0.18134503674921815,0.10908687993604597,0.1266521895896936,0.10992168517243761,0.11657364066303014,0.10721455738736829,0.08999426150428592,0.06487888416356215,0.029945581959460215,0.030476175419111726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.007897151475140262,0.10651918646947033,0.08745199639414261,0.10042727704123279,0.09018952662193745,0.0867127356622198,0.09813295085174742,0.07194662753747001,0.04599777979060018,0.05972924124450351,0.04790519502186825,0.04555385233194229,0.012963658867375218,0.04801079655864946,0.029832527317087548,0.03441393914604741,0.026315557668565408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47i,0.011996068980994212,0.12013480541514916,0.12418496981578753,0.06046526080060448,0.06810737379713572,0.07896974660641112,0.06550218003647708,0.06538676415273573,0.09724113969268086,0.023487089891398232,0.045371140893878927,0.0,0.020101464812236066,0.01569024081765541,0.05423904761395049,0.040300635448057245,0.08543245529084068,0.023389615934007273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ba,0.009392494697189297,0.09150303633414006,0.09180710610495497,0.13687550715885338,0.09094184804631812,0.10505775836861612,0.09402800531917208,0.07756155051393207,0.04094535926886965,0.042902598734180786,0.0001353570315031936,0.0,0.0,0.0,0.07178467053195867,0.10420721685314838,0.008793684166772555,0.029023689336640537,0.005040117533750229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ea,0.027710392399856433,0.1154509665208335,0.12583133793158327,0.0942325952366602,0.08640113516573934,0.09184374062790651,0.05889198834806628,0.0781477404278666,0.02868258833819309,0.05211995347332953,0.0,0.0,0.0,0.017262795470771957,0.08280834276632763,0.10134083165536988,0.013142829653564083,0.026132761983931774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4kt,0.07494838306929456,0.37663643376729417,0.27316143480840793,0.1281580555259097,0.13075259727937893,0.016343095549714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bz,0.008692816163428383,0.04468500771128605,0.08056095124179291,0.13662777227231054,0.15215154003717826,0.10793460049703504,0.02178833011435922,0.019104143343805925,0.015725236448245604,0.16807842262413622,0.0,0.0,0.0,0.0,0.0,0.12216083261526976,0.006994283883763074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08195349575247227,0.033542567294916746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5wz,0.17311833709122143,0.21934749780724846,0.15073970114403018,0.13875101256380348,0.06606949103460844,0.05436537250955554,0.039974358709287,0.019365518561450783,0.13826871057879472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5z0,0.002574515122747918,0.029255817735054694,0.09363679925730208,0.13650687256014554,0.13046877043224225,0.13594406691042524,0.10153749836017487,0.06471051445310236,0.07111215769078362,0.00391490593281526,0.17036930850473667,0.04953023163656808,0.010438541403901441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5zv,0.011605623480383192,0.11992084378194062,0.1608864412786724,0.06535541720326073,0.06544306490000848,0.054587082755563135,0.05737705836215047,0.05645920334436567,0.13061009983599656,0.035100358881473406,0.0,0.0,0.0,0.06152519541167976,0.10587681022426941,0.06254718486850153,0.012705615671734834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68u,0.029648046932513456,0.17487463908371795,0.11687751050973945,0.13958279213139835,0.10127329010822385,0.12047312394365249,0.10595587523894344,0.08610999431172016,0.06025716906342716,0.03381846901948855,0.02934061682988118,0.0017884728272942415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6du,0.010633469635283038,0.08762562275879526,0.11545846054611145,0.10160948699061192,0.11570234142296561,0.13883145117587942,0.10562884007854305,0.07037831175767219,0.0878147163441723,0.08040499569627889,0.04535090889845048,0.020346704828799706,0.014537353921758594,0.005677335944678171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jf,0.12047040986535003,0.26730862760662505,0.15395463598537804,0.13027080958729484,0.06469805604240068,0.06227503918083527,0.04657631723552221,0.026180972193078918,0.12826513230351497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6l9,0.002869976920785314,0.060988986815639544,0.09894969340294404,0.046128782346254,0.049312987670261474,0.06284780702306995,0.05586818800374779,0.04489550168204872,0.03850915772918675,0.07326810156675903,0.07637188945010359,0.029973669711702972,0.024499631426114592,0.08604256495678175,0.03387665724697309,0.018842494539105983,0.039834533154768,0.0019351797222450198,0.06246980718506923,0.03927859129678567,0.053235798149653527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e5,0.04496493780608119,0.15005123995187863,0.1203810828605172,0.12610627435967736,0.16782999113873992,0.1185714520397606,0.07265931667918704,0.06089319813970389,0.06720335226798543,0.024772020066924003,0.030726553853008806,0.015840580836535854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ek,0.034887303764925194,0.10640050535011308,0.1079653344771469,0.13033211749819223,0.11191437950435028,0.10828951037806592,0.07244969688271953,0.04555362452642747,0.027225590331399305,0.0941659994229631,0.12937442364700735,0.03144151421668954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7o7,0.03877218623204163,0.18706628395592978,0.09533385908795512,0.13189943693872938,0.1091750237322526,0.11194572149239594,0.1107005041107887,0.08446936878975182,0.055887619479649396,0.036347617101772874,0.0366940339013576,0.001708345177375228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7tu,0.10246805181632228,0.24570957171370608,0.14477477122573357,0.17829565900400718,0.07089079250574505,0.05907349959813708,0.03317176925820373,0.05922966991057383,0.10638621496757128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7w5,0.024011308006199012,0.16090046883576492,0.12254888431731059,0.13200359687325033,0.12239146979643571,0.11842255641762095,0.11332394487815131,0.08446013785304733,0.05842287325394022,0.03892805667248925,0.023395809048393054,0.0011908940473974317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,0.1025890026446543,0.24049125157244644,0.1792793086670147,0.12097505311428833,0.08467440856551224,0.10540246709614892,0.06662769874727485,0.04927936180465607,0.05068144778800408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,0.013512540877219438,0.08483521601284745,0.0712683167930631,0.03667676964807754,0.020823370553453718,0.04486872648755321,0.02412513880863998,0.08568818505546777,0.009418029366212206,0.0,0.06562446591652295,0.10039252209723237,0.11659916593605797,0.06026814564800001,3.851786456731466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006751781335991028,0.030317185793812738,0.0708515357204192,0.1325965226782158,0.031420466609038036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ub,0.08622303122102307,0.2490207995846093,0.13896596585278753,0.15863687800102722,0.07725558847543787,0.10162072346854437,0.03191874320515754,0.07440516154021846,0.08195310865119458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95j,0.001586255884565098,0.014341061612883762,0.05624727991809388,0.03629601878477349,0.019930440760198453,0.0216736456450406,0.003792754083845339,0.011418256660901757,0.06537002324985476,0.05265346690864695,0.00011316741707415716,0.04607269468880921,0.0880402036277252,0.08615564181881763,0.0746157273424591,0.13714580523500197,0.0021082157526987667,0.0,0.023583570242950932,0.0548091697158913,0.05046928322394059,0.05399889658075308,0.04391236311396996,0.010316639658112367,0.04067523245190177,0.0046741856210898046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96f,0.16525327768267342,0.26400573612802486,0.14306809610730944,0.11629657590737368,0.06369274248388594,0.05678182220421438,0.03476678332292212,0.04155410662863519,0.11458085953496093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
