ID,paired_000.00_001.00THz,paired_001.00_002.00THz,paired_002.00_003.00THz,paired_003.00_004.00THz,paired_004.00_005.00THz,paired_005.00_006.00THz,paired_006.00_007.00THz,paired_007.00_008.00THz,paired_008.00_009.00THz,paired_009.00_010.00THz,paired_010.00_011.00THz,paired_011.00_012.00THz,paired_012.00_013.00THz,paired_013.00_014.00THz,paired_014.00_015.00THz,paired_015.00_016.00THz,paired_016.00_017.00THz,paired_017.00_018.00THz,paired_018.00_019.00THz,paired_019.00_020.00THz,paired_020.00_021.00THz,paired_021.00_022.00THz,paired_022.00_023.00THz,paired_023.00_024.00THz,paired_024.00_025.00THz,paired_025.00_026.00THz,paired_026.00_027.00THz,paired_027.00_028.00THz,paired_028.00_029.00THz,paired_029.00_030.00THz,paired_030.00_031.00THz,paired_031.00_032.00THz,paired_032.00_033.00THz,paired_033.00_034.00THz,paired_034.00_035.00THz,paired_035.00_036.00THz,paired_036.00_037.00THz,paired_037.00_038.00THz,paired_038.00_039.00THz,paired_039.00_040.00THz,paired_040.00_041.00THz,paired_041.00_042.00THz,paired_042.00_043.00THz,paired_043.00_044.00THz,paired_044.00_045.00THz,paired_045.00_046.00THz,paired_046.00_047.00THz,paired_047.00_048.00THz,paired_048.00_049.00THz,paired_049.00_050.00THz,paired_050.00_051.00THz,paired_051.00_052.00THz,paired_052.00_053.00THz,paired_053.00_054.00THz,paired_054.00_055.00THz,paired_055.00_056.00THz,paired_056.00_057.00THz,paired_057.00_058.00THz,paired_058.00_059.00THz,paired_059.00_060.00THz,paired_060.00_061.00THz,paired_061.00_062.00THz,paired_062.00_063.00THz,paired_063.00_064.00THz,paired_064.00_065.00THz,paired_065.00_066.00THz,paired_066.00_067.00THz,paired_067.00_068.00THz,paired_068.00_069.00THz,paired_069.00_070.00THz,paired_070.00_071.00THz,paired_071.00_072.00THz,paired_072.00_073.00THz,paired_073.00_074.00THz,paired_074.00_075.00THz,paired_075.00_076.00THz,paired_076.00_077.00THz,paired_077.00_078.00THz,paired_078.00_079.00THz,paired_079.00_080.00THz,paired_080.00_081.00THz,paired_081.00_082.00THz,paired_082.00_083.00THz,paired_083.00_084.00THz,paired_084.00_085.00THz,paired_085.00_086.00THz,paired_086.00_087.00THz,paired_087.00_088.00THz,paired_088.00_089.00THz,paired_089.00_090.00THz,paired_090.00_091.00THz,paired_091.00_092.00THz,paired_092.00_093.00THz,paired_093.00_094.00THz,paired_094.00_095.00THz,paired_095.00_096.00THz,paired_096.00_097.00THz,paired_097.00_098.00THz,paired_098.00_099.00THz,paired_099.00_100.00THz
1e9,0.08936702019582227,0.1259124383787149,0.1274371152668232,0.2580576084682092,0.2845582807425818,0.28027440885337535,0.40953871686993293,0.771135440549344,0.5777626814985488,0.4702244842144385,0.6310877412470446,0.7126767872565402,0.7839945743103529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1kq,0.1071594138381657,0.08048582881779529,0.13090211243234667,0.2709987340190126,0.47330740287265904,0.6133066601585284,0.569388017253804,0.48149583479573776,0.7143323024694291,0.7386718449042616,0.8193163572107395,0.7606189523270543,0.6961464008192528,0.8940670302053914,0.09688365905735155,0.02863926318996358,0.03185016146504974,0.04190062496655749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1m8,0.13973502555579062,0.11323266187168189,0.24010408055663057,0.4339730328967403,0.3859808607354627,0.3610969258781463,0.4449113731775614,0.6817187771763413,0.8278998984630405,0.7423423711222972,0.690192731403564,0.6648272770720306,0.5614761915455931,0.725341368068316,0.0,0.0,0.027155029826362413,0.028797061985037373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xf,0.028383396071830113,0.18188269232168688,0.1506958762920704,0.0835221750032672,0.10392606519750808,0.1138169065683811,0.11644334079006223,0.06078197201393682,0.060823834080317295,0.12377636552393964,0.19352134546158864,0.20315627205347409,0.1605180071896052,0.123831755424199,0.14241901973758794,0.03299927726977844,0.03159670091001014,0.025281460287620933,0.014730566682698893,0.01169631190051752,0.00599094432598299,0.0,0.0,0.0,0.0,0.001730890398854801,0.0015801905624146283,0.0021532884338140656,0.0016832784160942349,0.0011471199771152145,0.0013525844189219978,0.0013922166422427273,0.00115187834455436,0.0021230159285445167,0.002269436051748669,0.0012104853407745898,0.0016766879031151942,0.0010727240640261944,0.0007683452718278853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xt,0.03514551663110936,0.014394617040015635,0.01707389126533899,0.028113890138691512,0.063583719929581,0.1037867762785859,0.2811833513785704,0.3320052746061482,0.4286712903901184,0.4420472979921076,0.4441475648778798,0.6113738409258365,0.7304977585250532,0.5813246353634024,0.21130806287883672,0.10084871051255317,0.022747042150678774,0.03625379032235087,0.044214646550120924,0.04968533560740317,0.003022189110032554,0.00661874357077896,0.032272374822620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20k,0.050589377460348715,0.06493739353975836,0.05070350234713512,0.07881909603206785,0.13032457623449345,0.19495848163302704,0.20318939372238412,0.21688768387390187,0.294583897203957,0.39589409072149345,0.3578942843334337,0.29485502270551495,0.29267756494107083,0.2950556900260317,0.3305090347246636,0.4167872165366803,0.43881419306062186,0.4236423166162762,0.3744677636565702,0.320470566782826,0.16104782653473038,0.19196600138687278,0.28855424902689214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.21537538361037434,0.20770950485136055,0.2277231380923795,0.4155989137190932,0.4151040871158034,0.42127088644710814,0.4435796156135643,0.5917584433647034,0.5365736809946933,0.7852797104533356,0.8837256570776363,0.8891003934243276,0.8882218459523196,0.9051186776943438,0.9221379770380677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t8,0.03507921782360773,0.03613864624720805,0.03229709981976175,0.03610775880500107,0.043145091705366956,0.06762169014733772,0.18151472682786193,0.3767188686431933,0.34286043607953504,0.11423110907716592,0.0706205739844073,0.05284161106683469,0.22268593609016163,0.3185167070567878,0.2492697613234375,0.025136719021323417,0.0174127591920415,0.022499115701075868,0.022321214899174248,0.030365485239112974,0.0,0.0,0.0,0.0,0.0,0.0,0.00034594569443917127,0.0017634840865447463,0.0027852323109670988,0.0019123404887342907,0.0029645497317860744,0.00411796618000426,0.004544458295710923,0.003174431915083582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2wb,0.05044948317224039,0.0608988413830959,0.07065513898898276,0.09381117995828286,0.15376106706018353,0.20261141289086462,0.20326289628748306,0.20054585399252547,0.24708209508296336,0.36042126979101646,0.3762313142067153,0.34426242253570055,0.3114684170343956,0.28085283653186666,0.3471342281959853,0.49479689691929635,0.4974536010097219,0.44487254510475016,0.3183523761769237,0.36135508887652074,0.5108262195968853,0.4232898218510169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3nb,0.02365845091986992,0.017408973271891604,0.012943259045862847,0.020252447616212414,0.032376288381914885,0.07120258483862198,0.12525592533234087,0.22964090553752184,0.20407702121772764,0.17493357819880948,0.14644409596611982,0.14177774640278443,0.143743593389626,0.0,0.0,0.0,0.0,0.0,0.005492741922841622,0.001955028280970488,0.0032803602664736656,0.0027544580422781523,0.0032938550940339244,0.0023870938568212323,0.00302892878890288,0.0026612529304355747,0.0034942627036484426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3rx,0.028372839511624982,0.03319693403706299,0.019032297349155212,0.07148478334286158,0.04838087527694439,0.12387987665565083,0.13594041261515136,0.1544960897290712,0.16298183447108258,0.20371591942933748,0.1973039835373032,0.2360372982509077,0.2496823823840682,0.3564819146520458,0.39280694533989857,0.01848553649534302,0.0023250080581375373,0.0017794768135575502,0.008550151694892726,0.017339026624178553,0.04697655407057677,0.06454302668911242,0.007627177180670114,0.007188708140921458,0.005225550371121078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
