split,ID,family,intended_formula_OBELiX,expected_formula_counts_json,spectrum_file,production_structure_file,production_structure_selection,production_structure_score,source_structure_file,source_structure_selection,source_structure_score,source_structure_role,eigen_file,eigen_selection,eigen_score,audit_status,production_parser,production_formula,production_reduced_formula,production_n_sites,production_volume_A3,production_volume_per_site_A3,production_density_g_cm3,production_min_distance_A,geometry_status,production_is_ordered,production_partial_or_mixed_sites,production_mixed_species_sites,production_underoccupied_sites,production_overoccupied_sites,composition_status,scale_all,framework_scale_raw,framework_scale_formula_units,framework_scale_nearest_integer,framework_scale_integer_deviation,framework_scale_anchor_elements,max_relative_stoich_error,framework_max_relative_stoich_error,max_absolute_count_error_atoms,framework_max_absolute_count_error_atoms,n_elements_outside_pass_tolerance,n_elements_outside_warn_tolerance,composition_total_variation_error,expected_Li_at_framework_scale,actual_Li,Li_count_error,Li_absolute_count_error,Li_relative_error,missing_elements,extra_elements,expected_counts_at_framework_scale_json,actual_counts_json,actual_minus_expected_json,element_absolute_errors_json,element_relative_errors_json,element_pass_flags_json,element_warn_flags_json,neutral_oxidation_guess_status,neutral_oxidation_guess_json,source_parser,source_formula,source_reduced_formula,source_counts_json,source_is_ordered,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_comparison_to_OBELiX,source_Li_relative_error_to_OBELiX,spectrum_n_frequency_points,spectrum_min_plotted_frequency_THz,spectrum_max_plotted_frequency_THz,spectrum_median_native_spacing_THz,spectrum_max_native_spacing_THz,spectrum_points_0_to_100_THz,spectrum_total_positive_area_0_to_100,spectrum_Li_positive_area_0_to_100,spectrum_coarse_grid_flag,spectrum_high_max_frequency_flag,spectrum_very_high_max_frequency_flag,spectrum_negative_plotted_grid_endpoint_flag
train,122,argyrodites,Li6PS5Cl,"{""Cl"": 1.0, ""Li"": 6.0, ""P"": 1.0, ""S"": 5.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/122/122_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/122/relaxed_122.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/122/ordered_adaptive_122.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Li24 P4 S20 Cl4,Li6PS5Cl,52,981.996677588142,18.884551492079655,1.815423534451573,2.037134984469737,PASS,True,0,0,0,0,PASS,4.0,4.0,4.0,4,0.0,P;S;Cl,0.0,0.0,0.0,0.0,0,0,0.0,24.0,24.0,0.0,0.0,0.0,,,"{""Cl"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}","{""Cl"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}","{""Cl"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.0}","{""Cl"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.0}","{""Cl"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.0}","{""Cl"": true, ""Li"": true, ""P"": true, ""S"": true}","{""Cl"": true, ""Li"": true, ""P"": true, ""S"": true}",neutral_assignment_found,"{""Cl"": -1.0, ""Li"": 1.0, ""P"": 5.0, ""S"": -2.0}",pymatgen_structure,Li24 P4 S20 Cl4,Li6PS5Cl,"{""Cl"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 20.0}",True,0.0,0.0,0.0,PASS,0.0,201,-1.723057084225641,19.914432810563003,0.10818744947394343,0.10818744947395231,185,159.39516022638833,72.31518660568993,False,False,False,True
train,13q,LGPS,Li10SnP2S12,"{""Li"": 10.0, ""P"": 2.0, ""S"": 12.0, ""Sn"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/13q/13q_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/13q/relaxed_13q.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/13q/ordered_adaptive_13q.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Li20 Sn2 P4 S24,Li10Sn(PS6)2,50,1038.2405234273367,20.764810468546735,2.030722347321105,2.0407143234298863,PASS,True,0,0,0,0,PASS,2.0,2.0,2.0,2,0.0,Sn;P;S,0.0,0.0,0.0,0.0,0,0,0.0,20.0,20.0,0.0,0.0,0.0,,,"{""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Sn"": 2.0}","{""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Sn"": 2.0}","{""Li"": 0.0, ""P"": 0.0, ""S"": 0.0, ""Sn"": 0.0}","{""Li"": 0.0, ""P"": 0.0, ""S"": 0.0, ""Sn"": 0.0}","{""Li"": 0.0, ""P"": 0.0, ""S"": 0.0, ""Sn"": 0.0}","{""Li"": true, ""P"": true, ""S"": true, ""Sn"": true}","{""Li"": true, ""P"": true, ""S"": true, ""Sn"": true}",neutral_assignment_found,"{""Li"": 1.0, ""P"": 5.0, ""S"": -2.0, ""Sn"": 4.0}",pymatgen_structure,Li20 Sn2 P4 S24,Li10Sn(PS6)2,"{""Li"": 20.0, ""P"": 4.0, ""S"": 24.0, ""Sn"": 2.0}",True,0.0,0.0,0.0,PASS,0.0,201,-1.697153685066937,19.24422344357259,0.10470688564319763,0.10470688564320163,184,148.60768387765617,59.389788574747044,False,False,False,True
train,1dm,NASICON,Li1.6Al0.6Ge1.4(PO4)3,"{""Al"": 0.6, ""Ge"": 1.4, ""Li"": 1.6, ""O"": 12.0, ""P"": 3.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/1dm/1dm_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1dm/relaxed_1dm.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1dm/ordered_adaptive_1dm.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,WARN_INTEGERIZATION_APPROXIMATION,pymatgen_structure,Li9 Al3 Ge9 P18 O72,Li3AlGe3(PO4)6,111,1275.4789455523048,11.490801311282025,3.2634045232926394,1.4945823338943878,PASS,True,0,0,0,0,WARN_INTEGERIZATION_APPROXIMATION,6.0,6.0,6.0,6,0.0,Ge;P;O,0.16666666666666657,0.16666666666666657,0.6000000000000014,0.6000000000000014,3,0,0.010171461784365059,9.600000000000001,9.0,-0.6000000000000014,0.6000000000000014,-0.06250000000000014,,,"{""Al"": 3.6, ""Ge"": 8.4, ""Li"": 9.6, ""O"": 72.0, ""P"": 18.0}","{""Al"": 3.0, ""Ge"": 9.0, ""Li"": 9.0, ""O"": 72.0, ""P"": 18.0}","{""Al"": -0.6, ""Ge"": 0.6, ""Li"": -0.6, ""O"": 0.0, ""P"": 0.0}","{""Al"": 0.6, ""Ge"": 0.6, ""Li"": 0.6, ""O"": 0.0, ""P"": 0.0}","{""Al"": 0.16666667, ""Ge"": 0.07142857, ""Li"": 0.0625, ""O"": 0.0, ""P"": 0.0}","{""Al"": false, ""Ge"": false, ""Li"": false, ""O"": true, ""P"": true}","{""Al"": true, ""Ge"": true, ""Li"": true, ""O"": true, ""P"": true}",neutral_assignment_found,"{""Al"": 3.0, ""Ge"": 4.0, ""Li"": 1.0, ""O"": -2.0, ""P"": 5.0}",pymatgen_structure,Li9 Al3 Ge9 P18 O72,Li3AlGe3(PO4)6,"{""Al"": 3.0, ""Ge"": 9.0, ""Li"": 9.0, ""O"": 72.0, ""P"": 18.0}",True,0.0,0.0,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.06250000000000014,201,-3.639681614444848,41.44949289909506,0.22544587256769955,0.2254458725677111,184,350.9303374954641,28.540640658941786,False,False,False,True
train,1e9,sulfides,Li3SbS3,"{""Li"": 3.0, ""S"": 3.0, ""Sb"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/1e9/1e9_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1e9/relaxed_1e9.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1e9/ordered_adaptive_1e9.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Li12 Sb4 S12,Li3SbS3,28,560.6028614529075,20.021530766175268,2.8290986369279314,2.4321902584248143,PASS,True,0,0,0,0,PASS,4.0,4.0,4.0,4,0.0,Sb;S,0.0,0.0,0.0,0.0,0,0,0.0,12.0,12.0,0.0,0.0,0.0,,,"{""Li"": 12.0, ""S"": 12.0, ""Sb"": 4.0}","{""Li"": 12.0, ""S"": 12.0, ""Sb"": 4.0}","{""Li"": 0.0, ""S"": 0.0, ""Sb"": 0.0}","{""Li"": 0.0, ""S"": 0.0, ""Sb"": 0.0}","{""Li"": 0.0, ""S"": 0.0, ""Sb"": 0.0}","{""Li"": true, ""S"": true, ""Sb"": true}","{""Li"": true, ""S"": true, ""Sb"": true}",neutral_assignment_found,"{""Li"": 1.0, ""S"": -2.0, ""Sb"": 3.0}",pymatgen_structure,Li12 Sb4 S12,Li3SbS3,"{""Li"": 12.0, ""S"": 12.0, ""Sb"": 4.0}",True,0.0,0.0,0.0,PASS,0.0,201,-1.3052370050486644,14.01287737951812,0.07659057192283392,0.07659057192283747,183,84.87201357965618,36.56690649503019,False,False,False,True
train,1kq,argyrodites,Li6P(S4.3Se0.7)Br,"{""Br"": 1.0, ""Li"": 6.0, ""P"": 1.0, ""S"": 4.3, ""Se"": 0.7}",/content/obelix_composition_audit/combined_option_a_spectra/train/1kq/1kq_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1kq/relaxed_1kq.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1kq/ordered_adaptive_1kq.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS_INTEGERIZED_COMPOSITION,pymatgen_structure,Li24 P4 Se3 S17 Br4,Li24P4Se3S17Br4,52,1040.7012790819729,20.013486136191787,2.2211977185299014,2.04981482675916,PASS,True,0,0,0,0,PASS_INTEGERIZED_COMPOSITION,4.0,3.9534883720930236,4.0,4,0.04651162790697638,P;S;Br,0.0714285714285715,0.0714285714285715,0.20000000000000018,0.20000000000000018,0,0,0.003846153846153843,24.0,24.0,0.0,0.0,0.0,,,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 17.2, ""Se"": 2.8}","{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 17.0, ""Se"": 3.0}","{""Br"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": -0.2, ""Se"": 0.2}","{""Br"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.2, ""Se"": 0.2}","{""Br"": 0.0, ""Li"": 0.0, ""P"": 0.0, ""S"": 0.01162791, ""Se"": 0.07142857}","{""Br"": true, ""Li"": true, ""P"": true, ""S"": true, ""Se"": true}","{""Br"": true, ""Li"": true, ""P"": true, ""S"": true, ""Se"": true}",neutral_assignment_found,"{""Br"": -1.0, ""Li"": 1.0, ""P"": 5.0, ""S"": -2.0, ""Se"": -2.0}",pymatgen_structure,Li24 P4 Se3 S17 Br4,Li24P4Se3S17Br4,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 17.0, ""Se"": 3.0}",True,0.0,0.0,0.0,PASS_INTEGERIZED_COMPOSITION,0.0,201,-1.6377234085250458,18.95009432079304,0.1029390886465904,0.10293908864659684,185,154.84623948760213,70.07560884633939,False,False,False,True
train,1m8,argyrodites,Li6.8P0.2Ge0.8S5I,"{""Ge"": 0.8, ""I"": 1.0, ""Li"": 6.8, ""P"": 0.2, ""S"": 5.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/1m8/1m8_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1m8/relaxed_1m8.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1m8/ordered_adaptive_1m8.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS_INTEGERIZED_COMPOSITION,pymatgen_structure,Li27 Ge3 P1 S20 I4,Li27Ge3P(S5I)4,55,1126.3835445395946,20.47970080981081,2.3369637283695024,2.0529773774803854,PASS,True,0,0,0,0,PASS_INTEGERIZED_COMPOSITION,4.0,4.0,4.0,4,0.0,S;I,0.24999999999999994,0.24999999999999994,0.20000000000000018,0.20000000000000018,0,0,0.005270092226613955,27.2,27.0,-0.1999999999999993,0.1999999999999993,-0.007352941176470562,,,"{""Ge"": 3.2, ""I"": 4.0, ""Li"": 27.2, ""P"": 0.8, ""S"": 20.0}","{""Ge"": 3.0, ""I"": 4.0, ""Li"": 27.0, ""P"": 1.0, ""S"": 20.0}","{""Ge"": -0.2, ""I"": 0.0, ""Li"": -0.2, ""P"": 0.2, ""S"": 0.0}","{""Ge"": 0.2, ""I"": 0.0, ""Li"": 0.2, ""P"": 0.2, ""S"": 0.0}","{""Ge"": 0.0625, ""I"": 0.0, ""Li"": 0.00735294, ""P"": 0.25, ""S"": 0.0}","{""Ge"": true, ""I"": true, ""Li"": true, ""P"": true, ""S"": true}","{""Ge"": true, ""I"": true, ""Li"": true, ""P"": true, ""S"": true}",neutral_assignment_found,"{""Ge"": 4.0, ""I"": -1.0, ""Li"": 1.0, ""P"": 5.0, ""S"": -2.0}",pymatgen_structure,Li27 Ge3 P1 S20 I4,Li27Ge3P(S5I)4,"{""Ge"": 3.0, ""I"": 4.0, ""Li"": 27.0, ""P"": 1.0, ""S"": 20.0}",True,0.0,0.0,0.0,PASS_INTEGERIZED_COMPOSITION,-0.007352941176470562,201,-1.6141149740717924,18.686433456774928,0.10150274215423358,0.10150274215423849,185,161.81914058350935,76.8809530983776,False,False,False,True
train,1xf,NASICON,Li1.5Al0.5Ge1.5(PO4)3,"{""Al"": 0.5, ""Ge"": 1.5, ""Li"": 1.5, ""O"": 12.0, ""P"": 3.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/1xf/1xf_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xf/relaxed_1xf.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xf/ordered_adaptive_1xf.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Li9 Al3 Ge9 P18 O72,Li3AlGe3(PO4)6,111,1275.3793714364372,11.48990424717511,3.2636593107130754,1.499745156035526,PASS,True,0,0,0,0,PASS,6.0,6.0,6.0,6,0.0,Ge;P;O,0.0,0.0,0.0,0.0,0,0,0.0,9.0,9.0,0.0,0.0,0.0,,,"{""Al"": 3.0, ""Ge"": 9.0, ""Li"": 9.0, ""O"": 72.0, ""P"": 18.0}","{""Al"": 3.0, ""Ge"": 9.0, ""Li"": 9.0, ""O"": 72.0, ""P"": 18.0}","{""Al"": 0.0, ""Ge"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0}","{""Al"": 0.0, ""Ge"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0}","{""Al"": 0.0, ""Ge"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0}","{""Al"": true, ""Ge"": true, ""Li"": true, ""O"": true, ""P"": true}","{""Al"": true, ""Ge"": true, ""Li"": true, ""O"": true, ""P"": true}",neutral_assignment_found,"{""Al"": 3.0, ""Ge"": 4.0, ""Li"": 1.0, ""O"": -2.0, ""P"": 5.0}",pymatgen_structure,Li9 Al3 Ge9 P18 O72,Li3AlGe3(PO4)6,"{""Al"": 3.0, ""Ge"": 9.0, ""Li"": 9.0, ""O"": 72.0, ""P"": 18.0}",True,0.0,0.0,0.0,PASS,0.0,201,-3.652808373114935,41.71958978241864,0.22686199077766778,0.2268619907776781,184,338.302975368529,27.3922563620559,False,False,False,True
train,1xt,oxides,LiSbO2,"{""Li"": 1.0, ""O"": 2.0, ""Sb"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/1xt/1xt_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xt/relaxed_1xt.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/1xt/ordered_adaptive_1xt.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Li8 Sb8 O16,LiSbO2,32,548.4931555369636,17.140411110530113,3.892092998045032,1.9208457756584791,PASS,True,0,0,0,0,PASS,8.0,8.0,8.0,8,0.0,Sb;O,0.0,0.0,0.0,0.0,0,0,0.0,8.0,8.0,0.0,0.0,0.0,,,"{""Li"": 8.0, ""O"": 16.0, ""Sb"": 8.0}","{""Li"": 8.0, ""O"": 16.0, ""Sb"": 8.0}","{""Li"": 0.0, ""O"": 0.0, ""Sb"": 0.0}","{""Li"": 0.0, ""O"": 0.0, ""Sb"": 0.0}","{""Li"": 0.0, ""O"": 0.0, ""Sb"": 0.0}","{""Li"": true, ""O"": true, ""Sb"": true}","{""Li"": true, ""O"": true, ""Sb"": true}",neutral_assignment_found,"{""Li"": 1.0, ""O"": -2.0, ""Sb"": 3.0}",pymatgen_structure,Li8 Sb8 O16,LiSbO2,"{""Li"": 8.0, ""O"": 16.0, ""Sb"": 8.0}",True,0.0,0.0,0.0,PASS,0.0,201,-2.3048343729254097,24.5453960243042,0.134251151986148,0.134251151986156,183,97.97448197801212,24.94475151018578,False,False,False,True
train,20k,garnet,Li6(La2Sr)(NbO6)2,"{""La"": 2.0, ""Li"": 6.0, ""Nb"": 2.0, ""O"": 12.0, ""Sr"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/20k/20k_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/20k/relaxed_20k.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/20k/ordered_adaptive_20k.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Sr8 Li48 La16 Nb16 O96,SrLi6La2Nb2O12,184,2177.495369751787,11.834213966042322,4.7883566555098325,1.828407708545216,PASS,True,0,0,0,0,PASS,8.0,8.0,8.0,8,0.0,La;Sr;Nb;O,0.0,0.0,0.0,0.0,0,0,0.0,48.0,48.0,0.0,0.0,0.0,,,"{""La"": 16.0, ""Li"": 48.0, ""Nb"": 16.0, ""O"": 96.0, ""Sr"": 8.0}","{""La"": 16.0, ""Li"": 48.0, ""Nb"": 16.0, ""O"": 96.0, ""Sr"": 8.0}","{""La"": 0.0, ""Li"": 0.0, ""Nb"": 0.0, ""O"": 0.0, ""Sr"": 0.0}","{""La"": 0.0, ""Li"": 0.0, ""Nb"": 0.0, ""O"": 0.0, ""Sr"": 0.0}","{""La"": 0.0, ""Li"": 0.0, ""Nb"": 0.0, ""O"": 0.0, ""Sr"": 0.0}","{""La"": true, ""Li"": true, ""Nb"": true, ""O"": true, ""Sr"": true}","{""La"": true, ""Li"": true, ""Nb"": true, ""O"": true, ""Sr"": true}",neutral_assignment_found,"{""La"": 3.0, ""Li"": 1.0, ""Nb"": 5.0, ""O"": -2.0, ""Sr"": 2.0}",pymatgen_structure,Sr8 Li48 La16 Nb16 O96,SrLi6La2Nb2O12,"{""La"": 16.0, ""Li"": 48.0, ""Nb"": 16.0, ""O"": 96.0, ""Sr"": 8.0}",True,0.0,0.0,0.0,PASS,0.0,201,-2.1110671986602885,24.3577732890461,0.1323442024385315,0.13234420243853862,185,547.8469038812624,143.32695417521185,False,False,False,True
train,240,phosphates,Li8GeP4,"{""Ge"": 1.0, ""Li"": 8.0, ""P"": 4.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/240/240_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/240/relaxed_240.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/240/ordered_adaptive_240.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Li64 Ge8 P32,Li8GeP4,104,1635.8271430916816,15.729107145112323,2.0469670811011773,2.3770398074998385,PASS,True,0,0,0,0,PASS,8.0,8.0,8.0,8,0.0,Ge;P,0.0,0.0,0.0,0.0,0,0,0.0,64.0,64.0,0.0,0.0,0.0,,,"{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}","{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}","{""Ge"": 0.0, ""Li"": 0.0, ""P"": 0.0}","{""Ge"": 0.0, ""Li"": 0.0, ""P"": 0.0}","{""Ge"": 0.0, ""Li"": 0.0, ""P"": 0.0}","{""Ge"": true, ""Li"": true, ""P"": true}","{""Ge"": true, ""Li"": true, ""P"": true}",neutral_assignment_found,"{""Ge"": 4.0, ""Li"": 1.0, ""P"": -3.0}",pymatgen_structure,Li64 Ge8 P32,Li8GeP4,"{""Ge"": 8.0, ""Li"": 64.0, ""P"": 32.0}",True,0.0,0.0,0.0,PASS,0.0,201,-1.308035949487688,15.863929779527115,0.08585982864507358,0.0858598286450789,185,310.0530494779715,190.54406095736226,False,False,False,True
train,2t8,Tavorite,LiV(PO4)F,"{""F"": 1.0, ""Li"": 1.0, ""O"": 4.0, ""P"": 1.0, ""V"": 1.0}",/content/obelix_composition_audit/combined_option_a_spectra/train/2t8/2t8_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2t8/relaxed_2t8.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2t8/ordered_adaptive_2t8.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS,pymatgen_structure,Li2 V2 P2 O8 F2,LiVPO4F,16,186.60731842657026,11.662957401660641,3.058480265974054,1.5441124178383994,PASS,True,0,0,0,0,PASS,2.0,2.0,2.0,2,0.0,V;P;O;F,0.0,0.0,0.0,0.0,0,0,0.0,2.0,2.0,0.0,0.0,0.0,,,"{""F"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""P"": 2.0, ""V"": 2.0}","{""F"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""P"": 2.0, ""V"": 2.0}","{""F"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0, ""V"": 0.0}","{""F"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0, ""V"": 0.0}","{""F"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""P"": 0.0, ""V"": 0.0}","{""F"": true, ""Li"": true, ""O"": true, ""P"": true, ""V"": true}","{""F"": true, ""Li"": true, ""O"": true, ""P"": true, ""V"": true}",neutral_assignment_found,"{""F"": -1.0, ""Li"": 1.0, ""O"": -2.0, ""P"": 5.0, ""V"": 3.0}",pymatgen_structure,Li2 V2 P2 O8 F2,LiVPO4F,"{""F"": 2.0, ""Li"": 2.0, ""O"": 8.0, ""P"": 2.0, ""V"": 2.0}",True,0.0,0.0,0.0,PASS,0.0,201,-4.399619882785392,36.67700995910203,0.20538314920943712,0.205383149209446,179,47.08360444379829,5.835735736004095,False,False,False,True
train,2wb,garnet,Li6.6La3Zr1.6Ta0.4O12,"{""La"": 3.0, ""Li"": 6.6, ""O"": 12.0, ""Ta"": 0.4, ""Zr"": 1.6}",/content/obelix_composition_audit/combined_option_a_spectra/train/2wb/2wb_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb/relaxed_2wb.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/2wb/ordered_adaptive_2wb.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,PASS_INTEGERIZED_COMPOSITION,pymatgen_structure,Li53 La24 Zr13 Ta3 O96,Li53La24Zr13Ta3O96,189,2211.4251394464973,11.70066211347353,5.230933194131712,1.8089699440098768,PASS,True,0,0,0,0,PASS_INTEGERIZED_COMPOSITION,8.0,8.0,8.0,8,0.0,La;Zr;O,0.06250000000000006,0.06250000000000006,0.20000000000000284,0.20000000000000018,0,0,0.0017487220877051447,52.8,53.0,0.20000000000000284,0.20000000000000284,0.0037878787878788418,,,"{""La"": 24.0, ""Li"": 52.8, ""O"": 96.0, ""Ta"": 3.2, ""Zr"": 12.8}","{""La"": 24.0, ""Li"": 53.0, ""O"": 96.0, ""Ta"": 3.0, ""Zr"": 13.0}","{""La"": 0.0, ""Li"": 0.2, ""O"": 0.0, ""Ta"": -0.2, ""Zr"": 0.2}","{""La"": 0.0, ""Li"": 0.2, ""O"": 0.0, ""Ta"": 0.2, ""Zr"": 0.2}","{""La"": 0.0, ""Li"": 0.00378788, ""O"": 0.0, ""Ta"": 0.0625, ""Zr"": 0.015625}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}","{""La"": true, ""Li"": true, ""O"": true, ""Ta"": true, ""Zr"": true}",error,Composition Li53 La24 Zr13 Ta3 O96 cannot accommodate max_sites setting!,pymatgen_structure,Li53 La24 Zr13 Ta3 O96,Li53La24Zr13Ta3O96,"{""La"": 24.0, ""Li"": 53.0, ""O"": 96.0, ""Ta"": 3.0, ""Zr"": 13.0}",True,0.0,0.0,0.0,PASS_INTEGERIZED_COMPOSITION,0.0037878787878788418,201,-2.1634319021974973,24.97560144830577,0.13569516675251592,0.13569516675252302,185,593.544582220246,167.8424674600792,False,False,False,True
