split,ID,family,intended_formula_OBELiX,production_formula,audit_status,priority_rank,reasons,Li_relative_error,composition_total_variation_error,median_native_spacing_THz,max_plotted_frequency_THz,true_min_eigenfrequency_THz,production_structure_file,spectrum_file
train,etz,nan,Li7La3Zr2O12,Li36 La24 Zr16 O96,FAIL_LI_STOICHIOMETRY,2,FAIL_LI_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,-0.35714285714285715,0.08236434108527133,0.15636958239003906,28.75560449577291,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz/relaxed_etz.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/etz/etz_combined_Total_DOS_Li_PDOS.csv
train,ga9,argyrodites,LiCe(BH4)3Cl,Li6 Ce8 B24 H96 Cl8,FAIL_LI_STOICHIOMETRY,2,FAIL_LI_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,-0.25,0.01330203442879501,0.46302688598245023,84.95289192663813,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ga9/relaxed_ga9.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/ga9/ga9_combined_Total_DOS_Li_PDOS.csv
train,mg4,NASICON,Li1.3Al0.3Ti1.7(PO4)3,Li6 Ti10 Al2 P18 O72,FAIL_LI_STOICHIOMETRY,2,FAIL_LI_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,-0.23076923076923084,0.015786278081359992,0.21537440867923485,39.252791762234914,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/mg4/relaxed_mg4.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/mg4/mg4_combined_Total_DOS_Li_PDOS.csv
test,4ie,garnet,Li6.05Ga0.25La3Zr2O11.8F0.2,Li47 La24 Zr16 Ga5 O94 F2,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,-0.028925619834710717,0.017920737832161446,3.06725362308741,562.4218066930615,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/4ie/relaxed_4ie.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/4ie/4ie_combined_Total_DOS_Li_PDOS.csv
test,duf,garnet,Li6.6La3Zr1.6Sb0.4O12,Li71 La6 Zr3 Sb1 O96,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,0.3446969696969698,0.15536723163841812,0.19217051656062484,35.3050323736075,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/duf/relaxed_duf.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/duf/duf_combined_Total_DOS_Li_PDOS.csv
test,ku9,perovskites,Li0.4Na0.1La0.5Nb2O6,Na1 Li1 La1 Nb2 O6,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,1.4999999999999998,0.1616161616161616,0.14475514181349203,25.70556504459805,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9/relaxed_ku9.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/ku9/ku9_combined_Total_DOS_Li_PDOS.csv
test,lud,perovskites,(La0.6Li0.4)(Ti0.8Al0.2)O3,Li1 La1 Ti1 Al1 O3,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,1.4999999999999998,0.18857142857142856,0.11938453868292775,21.75978443066403,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lud/relaxed_lud.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/lud/lud_combined_Total_DOS_Li_PDOS.csv
test,ozo,perovskites,Li0.2Na0.3La0.5Nb2O6,Na1 Li1 La1 Nb2 O6,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,4.0,0.1616161616161616,0.14475842897821423,25.70557825921805,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ozo/relaxed_ozo.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/ozo/ozo_combined_Total_DOS_Li_PDOS.csv
test,vlm,perovskites,(La0.65Li0.35)(Ti0.7Al0.3)O3,Li1 La1 Ti1 Al1 O3,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,1.8571428571428574,0.17142857142857143,0.11938408165076453,21.75966758849304,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/vlm/relaxed_vlm.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/vlm/vlm_combined_Total_DOS_Li_PDOS.csv
train,8fn,NASICON,Li1.8Al0.8Ge1.2(PO4)3,Li9 Al3 Ge9 P18 O72,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,-0.1666666666666667,0.030189764232317437,0.2231778022299622,41.041841219422174,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/8fn/relaxed_8fn.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/8fn/8fn_combined_Total_DOS_Li_PDOS.csv
train,ckw,pyrochlore,LiSr0.9Nb2O6F0.8,Sr4 Li4 Nb8 O96 F32,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,-0.75,0.2533748701973001,0.293506550380231,52.35756596557108,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/relaxed_ckw.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/ckw/ckw_combined_Total_DOS_Li_PDOS.csv
train,gas,perovskites,Li0.31La0.63(Ti0.9Co0.1)O3,Li1 La1 Ti1 Co1 O3,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,2.225806451612903,0.21804511278195488,0.1179060057359762,20.077490885983632,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gas/relaxed_gas.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/gas/gas_combined_Total_DOS_Li_PDOS.csv
train,tjh,NASICON,Li1.7Al0.7Ge1.3(PO4)3,Li9 Al3 Ge9 P18 O72,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,-0.11764705882352935,0.02023413788119671,0.22265953425186424,40.8209145811356,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/tjh/relaxed_tjh.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/tjh/tjh_combined_Total_DOS_Li_PDOS.csv
train,yab,pyrochlore,LiSr0.9Ta2O6F0.8,Sr4 Li4 Ta8 O96 F32,FAIL_GENERAL_STOICHIOMETRY,3,FAIL_GENERAL_STOICHIOMETRY;MISSING_EIGEN_FREQUENCIES,-0.75,0.2533748701973001,0.294556296947178,51.72230558162015,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/yab/relaxed_yab.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/yab/yab_combined_Total_DOS_Li_PDOS.csv
train,kh3,nan,Li6.5La3Zr1.5Ta0.5O12,Li50 La24 Zr12 Ta4 O96,FAIL_SEVERE_OVERLAP,5,FAIL_SEVERE_OVERLAP;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,-0.038461538461538464,0.0077785403797758276,2.4765042919619518,453.6004757376929,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kh3/relaxed_kh3.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/kh3/kh3_combined_Total_DOS_Li_PDOS.csv
test,2d1,garnet,Li5.5La3Nb1.75Y0.25O12,Li44 La24 Y2 Nb14 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.2110309159395456,588.7800562979386,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/2d1/relaxed_2d1.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/2d1/2d1_combined_Total_DOS_Li_PDOS.csv
test,3rh,garnet,Li6.5La3Nb1.25Y0.75O12,Li52 La24 Y6 Nb10 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.1885740916677605,584.6675133860954,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/3rh/relaxed_3rh.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/3rh/3rh_combined_Total_DOS_Li_PDOS.csv
test,cti,garnet,Li5.4La3Nb1.8Y0.2O12,Li43 La24 Y2 Nb14 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,-0.004629629629629695,0.0029928172386272977,3.266043835809718,595.4056608316608,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/cti/relaxed_cti.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/cti/cti_combined_Total_DOS_Li_PDOS.csv
test,i4l,nan,Li4GeSSe3,Li16 Ge4 Se12 S4,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.1753068459360065,582.1084762346721,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/i4l/relaxed_i4l.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/i4l/i4l_combined_Total_DOS_Li_PDOS.csv
test,lpt,garnet,Li4Nd3TeSbO12,Li32 Nd24 Sb8 Te8 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.243025776337163,594.651634138856,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/lpt/relaxed_lpt.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/lpt/lpt_combined_Total_DOS_Li_PDOS.csv
test,mn3,nan,Li4SnSe4,Li16 Sn4 Se16,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.155441706833784,578.5585826722577,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/mn3/relaxed_mn3.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/mn3/mn3_combined_Total_DOS_Li_PDOS.csv
test,qer,nan,Li4Ge0.50Sn0.50Se4,Li16 Sn2 Ge2 Se16,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.1544073351332287,578.2847562915134,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/qer/relaxed_qer.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/qer/qer_combined_Total_DOS_Li_PDOS.csv
test,xk3,nan,Li4GeSe4,Li16 Ge4 Se16,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.1464526658194547,576.4854289792539,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/xk3/relaxed_xk3.cif,/content/obelix_composition_audit/combined_option_a_spectra/test/xk3/xk3_combined_Total_DOS_Li_PDOS.csv
train,0o6,nan,Li1.2Ti1.8Sc0.2(PO4)3,Li7 Sc1 Ti11 P18 O72,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,-0.027777777777777683,0.0035285815102329065,3.319035922724396,607.9584264201578,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/0o6/relaxed_0o6.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/0o6/0o6_combined_Total_DOS_Li_PDOS.csv
train,72f,garnet,(Li6.26Al0.24)La3Zr2O12,Li50 La24 Zr16 Al2 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,-0.0015974440894568351,0.00042553191489362856,3.1862800659456987,584.2453746877154,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/72f/relaxed_72f.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/72f/72f_combined_Total_DOS_Li_PDOS.csv
train,9lx,LGPS,Li10SnP2S12,Li20 Sn2 P4 S24,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.1637123791162267,580.0769263511374,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9lx/relaxed_9lx.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/9lx/9lx_combined_Total_DOS_Li_PDOS.csv
train,fam,garnet,Li5.90La3Ta1.55Sm0.45O12,Li47 La24 Sm4 Ta12 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,-0.00423728813559328,0.0029231393323311174,3.136066438986333,575.0254434637502,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fam/relaxed_fam.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/fam/fam_combined_Total_DOS_Li_PDOS.csv
train,g5q,garnet,Li6.5La3Zr1.5Ta0.5O12,Li52 La24 Zr12 Ta4 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.2382256282684665,593.7713095737115,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/g5q/relaxed_g5q.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/g5q/g5q_combined_Total_DOS_Li_PDOS.csv
train,gdr,garnet,Li6.2La3Zr1.2Ta0.8O12,Li50 La24 Zr10 Ta6 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.008064516129032228,0.003615127919911018,3.1491975400811896,577.4462059951895,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/gdr/relaxed_gdr.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/gdr/gdr_combined_Total_DOS_Li_PDOS.csv
train,hud,garnet,Li6BaLa2Ta2O12,Ba8 Li48 La16 Ta16 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.2095278133374308,588.4914561556066,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/hud/relaxed_hud.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/hud/hud_combined_Total_DOS_Li_PDOS.csv
train,jej,garnet,Li6CaLa2Ta2O12,Li48 Ca8 La16 Ta16 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.205337912371398,587.7267032920292,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/jej/relaxed_jej.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/jej/jej_combined_Total_DOS_Li_PDOS.csv
train,kji,garnet,Li6.4La3Zr1.4Ta0.6O12,Li51 La24 Zr11 Ta5 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,-0.0039062500000000555,0.0017825311942959183,3.109256657837328,570.1193217778005,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/kji/relaxed_kji.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/kji/kji_combined_Total_DOS_Li_PDOS.csv
train,ner,garnet,Li6BaLa2Ta2O12,Ba8 Li48 La16 Ta16 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.4312993262220033,629.1097724751173,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ner/relaxed_ner.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/ner/ner_combined_Total_DOS_Li_PDOS.csv
train,uwh,garnet,La3Li5.08Ta1.51Zr0.39O12,Li41 La24 Zr3 Ta12 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.008858267716535419,0.0018353461824799511,3.2697419205641864,599.4526825966836,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/uwh/relaxed_uwh.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/uwh/uwh_combined_Total_DOS_Li_PDOS.csv
train,x9d,argyrodites,Li6.125P0.875Si0.125S5Br,Li25 Si1 P4 S20 Br4,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.02040816326530612,0.016402116402116407,3.120968926945011,572.177635885622,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/x9d/relaxed_x9d.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/x9d/x9d_combined_Total_DOS_Li_PDOS.csv
train,xog,garnet,Li5La3Sb2O12,Li40 La24 Sb16 O96,WARN_SHORT_DISTANCE,6,WARN_SHORT_DISTANCE;COARSE_DOS_GRID;VERY_HIGH_MAX_FREQUENCY;MISSING_EIGEN_FREQUENCIES,0.0,0.0,3.2310411967100094,592.3575524669843,,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/xog/relaxed_xog.cif,/content/obelix_composition_audit/combined_option_a_spectra/train/xog/xog_combined_Total_DOS_Li_PDOS.csv
