split,ID,family,spectrum_file,n_frequency_points,min_plotted_frequency_THz,max_plotted_frequency_THz,median_native_spacing_THz,max_native_spacing_THz,points_0_to_100_THz,total_positive_area_0_to_100,Li_positive_area_0_to_100,coarse_grid_flag,high_max_frequency_flag,very_high_max_frequency_flag,negative_plotted_grid_endpoint_flag
test,cz2,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/cz2/cz2_combined_Total_DOS_Li_PDOS.csv,201,-1.134876486572728,13.22805205290017,0.07181464269736448,0.07181464269736715,185,111.98098079014278,50.53554791491085,False,False,False,True
test,de5,Halide,/content/obelix_composition_audit/combined_option_a_spectra/test/de5/de5_combined_Total_DOS_Li_PDOS.csv,201,-1.449663500416565,12.798712798809431,0.07124188149612998,0.07124188149613175,180,29.7764677178358,9.041839529177976,False,False,False,True
test,duf,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/duf/duf_combined_Total_DOS_Li_PDOS.csv,201,-3.1290709385174744,35.3050323736075,0.19217051656062484,0.19217051656063688,184,520.0999783405396,213.64950133922247,False,False,False,True
test,dvb,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/dvb/dvb_combined_Total_DOS_Li_PDOS.csv,201,-2.076007764330269,23.909903764283136,0.12992955764306657,0.12992955764307368,185,543.5730636130786,128.22589867084145,False,False,False,True
test,ecp,Lanthanumlithiumoxide,/content/obelix_composition_audit/combined_option_a_spectra/test/ecp/ecp_combined_Total_DOS_Li_PDOS.csv,201,-2.901786338134399,21.392547994353865,0.12147167166244088,0.12147167166244799,177,47.90050309885072,12.058799426293877,False,False,False,True
test,ei3,halides,/content/obelix_composition_audit/combined_option_a_spectra/test/ei3/ei3_combined_Total_DOS_Li_PDOS.csv,201,-2.3023368077786945,12.903032132814053,0.07602684470296406,0.07602684470296595,170,89.72125670630257,27.12560828643991,False,False,False,True
test,elz,halides,/content/obelix_composition_audit/combined_option_a_spectra/test/elz/elz_combined_Total_DOS_Li_PDOS.csv,201,-1.5275918240142934,12.704348698331415,0.07115970261172855,0.0711597026117321,179,61.40477257171557,18.02598977255696,False,False,False,True
test,gwu,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/gwu/gwu_combined_Total_DOS_Li_PDOS.csv,201,-7.301597019191586,28.187393654567938,0.17744495336879765,0.1774449533688056,159,148.3297907888727,8.847589331380412,False,False,False,True
test,h5i,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/h5i/h5i_combined_Total_DOS_Li_PDOS.csv,201,-5.777214393980976,32.25218219303954,0.19014698293510257,0.19014698293511145,170,263.13920295132505,2.893769875537067,False,False,False,True
test,i47,sulfides,/content/obelix_composition_audit/combined_option_a_spectra/test/i47/i47_combined_Total_DOS_Li_PDOS.csv,201,-1.4903599489927135,18.092924407010337,0.09791642178001503,0.09791642178002036,185,20.87058350753623,3.0679399615685847,False,False,False,True
test,i4l,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/i4l/i4l_combined_Total_DOS_Li_PDOS.csv,201,-52.952892952527854,582.1084762346721,3.1753068459360065,3.1753068459361202,32,160.1316278409819,112.39446161255424,True,True,True,True
test,ipo,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/ipo/ipo_combined_Total_DOS_Li_PDOS.csv,201,-1.9423416846675328,22.26331400912212,0.12102827846894826,0.12102827846895536,184,291.2636097016825,84.88244457514008,False,False,False,True
test,j5g,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/j5g/j5g_combined_Total_DOS_Li_PDOS.csv,201,-2.160607170933676,24.81659615221347,0.13488601661573574,0.13488601661574862,184,541.9835669969473,140.63839436295189,False,False,False,True
test,jy6,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/test/jy6/jy6_combined_Total_DOS_Li_PDOS.csv,201,-3.39762041293464,34.37637511684589,0.18886997764890268,0.18886997764891333,183,39.46804677125993,18.395991676037852,False,False,False,True
test,klr,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/klr/klr_combined_Total_DOS_Li_PDOS.csv,201,-1.473641450591022,16.628301606957397,0.09050971528774204,0.09050971528774632,184,105.39754075909761,46.336543215650735,False,False,False,True
test,ku9,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/ku9/ku9_combined_Total_DOS_Li_PDOS.csv,201,-3.2454633181003585,25.70556504459805,0.14475514181349203,0.1447551418134978,178,33.23496057558803,3.534699190870142,False,False,False,True
test,kxw,oxides,/content/obelix_composition_audit/combined_option_a_spectra/test/kxw/kxw_combined_Total_DOS_Li_PDOS.csv,201,-2.541531426091257,29.92250986587881,0.1623202064598503,0.16232020645986012,185,124.6716640922878,18.72786857755777,False,False,False,True
test,l2w,thio-phosphate,/content/obelix_composition_audit/combined_option_a_spectra/test/l2w/l2w_combined_Total_DOS_Li_PDOS.csv,201,-1.4423835988327527,18.222648085101746,0.09832515841967293,0.09832515841968004,186,36.282205010834886,8.935614668246593,False,False,False,True
test,l6h,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/l6h/l6h_combined_Total_DOS_Li_PDOS.csv,201,-2.0452791663669525,23.707930678293764,0.12876604922330337,0.12876604922331225,185,578.3804074330228,156.1636145828461,False,False,False,True
test,lpt,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/lpt/lpt_combined_Total_DOS_Li_PDOS.csv,201,-53.95352112857943,594.651634138856,3.243025776337163,3.2430257763373334,31,375.1805630230202,68.39031954162415,True,True,True,True
test,lud,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/lud/lud_combined_Total_DOS_Li_PDOS.csv,201,-2.1171233059215204,21.75978443066403,0.11938453868292775,0.11938453868293664,183,20.916060044840012,3.118998995402638,False,False,False,True
test,mdp,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/mdp/mdp_combined_Total_DOS_Li_PDOS.csv,201,-1.7814603316822992,20.22138046103718,0.11001420396359762,0.11001420396360473,184,128.58542400609855,42.817273583949614,False,False,False,True
test,me3,Lanthanumlithiumoxide,/content/obelix_composition_audit/combined_option_a_spectra/test/me3/me3_combined_Total_DOS_Li_PDOS.csv,201,-1.8600889500763529,19.01292209658781,0.10436505523332075,0.10436505523332684,183,52.4018166036342,12.647733393629396,False,False,False,True
test,mfu,molybdates,/content/obelix_composition_audit/combined_option_a_spectra/test/mfu/mfu_combined_Total_DOS_Li_PDOS.csv,201,-4.410604957082707,31.94998001182065,0.18180292484451677,0.18180292484452565,176,231.59622063210048,34.23178990089646,False,False,False,True
test,mn3,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/mn3/mn3_combined_Total_DOS_Li_PDOS.csv,201,-52.52975869449921,578.5585826722577,3.155441706833784,3.155441706833926,32,80.08705996123518,59.86095027270465,True,True,True,True
test,mtr,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/mtr/mtr_combined_Total_DOS_Li_PDOS.csv,201,-1.9564044314449829,22.727095605768884,0.12341750018606934,0.12341750018607911,185,538.4076672312895,132.8872502052414,False,False,False,True
test,o0a,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/o0a/o0a_combined_Total_DOS_Li_PDOS.csv,201,-1.1171757104085218,12.972294612595018,0.0704473516150177,0.07044735161502125,185,108.48263682840125,47.62757312037592,False,False,False,True
test,ob9,thio-phosphate,/content/obelix_composition_audit/combined_option_a_spectra/test/ob9/ob9_combined_Total_DOS_Li_PDOS.csv,201,-1.4426673069757376,18.22256596992619,0.09832616638450986,0.09832616638451341,186,36.2787029465133,8.936985017980343,False,False,False,True
test,ozo,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/ozo/ozo_combined_Total_DOS_Li_PDOS.csv,201,-3.246107536424704,25.70557825921805,0.14475842897821423,0.14475842897822133,178,33.27393515525671,3.5322337761053593,False,False,False,True
test,p81,halides,/content/obelix_composition_audit/combined_option_a_spectra/test/p81/p81_combined_Total_DOS_Li_PDOS.csv,201,-1.6810875163822037,16.56641662553298,0.09123752070957625,0.09123752070957813,182,73.88928489131872,12.145911695172849,False,False,False,True
test,qer,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/qer/qer_combined_Total_DOS_Li_PDOS.csv,201,-52.59671073513376,578.2847562915134,3.1544073351332287,3.154407335133385,32,113.67955741128611,52.05839824496679,True,True,True,True
test,ro9,Borophosphates,/content/obelix_composition_audit/combined_option_a_spectra/test/ro9/ro9_combined_Total_DOS_Li_PDOS.csv,201,-4.864736219039063,39.74607422618257,0.22305405222610797,0.22305405222612507,179,83.99344192922665,17.841236973563255,False,False,False,True
test,s2v,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/s2v/s2v_combined_Total_DOS_Li_PDOS.csv,201,-1.9904736673690768,23.09312394670072,0.1254179880703492,0.12541798807035676,185,556.768354073921,138.08315615253935,False,False,False,True
test,um1,oxides,/content/obelix_composition_audit/combined_option_a_spectra/test/um1/um1_combined_Total_DOS_Li_PDOS.csv,201,-2.408211454647537,27.3278792960288,0.14868045375338212,0.14868045375339278,184,404.09938609428605,57.597143578351464,False,False,False,True
test,ux3,silicates,/content/obelix_composition_audit/combined_option_a_spectra/test/ux3/ux3_combined_Total_DOS_Li_PDOS.csv,201,-2.9059207189046083,32.76935696377703,0.1783763884134082,0.17837638841341885,184,122.39177732310111,2.868832125031137,False,False,False,True
test,vlm,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/vlm/vlm_combined_Total_DOS_Li_PDOS.csv,201,-2.1171487416598667,21.75966758849304,0.11938408165076453,0.11938408165077163,183,20.916746524779967,3.1200089972193927,False,False,False,True
test,vwy,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/vwy/vwy_combined_Total_DOS_Li_PDOS.csv,201,-3.3850434899202897,30.0652541440866,0.16725148817003443,0.16725148817004154,180,29.941589108920347,3.0309129831264725,False,False,False,True
test,wa3,garnet,/content/obelix_composition_audit/combined_option_a_spectra/test/wa3/wa3_combined_Total_DOS_Li_PDOS.csv,201,-2.16714487133457,25.0402839583009,0.13603714414817736,0.13603714414819024,185,576.2484433856197,153.37972097112225,False,False,False,True
test,wgw,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/wgw/wgw_combined_Total_DOS_Li_PDOS.csv,201,-9.74372630145091,31.88002064236564,0.2081187347190827,0.20811873471909337,154,98.42061877540345,11.570038259913968,False,False,False,True
test,xk3,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/xk3/xk3_combined_Total_DOS_Li_PDOS.csv,201,-52.805104184637976,576.4854289792539,3.1464526658194547,3.146452665819595,32,126.38812498590019,63.111176048629545,True,True,True,True
test,xq3,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/test/xq3/xq3_combined_Total_DOS_Li_PDOS.csv,201,-5.270978393556305,30.85773214029703,0.18064355266926668,0.1806435526692738,171,100.3438394811654,11.137850394929515,False,False,False,True
test,zs0,Lanthanumlithiumoxide,/content/obelix_composition_audit/combined_option_a_spectra/test/zs0/zs0_combined_Total_DOS_Li_PDOS.csv,201,-1.4961405729528965,18.01759915683664,0.09756869864894746,0.09756869864895101,185,48.55470001793667,9.16995598823219,False,False,False,True
test,zv5,nan,/content/obelix_composition_audit/combined_option_a_spectra/test/zv5/zv5_combined_Total_DOS_Li_PDOS.csv,201,-1.2290814007060769,14.418163010642829,0.07823622205674459,0.07823622205674674,185,113.40869046126919,50.72209629295529,False,False,False,True
train,00x,phosphates,/content/obelix_composition_audit/combined_option_a_spectra/train/00x/00x_combined_Total_DOS_Li_PDOS.csv,201,-4.189520804520139,41.99507588352155,0.2309229834402089,0.230922983440216,182,105.96217548062378,5.906402463302958,False,False,False,True
train,019,NASICON,/content/obelix_composition_audit/combined_option_a_spectra/train/019/019_combined_Total_DOS_Li_PDOS.csv,201,-4.602551761047403,39.45569469556423,0.22029123228305814,0.22029123228307057,180,345.5425385925066,18.41318969097854,False,False,False,True
train,09w,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/09w/09w_combined_Total_DOS_Li_PDOS.csv,201,-1.6591326836807407,19.174082619583466,0.10416607651632148,0.10416607651632503,185,153.9778438470607,72.71802843248366,False,False,False,True
train,0fh,NASICON,/content/obelix_composition_audit/combined_option_a_spectra/train/0fh/0fh_combined_Total_DOS_Li_PDOS.csv,201,-3.6645510824844623,41.474940411601935,0.22569745747043157,0.22569745747044578,184,331.27069097394053,20.580930651491094,False,False,False,True
train,0iv,thio-phosphate,/content/obelix_composition_audit/combined_option_a_spectra/train/0iv/0iv_combined_Total_DOS_Li_PDOS.csv,201,-1.560797239561433,19.554653032146483,0.10557725135853957,0.10557725135854312,186,36.26373964339357,12.181537088387113,False,False,False,True
train,0o6,nan,/content/obelix_composition_audit/combined_option_a_spectra/train/0o6/0o6_combined_Total_DOS_Li_PDOS.csv,201,-55.84875812472143,607.9584264201578,3.319035922724396,3.319035922724538,30,292.09845042836923,15.667031189595281,True,True,True,True
train,10s,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/10s/10s_combined_Total_DOS_Li_PDOS.csv,201,-1.667469228932278,19.240220966822413,0.10453845097877323,0.10453845097877945,185,157.97664983033192,72.38159368072384,False,False,False,True
train,11b,phosphates,/content/obelix_composition_audit/combined_option_a_spectra/train/11b/11b_combined_Total_DOS_Li_PDOS.csv,201,-3.432855987183733,16.726097435590585,0.10079476711387159,0.10079476711387336,166,23.88135190016639,17.826724447491276,False,False,False,True
train,122,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/122/122_combined_Total_DOS_Li_PDOS.csv,201,-1.723057084225641,19.914432810563003,0.10818744947394343,0.10818744947395231,185,159.39516022638833,72.31518660568993,False,False,False,True
train,13q,LGPS,/content/obelix_composition_audit/combined_option_a_spectra/train/13q/13q_combined_Total_DOS_Li_PDOS.csv,201,-1.697153685066937,19.24422344357259,0.10470688564319763,0.10470688564320163,184,148.60768387765617,59.389788574747044,False,False,False,True
train,1dm,NASICON,/content/obelix_composition_audit/combined_option_a_spectra/train/1dm/1dm_combined_Total_DOS_Li_PDOS.csv,201,-3.639681614444848,41.44949289909506,0.22544587256769955,0.2254458725677111,184,350.9303374954641,28.540640658941786,False,False,False,True
train,1e9,sulfides,/content/obelix_composition_audit/combined_option_a_spectra/train/1e9/1e9_combined_Total_DOS_Li_PDOS.csv,201,-1.3052370050486644,14.01287737951812,0.07659057192283392,0.07659057192283747,183,84.87201357965618,36.56690649503019,False,False,False,True
train,1kq,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/1kq/1kq_combined_Total_DOS_Li_PDOS.csv,201,-1.6377234085250458,18.95009432079304,0.1029390886465904,0.10293908864659684,185,154.84623948760213,70.07560884633939,False,False,False,True
train,1m8,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/1m8/1m8_combined_Total_DOS_Li_PDOS.csv,201,-1.6141149740717924,18.686433456774928,0.10150274215423358,0.10150274215423849,185,161.81914058350935,76.8809530983776,False,False,False,True
train,1xf,NASICON,/content/obelix_composition_audit/combined_option_a_spectra/train/1xf/1xf_combined_Total_DOS_Li_PDOS.csv,201,-3.652808373114935,41.71958978241864,0.22686199077766778,0.2268619907776781,184,338.302975368529,27.3922563620559,False,False,False,True
train,1xt,oxides,/content/obelix_composition_audit/combined_option_a_spectra/train/1xt/1xt_combined_Total_DOS_Li_PDOS.csv,201,-2.3048343729254097,24.5453960243042,0.134251151986148,0.134251151986156,183,97.97448197801212,24.94475151018578,False,False,False,True
train,20k,garnet,/content/obelix_composition_audit/combined_option_a_spectra/train/20k/20k_combined_Total_DOS_Li_PDOS.csv,201,-2.1110671986602885,24.3577732890461,0.1323442024385315,0.13234420243853862,185,547.8469038812624,143.32695417521185,False,False,False,True
train,240,phosphates,/content/obelix_composition_audit/combined_option_a_spectra/train/240/240_combined_Total_DOS_Li_PDOS.csv,201,-1.308035949487688,15.863929779527115,0.08585982864507358,0.0858598286450789,185,310.0530494779715,190.54406095736226,False,False,False,True
train,2t8,Tavorite,/content/obelix_composition_audit/combined_option_a_spectra/train/2t8/2t8_combined_Total_DOS_Li_PDOS.csv,201,-4.399619882785392,36.67700995910203,0.20538314920943712,0.205383149209446,179,47.08360444379829,5.835735736004095,False,False,False,True
train,2wb,garnet,/content/obelix_composition_audit/combined_option_a_spectra/train/2wb/2wb_combined_Total_DOS_Li_PDOS.csv,201,-2.1634319021974973,24.97560144830577,0.13569516675251592,0.13569516675252302,185,593.544582220246,167.8424674600792,False,False,False,True
train,3nb,molybdates,/content/obelix_composition_audit/combined_option_a_spectra/train/3nb/3nb_combined_Total_DOS_Li_PDOS.csv,201,-4.381043893125568,29.47120431093396,0.1692612410202976,0.16926124102030826,175,71.89986656936928,6.151469974070389,False,False,False,True
train,3rx,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/train/3rx/3rx_combined_Total_DOS_Li_PDOS.csv,201,-4.963024927017205,27.224941614243388,0.16093983270630297,0.16093983270631185,170,40.83065036265168,5.925441625025056,False,False,False,True
train,3uq,NASICON,/content/obelix_composition_audit/combined_option_a_spectra/train/3uq/3uq_combined_Total_DOS_Li_PDOS.csv,201,-3.521641300978164,40.429414028383135,0.21975527664680697,0.21975527664681138,184,325.8868906700384,20.82269494848262,False,False,False,True
train,3zo,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/3zo/3zo_combined_Total_DOS_Li_PDOS.csv,201,-1.6634127217122594,19.229348104767247,0.10446380413239709,0.10446380413240419,185,153.24809029688103,72.31335194931123,False,False,False,True
train,419,garnet,/content/obelix_composition_audit/combined_option_a_spectra/train/419/419_combined_Total_DOS_Li_PDOS.csv,201,-2.08136960497556,23.858129157475226,0.12969749381225393,0.12969749381226237,184,528.5359696998117,128.26553700561405,False,False,False,True
train,472,nitridosilicates,/content/obelix_composition_audit/combined_option_a_spectra/train/472/472_combined_Total_DOS_Li_PDOS.csv,201,-3.163323788934868,36.86861257489589,0.2001596818191536,0.20015968181916222,185,350.61251514524577,84.26214633709772,False,False,False,True
train,47i,diphosphate,/content/obelix_composition_audit/combined_option_a_spectra/train/47i/47i_combined_Total_DOS_Li_PDOS.csv,201,-5.009836012282383,38.61773344438241,0.21813784728332308,0.2181378472833373,178,78.86091624533526,24.861856318766904,False,False,False,True
train,4ba,NASICON,/content/obelix_composition_audit/combined_option_a_spectra/train/4ba/4ba_combined_Total_DOS_Li_PDOS.csv,201,-11.856843840407045,40.81163441440673,0.2633423912740689,0.26334239127407955,155,110.29556412858665,6.150733888421336,False,False,False,True
train,4ea,NASICON,/content/obelix_composition_audit/combined_option_a_spectra/train/4ea/4ea_combined_Total_DOS_Li_PDOS.csv,201,-4.027891441586203,39.15794712365138,0.21592919282618794,0.21592919282620215,182,321.31521845532586,17.838254534219796,False,False,False,True
train,4kt,halides,/content/obelix_composition_audit/combined_option_a_spectra/train/4kt/4kt_combined_Total_DOS_Li_PDOS.csv,201,-0.9893856464024932,12.179478629900345,0.06584432138151415,0.06584432138151719,185,42.36857356405078,12.115728364228449,False,False,False,True
train,5bz,boron nitride,/content/obelix_composition_audit/combined_option_a_spectra/train/5bz/5bz_combined_Total_DOS_Li_PDOS.csv,201,-5.199462190619308,58.240933526900896,0.317201978587601,0.3172019785876117,184,72.1057289146122,35.572508785877204,False,False,False,True
train,5tl,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/train/5tl/5tl_combined_Total_DOS_Li_PDOS.csv,201,-5.242643149891766,27.369197907694645,0.16305920528793205,0.16305920528794005,168,26.835838329613395,0.0,False,False,False,True
train,5wz,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/5wz/5wz_combined_Total_DOS_Li_PDOS.csv,201,-1.6584984544411068,19.27635681358744,0.10467427634014292,0.10467427634014825,185,158.61627218182747,72.235880754931,False,False,False,True
train,5z0,oxides,/content/obelix_composition_audit/combined_option_a_spectra/train/5z0/5z0_combined_Total_DOS_Li_PDOS.csv,201,-2.2089517139622803,27.485870090512343,0.14847410902237357,0.14847410902238067,186,236.19009631500217,117.96999682124965,False,False,False,True
train,5zv,phosphates,/content/obelix_composition_audit/combined_option_a_spectra/train/5zv/5zv_combined_Total_DOS_Li_PDOS.csv,201,-3.1854869762856803,36.19708652709908,0.19691286751692338,0.19691286751693582,184,182.74966318773693,46.662537224281834,False,False,False,True
train,68u,garnet,/content/obelix_composition_audit/combined_option_a_spectra/train/68u/68u_combined_Total_DOS_Li_PDOS.csv,201,-2.131437919461133,24.62897058423603,0.13380204251848582,0.13380204251849648,185,518.9445544873977,116.48618395403165,False,False,False,True
train,6du,oxides,/content/obelix_composition_audit/combined_option_a_spectra/train/6du/6du_combined_Total_DOS_Li_PDOS.csv,201,-3.520792684833605,30.25485799298502,0.16887825338909312,0.16887825338909934,180,167.95337259218897,30.272393646940852,False,False,False,True
train,6jf,argyrodites,/content/obelix_composition_audit/combined_option_a_spectra/train/6jf/6jf_combined_Total_DOS_Li_PDOS.csv,201,-1.6642565909845148,19.307940167878144,0.1048609837943133,0.10486098379432107,185,157.91463602519656,72.0279122997342,False,False,False,True
train,6l9,boracites,/content/obelix_composition_audit/combined_option_a_spectra/train/6l9/6l9_combined_Total_DOS_Li_PDOS.csv,201,-3.955326564121021,45.51309721271285,0.2473421188841698,0.2473421188841769,185,582.1382283773988,99.49405023809334,False,False,False,True
train,72f,garnet,/content/obelix_composition_audit/combined_option_a_spectra/train/72f/72f_combined_Total_DOS_Li_PDOS.csv,201,-53.01063850142367,584.2453746877154,3.1862800659456987,3.186280065945823,32,491.9415692120554,125.96129507108563,True,True,True,True
train,7e5,perovskites,/content/obelix_composition_audit/combined_option_a_spectra/train/7e5/7e5_combined_Total_DOS_Li_PDOS.csv,201,-4.072788642985571,25.348956652891584,0.14710872647938578,0.1471087264793951,173,60.02935846062066,3.081872593789315,False,False,False,True
train,7ek,LISICON,/content/obelix_composition_audit/combined_option_a_spectra/train/7ek/7ek_combined_Total_DOS_Li_PDOS.csv,201,-3.538998048074074,25.628328475194337,0.14583663261634205,0.14583663261635138,176,105.8816967132326,46.089032395804054,False,False,False,True
train,7o7,garnet,/content/obelix_composition_audit/combined_option_a_spectra/train/7o7/7o7_combined_Total_DOS_Li_PDOS.csv,201,-2.1346539600466543,24.354557917402648,0.13244605938724652,0.13244605938725584,184,551.7815460540681,143.84467881021024,False,False,False,True
