split,ID,issue,file
test,dvb,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/dvb/dvb_combined_Total_DOS_Li_PDOS.csv
test,ecp,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ecp/ecp_combined_Total_DOS_Li_PDOS.csv
test,ei3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ei3/ei3_combined_Total_DOS_Li_PDOS.csv
test,elz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/elz/elz_combined_Total_DOS_Li_PDOS.csv
test,gwu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/gwu/gwu_combined_Total_DOS_Li_PDOS.csv
test,h5i,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/h5i/h5i_combined_Total_DOS_Li_PDOS.csv
test,i47,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/i47/i47_combined_Total_DOS_Li_PDOS.csv
test,i4l,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/i4l/i4l_combined_Total_DOS_Li_PDOS.csv
test,ipo,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ipo/ipo_combined_Total_DOS_Li_PDOS.csv
test,j5g,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/j5g/j5g_combined_Total_DOS_Li_PDOS.csv
test,jy6,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/jy6/jy6_combined_Total_DOS_Li_PDOS.csv
test,klr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/klr/klr_combined_Total_DOS_Li_PDOS.csv
test,ku9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ku9/ku9_combined_Total_DOS_Li_PDOS.csv
test,kxw,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/kxw/kxw_combined_Total_DOS_Li_PDOS.csv
test,l2w,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/l2w/l2w_combined_Total_DOS_Li_PDOS.csv
test,l6h,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/l6h/l6h_combined_Total_DOS_Li_PDOS.csv
test,lpt,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/lpt/lpt_combined_Total_DOS_Li_PDOS.csv
test,lud,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/lud/lud_combined_Total_DOS_Li_PDOS.csv
test,mdp,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/mdp/mdp_combined_Total_DOS_Li_PDOS.csv
test,me3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/me3/me3_combined_Total_DOS_Li_PDOS.csv
test,mfu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/mfu/mfu_combined_Total_DOS_Li_PDOS.csv
test,mn3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/mn3/mn3_combined_Total_DOS_Li_PDOS.csv
test,mtr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/mtr/mtr_combined_Total_DOS_Li_PDOS.csv
test,o0a,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/o0a/o0a_combined_Total_DOS_Li_PDOS.csv
test,ob9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ob9/ob9_combined_Total_DOS_Li_PDOS.csv
test,ozo,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ozo/ozo_combined_Total_DOS_Li_PDOS.csv
test,p81,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/p81/p81_combined_Total_DOS_Li_PDOS.csv
test,qer,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/qer/qer_combined_Total_DOS_Li_PDOS.csv
test,ro9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ro9/ro9_combined_Total_DOS_Li_PDOS.csv
test,s2v,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/s2v/s2v_combined_Total_DOS_Li_PDOS.csv
test,um1,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/um1/um1_combined_Total_DOS_Li_PDOS.csv
test,ux3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/ux3/ux3_combined_Total_DOS_Li_PDOS.csv
test,vlm,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/vlm/vlm_combined_Total_DOS_Li_PDOS.csv
test,vwy,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/vwy/vwy_combined_Total_DOS_Li_PDOS.csv
test,wa3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/wa3/wa3_combined_Total_DOS_Li_PDOS.csv
test,wgw,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/wgw/wgw_combined_Total_DOS_Li_PDOS.csv
test,xk3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/xk3/xk3_combined_Total_DOS_Li_PDOS.csv
test,xq3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/xq3/xq3_combined_Total_DOS_Li_PDOS.csv
test,zs0,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/zs0/zs0_combined_Total_DOS_Li_PDOS.csv
test,zv5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/test/zv5/zv5_combined_Total_DOS_Li_PDOS.csv
train,00x,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/00x/00x_combined_Total_DOS_Li_PDOS.csv
train,019,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/019/019_combined_Total_DOS_Li_PDOS.csv
train,09w,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/09w/09w_combined_Total_DOS_Li_PDOS.csv
train,0fh,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/0fh/0fh_combined_Total_DOS_Li_PDOS.csv
train,0iv,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/0iv/0iv_combined_Total_DOS_Li_PDOS.csv
train,0o6,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/0o6/0o6_combined_Total_DOS_Li_PDOS.csv
train,10s,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/10s/10s_combined_Total_DOS_Li_PDOS.csv
train,11b,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/11b/11b_combined_Total_DOS_Li_PDOS.csv
train,122,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/122/122_combined_Total_DOS_Li_PDOS.csv
train,13q,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/13q/13q_combined_Total_DOS_Li_PDOS.csv
train,1dm,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/1dm/1dm_combined_Total_DOS_Li_PDOS.csv
train,1e9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/1e9/1e9_combined_Total_DOS_Li_PDOS.csv
train,1kq,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/1kq/1kq_combined_Total_DOS_Li_PDOS.csv
train,1m8,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/1m8/1m8_combined_Total_DOS_Li_PDOS.csv
train,1xf,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/1xf/1xf_combined_Total_DOS_Li_PDOS.csv
train,1xt,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/1xt/1xt_combined_Total_DOS_Li_PDOS.csv
train,20k,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/20k/20k_combined_Total_DOS_Li_PDOS.csv
train,240,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/240/240_combined_Total_DOS_Li_PDOS.csv
train,2t8,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/2t8/2t8_combined_Total_DOS_Li_PDOS.csv
train,2wb,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/2wb/2wb_combined_Total_DOS_Li_PDOS.csv
train,3nb,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/3nb/3nb_combined_Total_DOS_Li_PDOS.csv
train,3rx,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/3rx/3rx_combined_Total_DOS_Li_PDOS.csv
train,3uq,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/3uq/3uq_combined_Total_DOS_Li_PDOS.csv
train,3zo,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/3zo/3zo_combined_Total_DOS_Li_PDOS.csv
train,419,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/419/419_combined_Total_DOS_Li_PDOS.csv
train,472,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/472/472_combined_Total_DOS_Li_PDOS.csv
train,47i,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/47i/47i_combined_Total_DOS_Li_PDOS.csv
train,4ba,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/4ba/4ba_combined_Total_DOS_Li_PDOS.csv
train,4ea,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/4ea/4ea_combined_Total_DOS_Li_PDOS.csv
train,4kt,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/4kt/4kt_combined_Total_DOS_Li_PDOS.csv
train,5bz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/5bz/5bz_combined_Total_DOS_Li_PDOS.csv
train,5tl,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/5tl/5tl_combined_Total_DOS_Li_PDOS.csv
train,5wz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/5wz/5wz_combined_Total_DOS_Li_PDOS.csv
train,5z0,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/5z0/5z0_combined_Total_DOS_Li_PDOS.csv
train,5zv,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/5zv/5zv_combined_Total_DOS_Li_PDOS.csv
train,68u,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/68u/68u_combined_Total_DOS_Li_PDOS.csv
train,6du,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/6du/6du_combined_Total_DOS_Li_PDOS.csv
train,6jf,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/6jf/6jf_combined_Total_DOS_Li_PDOS.csv
train,6l9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/6l9/6l9_combined_Total_DOS_Li_PDOS.csv
train,72f,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/72f/72f_combined_Total_DOS_Li_PDOS.csv
train,7e5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/7e5/7e5_combined_Total_DOS_Li_PDOS.csv
train,7ek,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/7ek/7ek_combined_Total_DOS_Li_PDOS.csv
train,7o7,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/7o7/7o7_combined_Total_DOS_Li_PDOS.csv
train,7tu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/7tu/7tu_combined_Total_DOS_Li_PDOS.csv
train,7w5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/7w5/7w5_combined_Total_DOS_Li_PDOS.csv
train,824,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/824/824_combined_Total_DOS_Li_PDOS.csv
train,883,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/883/883_combined_Total_DOS_Li_PDOS.csv
train,8fn,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/8fn/8fn_combined_Total_DOS_Li_PDOS.csv
train,8ub,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/8ub/8ub_combined_Total_DOS_Li_PDOS.csv
train,95j,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/95j/95j_combined_Total_DOS_Li_PDOS.csv
train,96f,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/96f/96f_combined_Total_DOS_Li_PDOS.csv
train,97b,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/97b/97b_combined_Total_DOS_Li_PDOS.csv
train,97p,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/97p/97p_combined_Total_DOS_Li_PDOS.csv
train,9ky,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9ky/9ky_combined_Total_DOS_Li_PDOS.csv
train,9lo,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9lo/9lo_combined_Total_DOS_Li_PDOS.csv
train,9lx,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9lx/9lx_combined_Total_DOS_Li_PDOS.csv
train,9ph,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9ph/9ph_combined_Total_DOS_Li_PDOS.csv
train,9rc,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9rc/9rc_combined_Total_DOS_Li_PDOS.csv
train,9s4,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9s4/9s4_combined_Total_DOS_Li_PDOS.csv
train,9wf,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9wf/9wf_combined_Total_DOS_Li_PDOS.csv
train,9yt,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9yt/9yt_combined_Total_DOS_Li_PDOS.csv
train,9zk,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9zk/9zk_combined_Total_DOS_Li_PDOS.csv
train,9zr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/9zr/9zr_combined_Total_DOS_Li_PDOS.csv
train,a8v,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/a8v/a8v_combined_Total_DOS_Li_PDOS.csv
train,an2,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/an2/an2_combined_Total_DOS_Li_PDOS.csv
train,aui,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/aui/aui_combined_Total_DOS_Li_PDOS.csv
train,b4c,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/b4c/b4c_combined_Total_DOS_Li_PDOS.csv
train,be9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/be9/be9_combined_Total_DOS_Li_PDOS.csv
train,bi3,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/bi3/bi3_combined_Total_DOS_Li_PDOS.csv
train,bjw,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/bjw/bjw_combined_Total_DOS_Li_PDOS.csv
train,bnh,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/bnh/bnh_combined_Total_DOS_Li_PDOS.csv
train,bq9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/bq9/bq9_combined_Total_DOS_Li_PDOS.csv
train,bsa,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/bsa/bsa_combined_Total_DOS_Li_PDOS.csv
train,bv2,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/bv2/bv2_combined_Total_DOS_Li_PDOS.csv
train,c0g,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/c0g/c0g_combined_Total_DOS_Li_PDOS.csv
train,c6e,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/c6e/c6e_combined_Total_DOS_Li_PDOS.csv
train,cdk,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/cdk/cdk_combined_Total_DOS_Li_PDOS.csv
train,cju,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/cju/cju_combined_Total_DOS_Li_PDOS.csv
train,ckw,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ckw/ckw_combined_Total_DOS_Li_PDOS.csv
train,clt,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/clt/clt_combined_Total_DOS_Li_PDOS.csv
train,cy2,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/cy2/cy2_combined_Total_DOS_Li_PDOS.csv
train,d7f,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/d7f/d7f_combined_Total_DOS_Li_PDOS.csv
train,d9l,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/d9l/d9l_combined_Total_DOS_Li_PDOS.csv
train,dae,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/dae/dae_combined_Total_DOS_Li_PDOS.csv
train,dc8,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/dc8/dc8_combined_Total_DOS_Li_PDOS.csv
train,deu,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/deu/deu_combined_Total_DOS_Li_PDOS.csv
train,dlj,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/dlj/dlj_combined_Total_DOS_Li_PDOS.csv
train,dmq,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/dmq/dmq_combined_Total_DOS_Li_PDOS.csv
train,dth,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/dth/dth_combined_Total_DOS_Li_PDOS.csv
train,dvn,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/dvn/dvn_combined_Total_DOS_Li_PDOS.csv
train,e6a,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/e6a/e6a_combined_Total_DOS_Li_PDOS.csv
train,e81,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/e81/e81_combined_Total_DOS_Li_PDOS.csv
train,ek5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ek5/ek5_combined_Total_DOS_Li_PDOS.csv
train,etz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/etz/etz_combined_Total_DOS_Li_PDOS.csv
train,fam,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/fam/fam_combined_Total_DOS_Li_PDOS.csv
train,fft,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/fft/fft_combined_Total_DOS_Li_PDOS.csv
train,fj5,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/fj5/fj5_combined_Total_DOS_Li_PDOS.csv
train,fkj,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/fkj/fkj_combined_Total_DOS_Li_PDOS.csv
train,fwz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/fwz/fwz_combined_Total_DOS_Li_PDOS.csv
train,g5q,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/g5q/g5q_combined_Total_DOS_Li_PDOS.csv
train,ga9,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/ga9/ga9_combined_Total_DOS_Li_PDOS.csv
train,gas,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gas/gas_combined_Total_DOS_Li_PDOS.csv
train,gcj,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gcj/gcj_combined_Total_DOS_Li_PDOS.csv
train,gdr,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gdr/gdr_combined_Total_DOS_Li_PDOS.csv
train,gkl,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gkl/gkl_combined_Total_DOS_Li_PDOS.csv
train,goi,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/goi/goi_combined_Total_DOS_Li_PDOS.csv
train,gvd,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gvd/gvd_combined_Total_DOS_Li_PDOS.csv
train,gw2,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gw2/gw2_combined_Total_DOS_Li_PDOS.csv
train,gxz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gxz/gxz_combined_Total_DOS_Li_PDOS.csv
train,gz8,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/gz8/gz8_combined_Total_DOS_Li_PDOS.csv
train,h6c,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/h6c/h6c_combined_Total_DOS_Li_PDOS.csv
train,h7r,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/h7r/h7r_combined_Total_DOS_Li_PDOS.csv
train,h82,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/h82/h82_combined_Total_DOS_Li_PDOS.csv
train,h89,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/h89/h89_combined_Total_DOS_Li_PDOS.csv
train,hai,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/hai/hai_combined_Total_DOS_Li_PDOS.csv
train,hbz,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/hbz/hbz_combined_Total_DOS_Li_PDOS.csv
train,hcm,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/hcm/hcm_combined_Total_DOS_Li_PDOS.csv
train,hja,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/hja/hja_combined_Total_DOS_Li_PDOS.csv
train,hta,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/hta/hta_combined_Total_DOS_Li_PDOS.csv
train,hud,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/hud/hud_combined_Total_DOS_Li_PDOS.csv
train,hx7,missing_phonon_eigen_data_npz,/content/obelix_composition_audit/combined_option_a_spectra/train/hx7/hx7_combined_Total_DOS_Li_PDOS.csv
