split,ID,family,intended_formula_OBELiX,source_role,source_file,production_file,source_formula,production_formula,source_counts_json,production_counts_json,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_to_production_status,source_to_OBELiX_status,production_to_OBELiX_status,source_to_production_max_absolute_count_change,source_to_production_element_set_preserved,source_to_production_Li_count_error,vacancy_or_partial_occupancy_preservation,source_to_production_delta_json
test,9n0,perovskites,Li0.3Na0.2La0.5Nb2O6,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/9n0/ordered_adaptive_9n0.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/9n0/relaxed_9n0.cif,Na2 Li3 La5 Nb20 O60,Na2 Li3 La5 Nb20 O60,"{""La"": 5.0, ""Li"": 3.0, ""Na"": 2.0, ""Nb"": 20.0, ""O"": 60.0}","{""La"": 5.0, ""Li"": 3.0, ""Na"": 2.0, ""Nb"": 20.0, ""O"": 60.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""Na"": 0.0, ""Nb"": 0.0, ""O"": 0.0}"
test,9o6,garnet,Li6.5La3Zr1.75Mo0.25O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/9o6/ordered_adaptive_9o6.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/9o6/relaxed_9o6.cif,Li47 La24 Zr14 Mo2 O96,Li47 La24 Zr14 Mo2 O96,"{""La"": 24.0, ""Li"": 47.0, ""Mo"": 2.0, ""O"": 96.0, ""Zr"": 14.0}","{""La"": 24.0, ""Li"": 47.0, ""Mo"": 2.0, ""O"": 96.0, ""Zr"": 14.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,WARN_INTEGERIZATION_APPROXIMATION,WARN_INTEGERIZATION_APPROXIMATION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""Mo"": 0.0, ""O"": 0.0, ""Zr"": 0.0}"
test,aab,nan,Li4Ge0.25Sn0.75Se4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/aab/ordered_adaptive_aab.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/aab/relaxed_aab.cif,Li16 Sn3 Ge1 Se16,Li16 Sn3 Ge1 Se16,"{""Ge"": 1.0, ""Li"": 16.0, ""Se"": 16.0, ""Sn"": 3.0}","{""Ge"": 1.0, ""Li"": 16.0, ""Se"": 16.0, ""Sn"": 3.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Ge"": 0.0, ""Li"": 0.0, ""Se"": 0.0, ""Sn"": 0.0}"
test,ar1,nan,Li4SnS3Se,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ar1/ordered_adaptive_ar1.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ar1/relaxed_ar1.cif,Li16 Sn4 Se4 S12,Li16 Sn4 Se4 S12,"{""Li"": 16.0, ""S"": 12.0, ""Se"": 4.0, ""Sn"": 4.0}","{""Li"": 16.0, ""S"": 12.0, ""Se"": 4.0, ""Sn"": 4.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""S"": 0.0, ""Se"": 0.0, ""Sn"": 0.0}"
test,ard,oxides,LiTa2PO8,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ard/ordered_adaptive_ard.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ard/relaxed_ard.cif,Li8 Ta16 P8 O64,Li8 Ta16 P8 O64,"{""Li"": 8.0, ""O"": 64.0, ""P"": 8.0, ""Ta"": 16.0}","{""Li"": 8.0, ""O"": 64.0, ""P"": 8.0, ""Ta"": 16.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""O"": 0.0, ""P"": 0.0, ""Ta"": 0.0}"
test,b56,molybdates,Li2Mg2(MoO4)3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/b56/ordered_adaptive_b56.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/b56/relaxed_b56.cif,Li8 Mg8 Mo12 O48,Li8 Mg8 Mo12 O48,"{""Li"": 8.0, ""Mg"": 8.0, ""Mo"": 12.0, ""O"": 48.0}","{""Li"": 8.0, ""Mg"": 8.0, ""Mo"": 12.0, ""O"": 48.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""Mg"": 0.0, ""Mo"": 0.0, ""O"": 0.0}"
test,bnu,oxides,LiGa0.5Al0.5GeO4,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/bnu/ordered_adaptive_bnu.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/bnu/relaxed_bnu.cif,Li18 Al9 Ga9 Ge18 O72,Li18 Al9 Ga9 Ge18 O72,"{""Al"": 9.0, ""Ga"": 9.0, ""Ge"": 18.0, ""Li"": 18.0, ""O"": 72.0}","{""Al"": 9.0, ""Ga"": 9.0, ""Ge"": 18.0, ""Li"": 18.0, ""O"": 72.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Al"": 0.0, ""Ga"": 0.0, ""Ge"": 0.0, ""Li"": 0.0, ""O"": 0.0}"
test,br1,nitrides,Li3AlN2,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/br1/ordered_adaptive_br1.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/br1/relaxed_br1.cif,Li48 Al16 N32,Li48 Al16 N32,"{""Al"": 16.0, ""Li"": 48.0, ""N"": 32.0}","{""Al"": 16.0, ""Li"": 48.0, ""N"": 32.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Al"": 0.0, ""Li"": 0.0, ""N"": 0.0}"
test,cfy,thio-LISICON,Li2P2S6,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/cfy/ordered_adaptive_cfy.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/cfy/relaxed_cfy.cif,Li4 P4 S12,Li4 P4 S12,"{""Li"": 4.0, ""P"": 4.0, ""S"": 12.0}","{""Li"": 4.0, ""P"": 4.0, ""S"": 12.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""P"": 0.0, ""S"": 0.0}"
test,cti,garnet,Li5.4La3Nb1.8Y0.2O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/cti/ordered_adaptive_cti.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/cti/relaxed_cti.cif,Li43 La24 Y2 Nb14 O96,Li43 La24 Y2 Nb14 O96,"{""La"": 24.0, ""Li"": 43.0, ""Nb"": 14.0, ""O"": 96.0, ""Y"": 2.0}","{""La"": 24.0, ""Li"": 43.0, ""Nb"": 14.0, ""O"": 96.0, ""Y"": 2.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""Nb"": 0.0, ""O"": 0.0, ""Y"": 0.0}"
test,cz2,nan,Li4SnSSe3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/cz2/ordered_adaptive_cz2.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/cz2/relaxed_cz2.cif,Li16 Sn4 Se12 S4,Li16 Sn4 Se12 S4,"{""Li"": 16.0, ""S"": 4.0, ""Se"": 12.0, ""Sn"": 4.0}","{""Li"": 16.0, ""S"": 4.0, ""Se"": 12.0, ""Sn"": 4.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Li"": 0.0, ""S"": 0.0, ""Se"": 0.0, ""Sn"": 0.0}"
test,de5,Halide,Li3InCl6,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/de5/ordered_adaptive_de5.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/de5/relaxed_de5.cif,Li6 In2 Cl12,Li6 In2 Cl12,"{""Cl"": 12.0, ""In"": 2.0, ""Li"": 6.0}","{""Cl"": 12.0, ""In"": 2.0, ""Li"": 6.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Cl"": 0.0, ""In"": 0.0, ""Li"": 0.0}"
test,duf,garnet,Li6.6La3Zr1.6Sb0.4O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/duf/ordered_adaptive_duf.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/duf/relaxed_duf.cif,Li71 La6 Zr3 Sb1 O96,Li71 La6 Zr3 Sb1 O96,"{""La"": 6.0, ""Li"": 71.0, ""O"": 96.0, ""Sb"": 1.0, ""Zr"": 3.0}","{""La"": 6.0, ""Li"": 71.0, ""O"": 96.0, ""Sb"": 1.0, ""Zr"": 3.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,FAIL_GENERAL_STOICHIOMETRY,FAIL_GENERAL_STOICHIOMETRY,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0, ""Sb"": 0.0, ""Zr"": 0.0}"
test,dvb,garnet,Li5.2La3Nb1.9Y0.1O12,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/dvb/ordered_adaptive_dvb.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/dvb/relaxed_dvb.cif,Li42 La24 Y1 Nb15 O96,Li42 La24 Y1 Nb15 O96,"{""La"": 24.0, ""Li"": 42.0, ""Nb"": 15.0, ""O"": 96.0, ""Y"": 1.0}","{""La"": 24.0, ""Li"": 42.0, ""Nb"": 15.0, ""O"": 96.0, ""Y"": 1.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS_INTEGERIZED_COMPOSITION,PASS_INTEGERIZED_COMPOSITION,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""Nb"": 0.0, ""O"": 0.0, ""Y"": 0.0}"
test,ecp,Lanthanumlithiumoxide,LaLiO2,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ecp/ordered_adaptive_ecp.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ecp/relaxed_ecp.cif,Li4 La4 O8,Li4 La4 O8,"{""La"": 4.0, ""Li"": 4.0, ""O"": 8.0}","{""La"": 4.0, ""Li"": 4.0, ""O"": 8.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""La"": 0.0, ""Li"": 0.0, ""O"": 0.0}"
test,ei3,halides,Li3YCl6,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ei3/ordered_adaptive_ei3.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ei3/relaxed_ei3.cif,Li9 Y3 Cl18,Li9 Y3 Cl18,"{""Cl"": 18.0, ""Li"": 9.0, ""Y"": 3.0}","{""Cl"": 18.0, ""Li"": 9.0, ""Y"": 3.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Cl"": 0.0, ""Li"": 0.0, ""Y"": 0.0}"
test,elz,halides,Li3YBr6,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/elz/ordered_adaptive_elz.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/elz/relaxed_elz.cif,Li6 Y2 Br12,Li6 Y2 Br12,"{""Br"": 12.0, ""Li"": 6.0, ""Y"": 2.0}","{""Br"": 12.0, ""Li"": 6.0, ""Y"": 2.0}",0,0,0,PASS_EXACT_COUNT_PRESERVATION,PASS,PASS,0.0,True,0.0,exactly_preserved_through_relaxation,"{""Br"": 0.0, ""Li"": 0.0, ""Y"": 0.0}"
test,gwu,perovskites,(La0.7Li0.3)(Ti0.6Al0.4)O3,ordered_pre_relaxation_structure,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/gwu/ordered_adaptive_gwu.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/gwu/relaxed_gwu.cif,La1 Ti1 O3,Li3 La7 Ti6 Al4 O30,"{""La"": 1.0, ""O"": 3.0, ""Ti"": 1.0}","{""Al"": 4.0, ""La"": 7.0, ""Li"": 3.0, ""O"": 30.0, ""Ti"": 6.0}",0,0,0,FAIL_RELAXATION_CHANGED_COMPOSITION,FAIL_ELEMENT_SET,PASS,27.0,False,3.0,not_preserved_through_relaxation,"{""Al"": 4.0, ""La"": 6.0, ""Li"": 3.0, ""O"": 27.0, ""Ti"": 5.0}"
test,h5i,perovskites,Li0.1Na0.4La0.5Nb2O6,fallback_unverified_source_candidate,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/h5i/ordered_x10_h5i.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/h5i/relaxed_h5i.cif,Na4 Li1 La5 Nb20 O60,Na4 Li1 La5 Nb20 O60,"{""La"": 5.0, ""Li"": 1.0, ""Na"": 4.0, ""Nb"": 20.0, ""O"": 60.0}","{""La"": 5.0, ""Li"": 1.0, ""Na"": 4.0, ""Nb"": 20.0, ""O"": 60.0}",0,0,0,UNVERIFIED_SOURCE_ROLE,PASS,PASS,0.0,True,0.0,source_role_unverified,"{""La"": 0.0, ""Li"": 0.0, ""Na"": 0.0, ""Nb"": 0.0, ""O"": 0.0}"
test,i47,sulfides,LiZnPS4,fallback_unverified_source_candidate,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/i47/ordered_x10_i47.cif,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/i47/relaxed_i47.cif,Li20 Zn20 P20 S80,Li20 Zn20 P20 S80,"{""Li"": 20.0, ""P"": 20.0, ""S"": 80.0, ""Zn"": 20.0}","{""Li"": 20.0, ""P"": 20.0, ""S"": 80.0, ""Zn"": 20.0}",0,0,0,UNVERIFIED_SOURCE_ROLE,PASS,PASS,0.0,True,0.0,source_role_unverified,"{""Li"": 0.0, ""P"": 0.0, ""S"": 0.0, ""Zn"": 0.0}"
